,C0,C2,C4,C5,C7,C8,C11,C12,C13,C14,C16,C23,C24,C27,C29
Trondheim/audio,0.01077407999999025,0.008510719999989647,0.00977183999998843,0.009295039999994259,0.005637599999992915,0.00801791999999324,0.005637599999992915,0.009757119999989072,0.00977183999998843,0.013443839999990104,0.008393759999989925,0.008393759999989925,0.005637599999992915,0.013443839999990104,0.00826847999999103
Trondheim/audio/01,,0.009800559999995073,0.012374719999993289,0.008056000000003394,0.0005379199999993034,0.005489919999995152,0.000560960000001387,0.012200399999994005,,0.012551119999994143,0.009800559999995073,0.009188159999997225,0.0004985599999969281,0.012551119999994143,0.009675919999995841
Trondheim/audio/02,,0.006068319999997129,0.007298959999996413,0.004273920000002818,0.0009668800000000033,0.004774479999998249,0.0007440799999969272,0.0062120799999974,,0.00894351999999543,0.007155199999996142,0.008455759999996815,0.0007019200000009107,0.00894351999999543,0.004774479999998249
Trondheim/audio/03,,0.0076572800000000996,0.008825999999999112,0.005727280000002111,0.0012712000000014712,0.006301520000000949,0.0008922399999953257,0.0078079200000011895,,0.011771999999997007,0.008675359999998022,0.010037839999998965,0.0009089600000038445,0.011771999999997007,0.006301520000000949
Trondheim/audio/04,,0.005663519999984601,0.007017839999981845,0.005171039999993354,0.0004924799999912466,0.004432319999985168,0.0005017599999916911,0.006894719999984034,,0.008125919999983466,0.005663519999984601,0.006402239999992787,0.0004924799999912466,0.008125919999983466,0.005540399999986789
Trondheim/audio/05,,0.005578880000001618,0.006912960000001078,0.005093759999994063,0.0006006399999876066,0.004123520000000269,0.00048512000000755506,0.0067916799999991895,,0.00800447999999676,0.005578880000001618,0.006306559999991634,0.0006006399999876066,0.00800447999999676,0.005457599999999729
Trondheim/audio/06,,0.005829119999987142,0.0072230399999853034,0.005322239999998146,0.0005068799999889961,0.00456191999998623,0.0005548800000099163,0.007096319999988054,,0.008363519999988966,0.005829119999987142,0.006589439999999058,0.0005068799999889961,0.008363519999988966,0.005702399999989893
Trondheim/audio/07,,0.0066166399999900705,0.008198879999987696,0.006041279999990934,0.0005753599999991366,0.005178239999992229,0.0006047999999907461,0.008055039999987912,,0.009493439999985753,0.0066166399999900705,0.007479679999988775,0.0005753599999991366,0.009493439999985753,0.006472799999990286
Trondheim/audio/08,,0.005895360000010896,0.007305120000012266,0.005382720000000063,0.0005401600000141116,0.004613760000012235,0.0005126400000108333,0.007176960000009558,,0.00845856000000822,0.005895360000010896,0.006664319999998725,0.0005401600000141116,0.00845856000000822,0.005767200000008188
Trondheim/audio/09,,0.0060646400000194944,0.007514880000023538,0.005537280000012856,0.0005273600000066381,0.00474624000001711,0.0006108800000106385,0.007383040000021879,,0.008701440000024263,0.0060646400000194944,0.006855680000015241,0.0005273600000066381,0.008701440000024263,0.005932800000017835
Trondheim/audio/10,,0.005586240000013731,0.006922080000016706,0.005100480000010066,0.0004857600000036655,0.004371840000011673,0.000598080000003165,0.00680064000001579,,0.008015040000017848,0.005586240000013731,0.006314880000012124,0.0004857600000036655,0.008015040000017848,0.005464800000012815
Trondheim/video,0.013133920000004906,0.010232240000005888,0.012965520000006947,0.011008560000002277,0.00687240000000422,0.009774080000003238,0.00687240000000422,0.01280488000000446,0.011912160000006722,0.015659040000006286,0.010232240000005888,0.010232240000005888,0.00687240000000422,0.015659040000006286,0.010079520000005004
Trondheim/video/01,,0.007349280000001457,0.00877007999999968,0.006787520000001379,0.0005033599999997307,0.011140719999998439,0.0005548800000028109,0.00868744000000099,,0.011430160000001521,0.007349280000001457,0.008589840000000848,0.0004969599999995467,0.011430160000001521,0.00722504000000157
Trondheim/video/02,,0.007147279999999867,0.008819279999999097,0.004507679999999681,0.0009095999999999549,0.004565279999999561,0.0006792000000022114,0.008667279999999167,,0.010187279999998466,0.007147279999999867,0.0087553600000021,0.0006339999999998014,0.010187279999998466,0.006995279999999937
Trondheim/video/03,,0.008439759999999907,0.010092799999998903,0.007001839999999149,0.0011916000000002924,0.005955280000000229,0.0008697600000004968,0.00963712000000072,,0.011498719999998741,0.008439759999999907,0.010171760000002195,0.0008699200000013008,0.011498719999998741,0.008306720000000212
Trondheim/video/04,,0.005623039999996138,0.006967679999995369,0.005134079999997709,0.0004889599999984284,0.004400639999996514,0.0005436799999998243,0.006845439999995762,,0.008067839999995385,0.005623039999996138,0.006356479999997333,0.0004889599999984284,0.008067839999995385,0.005500799999996531
Trondheim/video/05,,0.006940479999997251,0.008600159999996748,0.006336959999998726,0.0006035199999985252,0.005431679999997385,0.0006377600000035955,0.008449279999997117,,0.009958079999996983,0.006940479999997251,0.007845759999998592,0.0006035199999985252,0.009958079999996983,0.00678959999999762
Trondheim/video/06,,0.0055273600000163015,0.006849120000019582,0.005046720000009941,0.0004806400000063604,0.004325760000014611,0.0005651200000045264,0.006728960000017992,,0.007930560000019682,0.0055273600000163015,0.006248320000011631,0.0004806400000063604,0.007930560000019682,0.005407200000014711
Trondheim/video/07,,0.00633328000000688,0.007847760000007753,0.005782560000000103,0.0005507200000067769,0.004956480000007701,0.0005855999999937467,0.007710080000006059,,0.009086880000005237,0.00633328000000688,0.007159359999999282,0.0005507200000067769,0.009086880000005237,0.006195600000005186
Trondheim/video/08,,0.005689280000012786,0.007049760000015226,0.005194560000006732,0.0004947200000060548,0.00445248000001186,0.0004995200000053046,0.006926080000013712,,0.008162880000014638,0.005689280000012786,0.006431360000007658,0.0004947200000060548,0.008162880000014638,0.005565600000011273
Trondheim/video/09,,0.005829120000008459,0.0072230400000101724,0.005322240000005252,0.0005587200000007897,0.004308480000005943,0.000506880000003207,0.007096320000009371,,0.008363520000010283,0.005829120000008459,0.006589440000006164,0.0005587200000007897,0.008363520000010283,0.005702400000007657
Trondheim/video/10,,0.005685599999985413,0.007045199999982543,0.005191199999991625,0.0004943999999937887,0.004449599999986731,0.0005689599999953998,0.006921599999984096,,0.008157599999982779,0.005685599999985413,0.006427199999990307,0.0004943999999937887,0.008157599999982779,0.005561999999986966
