,C0,C4,C5,C7,C11,C14,C17,C20,C21,C22,C23,C25,C27
Trondheim/audio,0.009307840000005285,0.009744239999999849,0.007939040000003672,0.00752840000000532,0.007391520000005869,0.008760320000007482,0.009307840000005285,0.007939040000003672,0.009466800000001996,0.008760320000007482,0.009744239999999849,0.006296480000003157,0.010992720000000844
Trondheim/audio/01,0.010196159999999566,0.007699199999997575,0.008808959999999644,0.004577759999996545,0.004439039999997618,0.005156879999997699,0.010196159999999566,0.0072830400000007955,0.008670240000000717,0.005156879999997699,0.007699199999997575,0.003329279999995549,0.01005744000000064
Trondheim/audio/02,0.012642719999995222,0.009228959999997954,0.011125919999994238,0.007637279999997304,0.007485599999998982,0.006374319999999045,0.012642719999995222,0.009011759999999924,0.010528560000000908,0.006374319999999045,0.009228959999997954,0.005014559999995782,0.012339359999998578
Trondheim/audio/03,0.013971199999996742,0.010000240000003657,0.012454399999995758,0.008948639999999841,0.008814080000000502,0.007914960000000804,0.013971199999996742,0.009146319999999264,0.007688639999997804,0.007914960000000804,0.010000240000003657,0.006343039999997302,0.013667840000000098
Trondheim/audio/04,,0.006871040000021367,0.008744960000029778,0.005153280000016025,0.004997120000012956,0.003754320000005862,,0.007027200000024436,0.008588800000026708,0.003754320000005862,0.006871040000021367,0.003747840000016822,0.01015040000002898
Trondheim/audio/05,0.010153440000024716,0.006768960000016477,0.008615040000023555,0.005076720000012358,0.0049228800000094,0.00386191999999852,0.010153440000024716,0.006922800000019436,0.008461200000020597,0.00386191999999852,0.006768960000016477,0.0036921600000141552,0.009999600000021758
Trondheim/audio/06,,0.006786559999994779,0.008637439999994001,0.005089919999996084,0.004935679999995557,0.003906879999995283,,0.006940799999995306,0.008483199999993474,0.003906879999995283,0.006786559999994779,0.003701759999998444,0.010025599999991641
Trondheim/audio/07,,0.00618463999998653,0.007871359999981564,0.004638479999989897,0.004497919999991495,0.003539999999986776,,0.006325199999984932,0.007730799999983162,0.003539999999986776,0.00618463999998653,0.003373439999990069,0.009136399999981393
Trondheim/audio/08,,0.005945280000020148,,0.004458960000015111,0.004323840000012069,0.0032050400000045443,,0.0060804000000231895,0.007431600000025185,0.0032050400000045443,0.005945280000020148,0.0032428800000161573,0.00878280000002718
Trondheim/audio/09,,0.006152960000008534,0.007831040000013445,0.0046147200000064,0.004474880000003623,0.0032959199999993416,,0.006292800000011312,0.007691200000010667,0.0032959199999993416,0.006152960000008534,0.0033561600000098224,0.009089600000010023
Trondheim/audio/10,,0.006145919999994476,0.00782207999998974,0.004609439999995857,0.004469759999999212,0.003254880000000071,,0.0062855999999911205,0.007682399999993095,0.003254880000000071,0.006145919999994476,0.0033523199999905273,0.009079199999995069
Trondheim/video,0.00985728000000563,0.010175680000001464,0.008407680000004802,0.007972800000004554,0.007827840000004471,0.0092774400000053,0.00985728000000563,0.008407680000004802,0.009902400000003198,0.0092774400000053,0.010175680000001464,0.006668160000003809,0.011536160000002127
Trondheim/video/01,0.009941119999998804,0.0074815999999966465,0.008574719999998592,0.004509119999998035,0.004372479999998902,0.007056639999998282,0.009941119999998804,0.0070716799999992475,0.00843807999999946,0.007056639999998282,0.0074815999999966465,0.003279359999996956,0.009804479999999671
Trondheim/video/02,0.011953440000000981,0.008888479999997756,0.0105502400000006,0.007322880000000254,0.007182560000000393,0.004451519999998155,0.011953440000000981,0.008668000000001896,0.010071200000002278,0.004451519999998155,0.008888479999997756,0.00473039999999969,0.01167280000000126
Trondheim/video/03,0.013712639999997833,0.009512000000000853,0.012499839999998485,0.009710399999999453,0.00958911999999934,0.005707039999998997,0.013712639999997833,0.0058083199999980906,0.004355519999998947,0.005707039999998997,0.009512000000000853,0.00592415999999929,0.013470079999997608
Trondheim/video/04,,0.006856960000000356,0.00872704000000013,0.005142720000000267,0.004986880000000582,0.003614799999999363,,0.007012800000000041,0.008571200000000445,0.003614799999999363,0.006856960000000356,0.0037401599999995483,0.010129600000000849
Trondheim/video/05,,0.005793920000002117,,0.004345440000001588,0.004213760000002509,0.002878160000005181,,0.005925600000001197,0.007242400000002647,0.002878160000005181,0.005793920000002117,0.003160319999999217,0.008559200000004097
Trondheim/video/06,,0.006744319999995696,0.008583679999993876,0.005058239999996772,0.004904959999997516,0.0037343199999995136,,0.006897599999994952,0.00843039999999462,0.0037343199999995136,0.006744319999995696,0.0036787199999963605,0.009963199999994288
Trondheim/video/07,,0.005864320000000589,,0.004398240000000442,0.004264960000000428,0.003192640000001745,,0.0059976000000006024,0.007330400000000736,0.003192640000001745,0.005864320000000589,0.0031987200000003213,0.00866320000000087
Trondheim/video/08,,0.005793920000002117,,0.004345440000001588,0.004213760000002509,0.003062399999997467,,0.005925600000001197,0.007242400000002647,0.003062399999997467,0.005793920000002117,0.003160319999999217,0.008559200000004097
Trondheim/video/09,0.009863039999999046,0.006575359999999364,0.008368640000000482,0.004931519999999523,0.0047820799999982455,0.003378559999998032,0.009863039999999046,0.006724800000000641,0.008219199999999205,0.003378559999998032,0.006575359999999364,0.003586560000002237,0.009713599999997768
Trondheim/video/10,,0.006290240000012659,,0.004717680000009494,0.004574720000007915,0.003298240000006558,,0.006433200000014239,0.007862800000015824,0.003298240000006558,0.006290240000012659,0.0034310400000094887,0.009292400000017409
