,C0,C1,C3,C8,C11,C14,C18,C27
Trondheim/audio,0.0066892799999891395,0.051040799999995556,0.005156319999990444,0.00654991999999055,0.006485439999984521,0.05243439999999566,0.05243439999999566,0.00654991999999055
Trondheim/audio/01,0.00731727999999876,0.06171776000000406,0.0037209599999954435,0.007472319999997978,0.005627520000000885,0.06326816000000335,0.06326816000000335,0.007472319999997978
Trondheim/audio/02,0.008544719999999728,0.07366920000000832,0.004948399999996411,0.008699759999998946,0.006854960000001853,0.07492600000000849,0.07492600000000849,0.008699759999998946
Trondheim/audio/03,0.009891280000001501,0.08722456000000989,0.006294959999998184,0.010046320000000719,0.008201520000003626,0.08856296000001151,0.08856296000001151,0.010046320000000719
Trondheim/audio/04,0.0063536000000112836,0.03653320000000804,0.003465600000012614,0.00649800000001477,0.005054000000015435,0.03797720000000737,0.03797720000000737,0.00649800000001477
Trondheim/audio/05,0.006328959999990502,0.03639151999998802,0.0034521599999948194,0.006472799999990286,0.005034399999992445,0.03782991999998586,0.03782991999998586,0.006472799999990286
Trondheim/audio/06,0.00563904000000548,0.032424480000003086,0.0030758400000081565,0.005767200000008188,0.004485600000009526,0.03370608000000175,0.03370608000000175,0.005767200000008188
Trondheim/audio/07,0.006079040000003033,0.03495448000000323,0.0033158399999990706,0.00621720000000181,0.004835599999999829,0.03633608000000521,0.03633608000000521,0.00621720000000181
Trondheim/audio/08,0.005304639999991423,0.030501679999993314,0.0028934399999940297,0.005425199999990582,0.004219599999991885,0.03170727999999201,0.03170727999999201,0.005425199999990582
Trondheim/audio/09,0.006230399999992642,0.03582479999998611,0.0033983999999946946,0.006371999999991829,0.004955999999992855,0.037240799999985086,0.037240799999985086,0.006371999999991829
Trondheim/audio/10,0.005649599999998145,0.032485199999989334,0.003081600000001572,0.005777999999999395,0.004494000000001108,0.03376919999998762,0.03376919999998762,0.005777999999999395
Trondheim/video,0.006435840000001747,0.049998399999999776,0.004960960000001791,0.006301760000001266,0.006180480000004707,0.05133919999999925,0.05133919999999925,0.006301760000001266
Trondheim/video/01,0.007586079999999384,0.0613494399999972,0.003793919999999673,0.007634879999997679,0.0057619199999976445,0.06293023999999647,0.06293023999999647,0.007634879999997679
Trondheim/video/02,0.008934560000000147,0.07460191999999921,0.0051424000000004355,0.008983359999998441,0.007110399999998407,0.07597151999999951,0.07597151999999951,0.008983359999998441
Trondheim/video/03,0.010509199999999552,0.10424935999999896,0.006717039999999841,0.010557999999997847,0.008685039999997812,0.10580535999999974,0.10580535999999974,0.010557999999997847
Trondheim/video/04,0.006033279999996921,0.03469135999999651,0.0032908799999979976,0.00617039999999669,0.004799199999997228,0.03606255999999597,0.03606255999999597,0.00617039999999669
Trondheim/video/05,0.00588896000000716,0.03386152000000564,0.0032121600000039052,0.006022800000007322,0.004684400000005695,0.03519992000000727,0.03519992000000727,0.006022800000007322
Trondheim/video/06,0.005808000000001812,0.03339600000000331,0.00316800000000228,0.005940000000002499,0.004620000000002733,0.03471600000000308,0.03471600000000308,0.005940000000002499
Trondheim/video/07,0.006079039999988822,0.034954479999985466,0.003315839999991965,0.006217199999987599,0.004835599999989171,0.036336079999983895,0.036336079999983895,0.006217199999987599
Trondheim/video/08,0.005329279999997993,0.030643359999995567,0.0029068799999976136,0.005450399999997302,0.004239199999997112,0.03185455999999576,0.03185455999999576,0.005450399999997302
Trondheim/video/09,0.006698559999989584,0.038516719999989846,0.0036537599999917347,0.006850799999988055,0.005328399999989131,0.04003911999998877,0.04003911999998877,0.006850799999988055
Trondheim/video/10,0.005684799999997381,0.03268759999999915,0.0031007999999985714,0.005813999999997321,0.004521999999997917,0.033979599999998555,0.033979599999998555,0.005813999999997321
