,C0,C1,C2,C10,C13,C16,C20,C22,C24,C25,C27
Trondheim/audio,0.016528320000006147,0.01055976000000669,0.01484488000000539,0.013467520000006061,0.016902800000007545,0.016528320000006147,0.011937120000006018,0.016528320000006147,0.012090160000006733,0.013314480000005346,0.013008400000003917
Trondheim/audio/01,,0.0039536000000097715,,,0.007947520000001873,,0.005674559999999218,,0.005675519999996936,0.00835007999999604,0.00310463999999655
Trondheim/audio/02,,0.005278240000002654,,,0.011746079999998216,,0.00694295999999639,,0.007006879999991611,0.008064159999989329,0.004304079999997157
Trondheim/audio/03,,0.006776400000003235,,,0.01341703999999666,,0.00837439999999745,,0.009902399999994316,0.009911599999995246,0.0059208800000014605
Trondheim/audio/04,,0.003617600000026755,,,0.006079040000003033,,0.005038800000029653,,0.005168000000033146,0.0062016000000255644,0.0033158399999990706
Trondheim/audio/05,,0.003487680000020532,,,0.005702400000018315,,,,0.004982400000024256,0.005978880000014897,0.003110400000011282
Trondheim/audio/06,,0.004455359999994357,,,0.00633600000000456,,0.006205679999993663,,0.006364799999992954,0.007637759999994387,0.0034559999999999036
Trondheim/audio/07,,0.00447104000002696,,,0.005646080000019538,,0.006227520000031461,,0.006387200000034454,0.007664640000029976,0.0030796800000132407
Trondheim/audio/08,,0.004289599999992788,,,0.005628479999984393,,0.005974799999989955,,0.006127999999989697,0.007353599999987637,0.0030700799999863193
Trondheim/audio/09,,0.003928959999996096,,,0.005297600000005787,,0.005472479999994562,,0.005612799999994422,0.006735359999993307,0.0028896000000031563
Trondheim/audio/10,,0.004260479999985023,,,0.006730239999996002,,0.005934239999980662,,0.006086399999979619,0.007303679999978385,0.003671040000000403
Trondheim/video,0.015335999999997796,0.009797999999999973,0.013773999999997955,0.01249599999999873,0.015375439999997909,0.015335999999997796,0.011075999999999198,0.015335999999997796,0.011292160000001772,0.012353999999998422,0.012069999999997805
Trondheim/video/01,,0.003407039999995476,,,0.007632720000000148,,0.005825679999999167,,0.005361759999997773,0.006518079999997539,0.003179519999999769
Trondheim/video/02,,0.005453839999999488,,,0.00921272000000073,,0.007360719999999432,,0.008440159999999253,0.009692079999998882,0.00503792000000125
Trondheim/video/03,,0.006891360000000901,,,0.010529280000000085,,0.008713359999999781,,0.009886240000000157,0.011146719999999277,0.006354480000000606
Trondheim/video/04,,0.004410560000000174,,,0.008506079999998306,,0.006143279999999862,,0.006300799999999995,0.007560959999999284,0.002970239999996238
Trondheim/video/05,,0.004105920000007757,,,0.006652800000011894,,0.005718960000010043,,0.0058656000000105735,0.007038720000011267,0.0036288000000084253
Trondheim/video/06,,0.004430720000009103,,,0.006839360000000738,,0.006171360000010395,,0.006329600000011482,0.007595520000009515,0.0037305600000010486
Trondheim/video/07,,0.004419519999999011,,,0.005976959999998144,,0.006155759999998622,,0.006313599999998587,0.007576319999998304,0.0032601599999964037
Trondheim/video/08,,0.003534720000004654,,,0.005318720000005328,,0.0049233600000064826,,0.005049600000006649,0.0060595200000079785,0.002901120000004198
Trondheim/video/09,,0.0034361599999996884,,,0.0054172800000031884,,0.004786079999998805,,0.004908799999999047,0.005890559999997436,0.002954880000004323
Trondheim/video/10,,0.004379200000009575,,,0.00690975999999921,,0.006099600000009531,,0.0062560000000111415,0.007507200000006264,0.003768960000002153
