,C0,C3,C5,C8,C11,C15,C16,C18,C20,C26,C27
Trondheim/audio,0.06627967999999385,0.06768655999999496,0.039959599999992435,0.03517199999999221,0.03986159999999117,0.0786332799999947,0.03986159999999117,0.0786332799999947,0.043242319999990286,0.04167911999999063,0.035015679999993665
Trondheim/audio/01,,0.04814936000000358,0.009416399999999214,0.0006121600000028593,0.00915239999999784,0.059096080000003326,0.008514000000001687,0.059096080000003326,0.012667199999999212,0.011119199999999552,0.003715200000002028
Trondheim/audio/02,,0.06023576000000119,0.01059479999999624,0.0007626400000013689,0.011678799999994993,0.07118248000000094,0.009692399999998713,0.07118248000000094,0.013845599999996239,0.012297599999996578,0.004893599999999054
Trondheim/audio/03,,0.08920936000000523,0.011956399999998979,0.0009323200000004306,0.013040399999997732,0.08467608000000482,0.011054000000001452,0.08467608000000482,0.015207199999998977,0.013659199999999316,0.006255200000001793
Trondheim/audio/04,,0.03288095999999996,0.007620480000007035,0.0005497600000126113,0.007761600000009139,0.03034080000000472,0.007761600000009139,0.03034080000000472,0.010584000000008587,0.009172800000008863,0.0033868800000078636
Trondheim/audio/05,,0.03422304000000054,0.007931519999999637,0.0006076800000016647,0.008078400000002262,0.03157920000001013,0.008078400000002262,0.03157920000001013,0.011015999999997916,0.009547200000000089,0.0035251200000061544
Trondheim/audio/06,,0.036534400000000744,0.008467199999991237,0.0005100799999979699,0.008623999999990417,0.033712000000001296,0.008623999999990417,0.033712000000001296,0.011759999999988224,0.01019199999998932,0.0037631999999945265
Trondheim/audio/07,,0.03476359999999801,0.008056800000005637,0.0005328000000019983,0.008206000000008373,0.0320780000000056,0.008206000000008373,0.0320780000000056,0.01119000000000625,0.009698000000007312,0.0035808000000088214
Trondheim/audio/08,,0.028407359999995663,0.006583679999998537,0.0005580799999904684,0.0067055999999965366,0.026212799999989045,0.0067055999999965366,0.026212799999989045,0.009143999999999153,0.007924799999997845,0.002926079999994613
Trondheim/audio/09,,0.03200487999999524,0.0074174399999904495,0.0006310400000018035,0.007554799999986983,0.02953239999998658,0.007554799999986983,0.02953239999998658,0.010301999999988709,0.008928399999987846,0.0032966399999878604
Trondheim/audio/10,,0.030196800000013013,0.006998400000021832,0.0005110399999921356,0.007128000000022894,0.027864000000008105,0.007128000000022894,0.027864000000008105,0.009720000000029927,0.00842400000002641,0.003110400000011282
Trondheim/video,0.06739904000000152,0.06882968000000211,0.04054896000000596,0.03576600000000241,0.04055168000000542,0.07885184000000045,0.04053480000000498,0.07885184000000045,0.04388712000000794,0.04229752000000708,0.035607040000002144
Trondheim/video/01,,0.04784200000000105,0.009046160000002246,0.0005820800000009285,0.009132720000003758,0.05786415999999939,0.00804760000000293,0.05786415999999939,0.012118880000002719,0.010655680000002832,0.0035116800000025705
Trondheim/video/02,,0.06073680000000081,0.010320160000002687,0.0007140000000003255,0.01171232000000444,0.07075895999999915,0.009321600000003372,0.07075895999999915,0.01339288000000316,0.011929680000003273,0.004785680000003012
Trondheim/video/03,,0.08842624000000221,0.011627200000003057,0.0008385600000000437,0.01301936000000481,0.0838163999999999,0.010628640000003742,0.0838163999999999,0.01469992000000353,0.013236720000003643,0.006092720000003382
Trondheim/video/04,,0.03155751999999801,0.007313759999998837,0.00048736000000104696,0.007449199999998157,0.029119599999996026,0.007449199999998157,0.029119599999996026,0.010157999999998779,0.008803599999998468,0.003250559999997904
Trondheim/video/05,,0.036403919999997925,0.008436960000000937,0.0005635200000000395,0.008593199999999968,0.03359159999999406,0.008593199999999968,0.03359159999999406,0.011718000000001894,0.01015560000000093,0.003749759999998048
Trondheim/video/06,,0.0335706399999971,0.007780319999998397,0.0005744000000049709,0.007924399999996723,0.03097719999999171,0.007924399999996723,0.03097719999999171,0.010805999999998761,0.009365199999997742,0.0034579199999953403
Trondheim/video/07,,0.030122240000000744,0.006981120000006058,0.0005075199999993174,0.007110400000005512,0.027795199999996356,0.007110400000005512,0.027795199999996356,0.009696000000008809,0.00840320000000716,0.0031027200000011135
Trondheim/video/08,,0.03567695999999998,0.008268479999994582,0.0005865600000021232,0.008421599999994811,0.03292080000000297,0.008421599999994811,0.03292080000000297,0.011483999999992278,0.009952799999993545,0.0036748799999983817
Trondheim/video/09,,0.03377568000000508,0.007827840000004471,0.0006185600000065961,0.007972800000004554,0.03116640000000359,0.007972800000004554,0.03116640000000359,0.01087200000000621,0.009422400000005382,0.003479040000001987
Trondheim/video/10,,0.03370111999999281,0.007810559999988698,0.0006256000000064432,0.007955199999987173,0.031097599999991843,0.007955199999987173,0.031097599999991843,0.010847999999985092,0.009401599999986132,0.0034713599999918188
