,C0,C3,C5,C7,C9,C11,C15,C24,C25,C26,C29
Trondheim/audio,0.00653184000000806,0.00381024000000707,0.042760960000006065,0.00901264000001234,0.00353808000000555,0.0101926400000103,0.00666792000000882,0.005307120000008325,0.005171040000007565,0.005034960000006805,0.00680400000000958
Trondheim/audio/01,0.0059161600000017245,0.0005744000000049709,0.053740479999998314,0.008305920000005074,0.0005036799999942332,0.009568000000005128,0.0059266400000019814,0.004101760000004617,0.004259520000005068,0.004101760000004617,0.006084400000002432
Trondheim/audio/02,0.007311600000001306,0.0006962400000034563,0.0676783199999953,0.009668240000006989,0.0007547199999997645,0.01096344000000471,0.007322080000001563,0.005480640000005366,0.0056218400000069835,0.005480640000005366,0.007463280000003181
Trondheim/audio/03,0.008571360000001249,0.0008401600000027543,0.05036607999999987,0.010900320000004626,0.0008777599999980623,0.012223200000004653,0.008581840000001506,0.006726560000004156,0.006853920000004621,0.006726560000004156,0.008709200000001971
Trondheim/audio/04,,0.0006380799999874398,,0.006944879999984721,0.00048735999999394153,0.0080414399999853,0.005482799999988686,0.004264399999989621,0.005482799999988686,0.005604639999987171,0.005604639999987171
Trondheim/audio/05,,0.0005968000000109441,,0.007227599999993117,0.0005071999999870513,0.00836879999999951,0.005705999999996436,0.004437999999993281,0.005705999999996436,0.005832799999993199,0.005832799999993199
Trondheim/audio/06,,0.0005119999999863012,,0.011506560000000832,0.0005900799999949413,0.01283424000000366,0.009736320000001797,0.008261120000000233,0.006638399999999933,0.005163199999998369,0.009883840000000532
Trondheim/audio/07,,0.0005068799999889961,,0.008978640000002258,0.0006300800000076379,0.010396319999998127,0.007088400000000661,0.0055132000000028825,0.007088400000000661,0.0055132000000028825,0.00724592000000257
Trondheim/audio/08,,0.0004867199999978311,,0.007031520000019498,0.0004934400000138339,0.008141760000015097,0.005551200000013523,0.004317600000014465,0.005551200000013523,0.005674560000016982,0.005674560000016982
Trondheim/audio/09,,0.0004927999999893018,,0.009834239999989336,0.0005043200000045545,0.010968959999985373,0.008321279999989883,0.007060479999992708,0.005673599999994394,0.005799679999995533,0.008447359999991022
Trondheim/audio/10,,0.000614719999987301,,0.007596960000000763,0.0005331200000000536,0.008796480000000884,0.0059976000000006024,0.004664800000000469,0.0059976000000006024,0.006130880000000616,0.006130880000000616
Trondheim/video,0.006401279999998621,0.0037340799999974195,0.04129632000000072,0.008892320000001064,0.003467359999998365,0.01005552000000165,0.006534639999998149,0.005201039999997548,0.0050676799999980204,0.004934319999998493,0.006667999999997676
Trondheim/video/01,0.007069280000001399,0.0005699199999966709,0.04984880000000125,0.008402560000005721,0.0006300800000005324,0.009673600000004612,0.006245840000001834,0.004130880000005277,0.0042897600000060265,0.004130880000005277,0.006404720000002584
Trondheim/video/02,0.008575360000000032,0.0006982399999966304,0.06251728000000334,0.009893600000003389,0.0007588800000011275,0.011179680000003245,0.007751920000000467,0.005629440000003427,0.005780800000003694,0.005629440000003427,0.007903280000000734
Trondheim/video/03,0.00981615999999974,0.0008295999999958781,0.10240176000000112,0.01108480000000256,0.0009110400000018615,0.012420480000002954,0.008992720000000176,0.006845440000002867,0.006972000000002865,0.006845440000002867,0.009119280000000174
Trondheim/video/04,0.006395840000003261,0.0006067200000003936,0.03396480000000146,0.00792528000000381,0.0005561600000021372,0.009176640000003289,0.006256800000002727,0.004866400000002713,0.005005440000003247,0.004866400000002713,0.006395840000003261
Trondheim/video/05,,0.0006288000000012062,,0.008550000000010272,0.0006000000000057071,0.009900000000008902,0.006750000000007361,0.005250000000007304,0.005400000000008731,0.005250000000007304,0.006900000000008788
Trondheim/video/06,,0.000506880000003207,,0.010383360000002284,0.0005324800000039431,0.011581440000000498,0.008785920000001113,0.007454720000001913,0.005990400000001728,0.0061235200000027135,0.008919040000002099
Trondheim/video/07,,0.0006307200000037483,,0.006044159999987642,0.0006364799999971638,0.007177439999988877,0.004533119999990731,0.0032739199999909374,0.004281279999993615,0.003022079999993821,0.0046590399999892895
Trondheim/video/08,,0.00056415999999615,,0.012099360000000559,0.0006204799999949273,0.013495440000003356,0.010237920000001566,0.008686720000000037,0.006980399999999776,0.0054291999999982465,0.010393040000000298
Trondheim/video/09,0.007223840000001758,0.0006067199999932882,0.032731839999993184,0.00895128000000156,0.0006281600000050958,0.010364639999998815,0.007066800000000484,0.005496400000001955,0.005653440000003229,0.005496400000001955,0.007223840000001758
Trondheim/video/10,0.006344319999996628,0.0005792000000042208,0.032331519999999614,0.007861439999995667,0.0005516800000009425,0.009102719999994235,0.006206399999996393,0.004827199999997589,0.004965119999997825,0.004827199999997589,0.006344319999996628
