,C0,C5,C10,C11,C14,C17,C18,C21,C24,C26,C27,C29
Trondheim/audio,0.005848319999984142,0.004629919999985077,0.004508079999986592,0.007897279999987461,0.008876639999982672,0.003289679999987527,0.044309279999996676,0.007749039999985996,0.01016943999998432,0.041872479999998546,0.008876639999982672,0.0031678399999890416
Trondheim/audio/01,0.006996480000001526,0.005623040000003243,0.004023680000003083,0.008079360000007085,,0.0005823999999989837,,0.00820864000000654,0.009909600000003849,,,0.0006038399999965804
Trondheim/audio/02,0.00856736000000069,0.005802880000000954,0.005619840000001375,0.009903040000004637,0.011375040000004333,0.0007548800000058975,,0.01005760000000322,0.012920640000004369,0.06548584000001512,0.011375040000004333,0.0007244799999952534
Trondheim/audio/03,0.009868320000002484,0.007030880000002071,0.006898560000003329,0.011113920000006772,0.012676000000006127,0.0008929600000051607,,0.008354080000003705,0.014221600000006163,0.09473896000001858,0.012676000000006127,0.0008455999999945618
Trondheim/audio/04,0.006359039999978222,0.004976639999981103,0.00304127999999082,0.00608255999998164,0.00912383999997246,0.0006057600000133334,,0.006220799999979931,0.008709119999977588,,0.00912383999997246,0.0004934400000138339
Trondheim/audio/05,0.00517439999999425,0.0036959999999908177,0.003252480000000446,0.006504960000000892,0.008131200000001115,0.0006115200000067489,,0.006652799999997683,0.009313920000010967,,0.008131200000001115,0.0005023999999878015
Trondheim/audio/06,0.005560479999985546,0.004351679999984981,0.0026593599999955586,0.0066483999999888965,0.007978079999986676,0.0005942399999980807,,0.006769279999986111,0.007615439999995033,,0.007978079999986676,0.0005142400000011094
Trondheim/audio/07,0.004942000000013991,0.0035300000000120235,0.00310640000000717,0.00621280000001434,0.007766000000017925,0.0005484799999919687,,0.006354000000015958,0.008895600000016657,,0.007766000000017925,0.00049504000000411
Trondheim/audio/08,0.005865920000005076,0.004590720000003046,0.0028054400000030455,0.007013600000007614,,0.0005900799999949413,,0.007141120000007106,0.008033760000010659,,,0.0005430399999966085
Trondheim/audio/09,,,,,,0.00048480000000949985,,,,,,0.0005168000000139727
Trondheim/audio/10,0.005777599999973404,0.004521599999975479,0.0027631999999897516,0.006907999999974379,,0.0005526399999951082,,0.0070335999999713295,0.007912799999978404,,,0.0005910399999891069
Trondheim/video,0.006309120000004498,0.004994720000004449,0.004863280000003911,0.008216960000003937,0.010796400000003814,0.0035488800000038623,0.04468048000000202,0.008088240000004632,0.010909120000006212,0.04205168000000192,0.010796400000003814,0.0034174400000033245
Trondheim/video/01,0.007041600000000869,0.00432432000000027,0.004183519999999774,0.008066160000000266,,0.0005801599999983864,,0.008206960000000763,,,,0.0005135999999978935
Trondheim/video/02,0.00826392000000098,0.005512879999999498,0.005388959999999443,0.009288480000000376,,0.0007719199999982607,,0.009429280000000873,0.011730640000001458,,,0.0007175200000002491
Trondheim/video/03,0.010540160000001464,0.00930656000000063,0.0066214399999999785,0.011650400000002392,0.011718880000001874,0.0009328000000010661,,0.010540160000001464,0.012963680000002142,0.08110495999999756,0.011718880000001874,0.0008518400000010473
Trondheim/video/04,,0.005553119999998302,0.004104479999998745,0.0078467999999976,,0.0004828799999998523,,0.007967519999997563,0.008812559999997305,,,0.0005939200000000255
Trondheim/video/05,0.00709872000000189,0.005555520000001479,0.003395040000000904,0.00848760000000226,,0.00054912000000229,,0.008641920000002301,0.009722160000002589,,,0.0005593599999969001
Trondheim/video/06,0.007217279999995441,0.005928479999994352,0.004381919999996597,0.008377199999998197,0.009794879999997619,0.0005155199999933302,,0.00850607999999653,0.009408240000002621,,0.009794879999997619,0.0006316799999979139
Trondheim/video/07,0.00654303999998973,0.005120639999990573,0.0031292799999960152,0.007823199999990038,0.009387839999988046,0.0005900799999949413,,0.007965439999988888,0.008961119999991496,,0.009387839999988046,0.0005417600000043876
Trondheim/video/08,0.006108799999999803,0.004780799999998919,0.0029216000000005238,0.0073040000000013094,0.008764800000001571,0.0005699200000037763,,0.007436800000000687,0.008366400000003438,,0.008764800000001571,0.0006390399999958163
Trondheim/video/09,,0.005835519999990879,0.004097279999996317,0.006828799999993862,,0.0005376000000012482,,0.0069529599999924585,0.009187839999995617,,,0.000496639999994386
Trondheim/video/10,0.006152960000001428,0.004815360000002045,0.0029427200000000653,0.007356800000000163,,0.0006374400000055402,,0.007490560000000812,0.008426879999998249,,,0.0006022400000063044
