,C0,C2,C6,C9,C15,C17,C21,C22
Trondheim/audio,0.0006089599999938855,0.008170559999996385,0.04624551999999227,0.003805999999990206,0.009779359999992465,0.004857279999995967,0.009779359999992465,0.05081271999998904
Trondheim/audio/01,0.00060320000000047,0.00906816000000532,0.06071512000000112,0.0004918399999951362,0.010676960000001401,0.005754880000004903,0.010676960000001401,0.06523912000000465
Trondheim/audio/02,0.0007799199999993789,0.010647440000006725,0.07644960000000012,0.0007610400000004347,0.012362080000009712,0.007334160000006307,0.012362080000009712,0.08116800000000524
Trondheim/audio/03,0.0009235200000006216,0.012069760000009921,0.12205192000000054,0.0009140800000011495,0.013784400000012909,0.011765280000012979,0.013784400000012909,0.12635992000000584
Trondheim/audio/04,0.0005391999999915242,0.006065999999989913,0.03127359999999868,0.003369999999989659,0.007548799999987921,0.003369999999989659,0.007548799999987921,0.03531759999999906
Trondheim/audio/05,0.0006108800000106385,0.006872400000005996,0.035431040000005964,0.0005023999999878015,0.00855232000000683,0.003818000000009647,0.00855232000000683,0.04001264000000049
Trondheim/audio/06,0.0005449600000133614,0.0061308000000082075,0.03160768000000047,0.0034060000000124546,0.007629440000009424,0.0034060000000124546,0.007629440000009424,0.0356948799999941
Trondheim/audio/07,0.0006371199999932742,0.007167599999981178,0.036952959999993595,0.0005347199999903296,0.008919679999976893,0.003981999999986385,0.008919679999976893,0.041731359999985784
Trondheim/audio/08,0.0005676799999889681,0.006386399999989578,0.03292543999999964,0.003547999999987894,0.007947519999987662,0.003547999999987894,0.007947519999987662,0.037183040000002165
Trondheim/audio/09,0.0006047999999907461,0.0068039999999811585,0.03507839999999618,0.0037799999999847955,0.008467199999977026,0.0037799999999847955,0.008467199999977026,0.039614399999990724
Trondheim/audio/10,0.0006281599999908849,0.00706679999998272,0.03643327999999002,0.00053535999998644,0.00879423999997897,0.003925999999985663,0.00879423999997897,0.041144479999985606
Trondheim/video,0.000567680000003179,0.007390080000003962,0.04608016000000248,0.0035480000000056577,0.008866080000005994,0.004446240000003598,0.008866080000005994,0.050337760000005005
Trondheim/video/01,0.00052960000000013,0.008136880000000346,0.058742959999998234,0.0005772800000016787,0.009612880000002377,0.005193039999999982,0.009612880000002377,0.06271495999999921
Trondheim/video/02,0.0006593600000002198,0.009431839999999525,0.07171631999999839,0.0007807999999975834,0.010907840000001556,0.006487999999999161,0.010907840000001556,0.07560911999999576
Trondheim/video/03,0.0008071199999992729,0.010800719999998876,0.08534679999999817,0.0009391199999981836,0.012276720000000907,0.010516879999997286,0.012276720000000907,0.08943399999999713
Trondheim/video/04,0.0005190400000003592,0.005839199999996936,0.030104319999997742,0.00031231999999903337,0.007266559999996147,0.0032439999999986924,0.007266559999996147,0.03399711999999511
Trondheim/video/05,0.0004825599999946917,0.005428799999997125,0.02798847999999765,0.0030159999999952447,0.006755839999996738,0.0030159999999952447,0.006755839999996738,0.03160768000000047
Trondheim/video/06,0.0004886400000003732,0.005497200000004199,0.02834112000000033,0.0030540000000023326,0.006840960000005225,0.0030540000000023326,0.006840960000005225,0.03200592000000313
Trondheim/video/07,0.0005344000000064852,0.006012000000001905,0.030995199999996004,0.0033400000000050056,0.0074816000000019756,0.0033400000000050056,0.0074816000000019756,0.03500319999999135
Trondheim/video/08,0.0005868800000001784,0.006602400000002007,0.03403904000000324,0.0005788800000061656,0.008216320000002497,0.003668000000001115,0.008216320000002497,0.03844064000000458
Trondheim/video/09,0.0006079999999997199,0.006839999999996849,0.035263999999997964,0.0005203200000067909,0.008511999999996078,0.0037999999999982492,0.008511999999996078,0.03982399999999586
Trondheim/video/10,0.0005475199999978031,0.0061596000000037066,0.03175616000000048,0.00342200000000048,0.0076652800000047705,0.00342200000000048,0.0076652800000047705,0.03586256000000532
