,C0,C1,C2,C7,C8,C10,C11,C14,C15,C20,C21,C22,C23,C24,C28
Trondheim/audio,0.0012639999999919382,0.05351199999999423,0.005445999999995621,0.005603999999994613,0.008470399999996658,0.008470399999996658,0.005445999999995621,0.05193199999999365,0.005287999999996629,,0.001105999999992946,0.0051299999999976365,,0.008470399999996658,
Trondheim/audio/01,,0.06718959999999896,0.005819200000004798,0.005968800000005103,0.008843600000005836,0.008843600000005836,0.005819200000004798,0.06569359999999946,0.005669600000004493,,0.0008976000000018303,,,0.008852000000004523,
Trondheim/audio/02,0.007288880000004383,0.07996192000000235,0.007098240000004807,0.007229760000004859,0.010122640000005845,0.010122640000005845,0.007098240000004807,0.07864672000000184,0.006966720000004756,,0.0010291200000018819,0.005692080000002875,,0.010149120000004785,
Trondheim/audio/03,0.0013669599999914794,0.09596952000000414,0.008696640000003697,0.008851760000002429,0.011721040000004734,0.011721040000004734,0.008696640000003697,0.09441832000000261,0.008541520000004965,0.010402960000003958,0.0012118399999927476,0.005057920000005822,0.017986320000009215,0.011723920000004995,0.016435120000007686
Trondheim/audio/04,,0.03507840000001039,0.0034800000000032583,0.00361920000000282,0.004872000000005983,0.004872000000005983,0.0034800000000032583,0.033686400000007666,0.0033408000000036964,,0.0008351999999973714,,,0.004872000000005983,
Trondheim/audio/05,0.0010444000000191522,0.03759839999999315,0.0037300000000115574,0.0038792000000142934,0.005222000000010496,0.005222000000010496,0.0037300000000115574,0.03610639999999421,0.0035808000000088214,,0.0008952000000164162,0.004016640000003235,,0.005222000000010496,
Trondheim/audio/06,,0.035784000000013805,0.00354999999998995,0.003691999999986706,0.0049699999999930355,0.0049699999999930355,0.00354999999998995,0.03436400000001072,0.0034079999999931943,,0.000851999999980535,,,0.0049699999999930355,
Trondheim/audio/07,0.001086960000009185,0.03913056000000381,0.003882000000004382,0.004037280000005694,0.0054348000000032926,0.0054348000000032926,0.003882000000004382,0.0375777600000049,0.00372672000000307,,0.0009316800000078729,0.0039040000000056807,,0.0054348000000032926,
Trondheim/audio/08,0.001108799999975929,0.0399167999999932,0.0039599999999850866,0.004118399999981648,0.005543999999986227,0.005543999999986227,0.0039599999999850866,0.03833279999999206,0.0038015999999885253,,0.0009503999999793677,0.004131839999985232,,0.005543999999986227,
Trondheim/audio/09,,0.03259871999999575,0.0032340000000061764,0.003363360000008697,0.004527600000002963,0.004527600000002963,0.0032340000000061764,0.031305119999998965,0.0031046400000036556,,0.0007761600000151248,,,0.004527600000002963,
Trondheim/audio/10,,0.03465503999998987,0.003438000000009822,0.0035755200000124887,0.004813200000008067,0.004813200000008067,0.003438000000009822,0.03327983999999162,0.0033004800000071555,,0.0008251200000159997,,,0.004813200000008067,
Trondheim/video,0.0011635200000057466,0.051471360000004296,0.005234400000004413,0.005379840000005132,0.0068918400000050895,0.0068918400000050895,0.005234400000004413,0.05001696000000422,0.005088960000003695,,0.0010180800000050283,0.004943520000002977,,0.0068918400000050895,
Trondheim/video/01,0.0011188800000017096,0.06673967999999952,0.005843519999999103,0.006003359999999347,0.007500959999999779,0.007500959999999779,0.005843519999999103,0.06514127999999886,0.0056836799999988585,,0.0009590400000014654,0.005266959999996601,,0.007486560000000253,
Trondheim/video/02,0.0012700800000011725,0.0816782399999969,0.007338239999997498,0.007489439999996961,0.008995679999998174,0.008995679999998174,0.007338239999997498,0.08016623999999695,0.007187039999998035,,0.0011102400000009283,0.006487839999996581,,0.00898991999999943,
Trondheim/video/03,0.0014027200000015227,0.10967247999999685,0.01013951999999918,0.01027215999999953,0.011611359999999848,0.011611359999999848,0.01013951999999918,0.1083460799999969,0.01000687999999883,,0.0012428800000012785,0.004502639999998337,,0.011624160000000217,
Trondheim/video/04,0.0010847199999979296,0.039049920000003624,0.003873999999999711,0.004028959999999415,0.005423600000000306,0.005423600000000306,0.003873999999999711,0.03750032000000303,0.003719040000000007,,0.0009297599999982253,0.004958720000001193,,0.005423600000000306,
Trondheim/video/05,0.0010107999999995343,0.036388799999997445,0.0036099999999983368,0.0037543999999982702,0.0050539999999976715,0.0050539999999976715,0.0036099999999983368,0.03494479999999811,0.0034655999999984033,,0.0008663999999996008,0.004620799999997871,,0.0050539999999976715,
Trondheim/video/06,0.001002400000000847,0.03608640000000918,0.003580000000003025,0.003723200000003146,0.005012000000004235,0.005012000000004235,0.003580000000003025,0.03465440000000797,0.003436800000002904,,0.000859200000000726,0.004090880000003239,,0.005012000000004235,
Trondheim/video/07,,0.03382847999999683,0.0033560000000036894,0.003490240000004974,0.004698400000002323,0.004698400000002323,0.0033560000000036894,0.032486079999998196,0.003221760000002405,,0.0008054400000077067,,,0.004698400000002323,
Trondheim/video/08,,0.030683520000000186,0.0030439999999956058,0.0031657599999945774,0.00426159999999598,0.00426159999999598,0.0030439999999956058,0.029465919999999812,0.002922239999996634,,0.0007305599999938295,,,0.00426159999999598,
Trondheim/video/09,0.0010572799999906124,0.03806208000000311,0.0037759999999948946,0.0039270399999935535,0.0052863999999956945,0.0052863999999956945,0.0037759999999948946,0.03655168000000231,0.0036249599999962356,,0.0009062399999919535,0.004331520000008027,,0.0052863999999956945,
Trondheim/video/10,,0.03475583999999188,0.0034479999999987854,0.003585919999999021,0.004827199999997589,0.004827199999997589,0.0034479999999987854,0.033376639999993074,0.0033100799999985497,,0.0008275200000014138,,,0.004827199999997589,
