,C0,C1,C3,C12,C17,C18,C19,C22,C27,C29
Trondheim/audio,0.005978880000000686,0.006103440000000404,0.004733279999999951,0.005879759999992018,0.0032385599999997794,0.005978880000000686,0.004484160000000514,0.005978880000000686,0.0032385599999997794,0.005854320000000968
Trondheim/audio/01,0.006649039999995665,0.006294799999999157,0.003970319999996974,0.006524479999995947,0.0005289599999969141,0.006032400000002269,0.0005459199999933162,0.006032400000002269,0.0005382399999973586,0.006531119999994672
Trondheim/audio/02,0.007880959999997827,0.008004879999997883,0.005187680000002359,0.007756399999998109,0.0006680799999969622,0.007880959999997827,0.0007416000000013412,0.007880959999997827,0.0006692799999967747,0.007755759999998446
Trondheim/audio/03,0.009443999999994901,0.009597359999993671,0.006809599999996863,0.009319439999995183,0.0009331199999955686,0.009443999999994901,0.0008763199999997084,0.009443999999994901,0.0009331199999955686,0.009348239999994234
Trondheim/audio/04,,,,,0.0005660799999986921,,0.0005004799999994702,,0.0005660799999986921,
Trondheim/audio/05,,,,,0.0005097599999999147,,0.0005177600000081384,,0.0005097599999999147,
Trondheim/audio/06,,0.029083600000021192,0.028959840000020165,0.007920640000023127,0.00049504000000411,0.029331120000023247,0.0006153600000118331,0.029331120000023247,0.00049504000000411,0.0077968800000220995
Trondheim/audio/07,,,,,0.000560960000001387,,0.0005305599999871902,,0.000560960000001387,
Trondheim/audio/08,,0.02859480000000758,0.028473120000008123,0.00778752000000793,0.0004867199999978311,0.028838160000006496,0.0005219200000112778,0.028838160000006496,0.0004867199999978311,0.0076658400000084725
Trondheim/audio/09,,0.028463200000018674,0.028342080000015812,0.007751680000012584,0.00048448000001144464,0.028705440000024396,0.0005955199999903016,0.028705440000024396,0.00048448000001144464,0.007630560000009723
Trondheim/audio/10,0.010770080000007454,0.010899840000007543,0.009472480000006556,0.008304640000005747,0.0005190400000003592,0.010770080000007454,0.0006262400000025536,0.010770080000007454,0.0005190400000003592,0.008174880000005658
Trondheim/video,0.006236159999993163,0.00636607999999228,0.004936959999993107,0.006130239999992071,0.003377919999994816,0.006236159999993163,0.004677119999994872,0.006236159999993163,0.003377919999994816,0.0061487999999911835
Trondheim/video/01,0.007199999999999207,0.007358719999999153,0.004414400000001706,0.00707008000000009,0.0005343999999993798,0.007199999999999207,0.0005033600000032834,0.007199999999999207,0.0005481600000010189,0.007098880000000918
Trondheim/video/02,0.008466879999998511,0.008596479999997797,0.0056230399999996905,0.008336959999999394,0.000695520000002503,0.008466879999998511,0.0006359199999987908,0.008466879999998511,0.0008222400000015284,0.008336639999999562
Trondheim/video/03,0.009879039999999506,0.010019200000000339,0.00705632000000378,0.009749120000000389,0.0008465600000029383,0.009879039999999506,0.0007746400000012699,0.009879039999999506,0.00111552000000259,0.009759360000002104
Trondheim/video/04,,0.02961000000000169,0.029484000000001842,0.00806400000000096,0.0005039999999993938,0.029862000000001387,0.0005404799999979559,0.029862000000001387,0.0005039999999993938,0.00793800000000111
Trondheim/video/05,,,,,0.0005827199999970389,,0.0004943999999937887,,0.0005827199999970389,
Trondheim/video/06,,0.02938440000000142,0.029259360000001067,0.008002560000001324,0.000500160000001415,0.029634480000002128,0.0005686399999973446,0.029634480000002128,0.000500160000001415,0.00787752000000097
Trondheim/video/07,,,,,0.0005750400000010814,,0.0005584000000027345,,0.0005750400000010814,
Trondheim/video/08,,0.028481999999989682,0.02836079999999086,0.007756799999988573,0.000484799999995289,0.028724399999987327,0.000518720000002304,0.028724399999987327,0.000484799999995289,0.007635599999989751
Trondheim/video/09,,,,,0.0005625600000058739,,0.0005910400000033178,,0.0005625600000058739,
Trondheim/video/10,,0.030174000000002366,0.030045600000001116,0.008217599999994718,0.000513600000004999,0.030430800000004865,0.0005433599999946637,0.030430800000004865,0.000513600000004999,0.008089199999993468
