,C0,C3,C5,C7,C13,C15,C17,C18,C24,C25
Trondheim/audio,0.010395680000009122,0.006890160000008194,0.008340720000010293,0.006890160000008194,0.007736320000006458,0.007011040000008961,0.04170103999999952,0.007857200000007225,0.00906600000000779,0.00809896000000876
Trondheim/audio/01,,0.0005359999999967613,0.0066760000000058994,0.0005470400000007203,0.005847520000006767,0.003519360000012739,0.048240479999989816,0.005080640000002745,0.0074742400000005205,0.004154319999997824
Trondheim/audio/02,,0.0006920800000038696,0.008363920000004299,0.0008205600000010804,0.007376240000006362,0.005255040000008648,0.06338439999998968,0.007966160000002276,0.008363920000004299,0.00558335999999926
Trondheim/audio/03,,0.0009026399999996215,0.00970512000000312,0.0011173600000020656,0.008717440000005183,0.006580640000006355,0.09206479999998862,0.009307360000001097,0.00970512000000312,0.0067659999999989395
Trondheim/audio/04,,0.0004857600000036655,0.006436799999974596,0.0004857600000036655,0.003681279999995013,0.003432959999983609,0.030610559999992404,0.006007679999981974,0.007438079999978697,0.005006399999977873
Trondheim/audio/05,,0.00048223999999663647,0.0062999999999959755,0.00048223999999663647,0.0036887199999995346,0.0033600000000006958,0.029960000000009757,0.0058799999999905594,0.007279999999987297,0.004899999999999238
Trondheim/audio/06,,0.0005161599999894406,0.00710279999999841,0.0005161599999894406,0.0043440799999956425,0.003788159999999152,0.03377775999999244,0.006629279999998516,0.008207679999998163,0.003333440000005794
Trondheim/audio/07,,0.0005238399999996091,0.005691599999998687,0.0005238399999996091,0.003329120000003627,0.0030355199999974047,0.027066719999993438,0.005312160000002564,0.006576960000003851,0.003183840000005489
Trondheim/audio/08,,0.0004803200000083052,0.006699599999976158,0.0004803200000083052,0.004076719999993372,0.003573119999984442,0.03186031999998562,0.006252959999983432,0.007741759999980502,0.005210799999979088
Trondheim/audio/09,,0.0004972799999904964,0.006512400000012519,0.0004972799999904964,0.0037720000000049936,0.0034732800000085717,0.03097008000000301,0.006078240000007895,0.007525440000009098,0.0029638399999925014
Trondheim/audio/10,,0.00048096000000441563,0.005565600000011273,0.00048096000000441563,0.0033380800000060162,0.002968320000007907,0.02646752000001129,0.005194560000006732,0.006431360000007658,0.004328800000010347
Trondheim/video,0.01371183999999559,0.009088079999994392,0.011001359999992744,0.009088079999994392,0.010204159999997131,0.009247519999993514,0.05290951999999649,0.010363599999996254,0.01195799999999636,0.010682479999994499
Trondheim/video/01,,0.0004825600000017971,0.007756320000002148,0.00048544000000205756,0.00555759999999772,0.004097599999997925,0.05942016000000372,0.0045482400000018686,0.0067706400000027145,0.003986400000000501
Trondheim/video/02,,0.0006089600000027673,0.00937264000000404,0.0007281600000030863,0.006784319999997734,0.005719680000002114,0.0753740800000049,0.007279360000005397,0.00937264000000404,0.005156319999999326
Trondheim/video/03,,0.0008161599999976232,0.0108912800000045,0.0009936000000028145,0.008272239999998376,0.0072313600000022404,0.12183112000000662,0.008798000000005857,0.0108912800000045,0.006572240000000562
Trondheim/video/04,,0.0005273599999995326,0.006285439999995646,0.0005273599999995326,0.003529359999996373,0.003279359999996956,0.02924095999999743,0.005738879999999114,0.0071052799999993255,0.004782399999996301
Trondheim/video/05,,0.0004844799999972338,0.005766559999983656,0.0004844799999972338,0.0030319999999939284,0.003008639999990237,0.026827039999993474,0.00526511999999002,0.0065187199999883205,0.004387599999986946
Trondheim/video/06,,0.0005171199999978171,0.006713999999991671,0.0005171199999978171,0.00364879999999701,0.0035807999999946105,0.03192879999999576,0.006266399999994121,0.00775839999999306,0.0052219999999927325
Trondheim/video/07,,0.0005651200000045264,0.0066096000000008814,0.0005651200000045264,0.0036502400000024693,0.003525119999999049,0.03143231999999685,0.006168960000003665,0.007637760000005045,0.005140799999999501
Trondheim/video/08,,0.00048096000000441563,0.006336960000012937,0.00048096000000441563,0.0035836800000019764,0.0033062400000076764,0.029480640000006275,0.005785920000008105,0.007163520000009527,0.0048216000000103065
Trondheim/video/09,,0.0005263999999982616,0.006307520000014222,0.0005263999999982616,0.003640640000000417,0.0032908800000086558,0.029343680000010863,0.005759040000008042,0.00713024000000928,0.004799200000011439
Trondheim/video/10,,0.0006015999999959831,0.006053599999994219,0.0006015999999959831,0.003138399999997432,0.003158399999996675,0.028162399999995813,0.005527199999995958,0.006843199999995164,0.004605999999995447
