,C0,C1,C3,C4,C11,C12,C15,C16,C19,C21,C24,C26,C28
Trondheim/audio,0.04329215999998581,0.028795599999988042,0.024953119999988616,0.06519807999999472,0.02525375999998758,0.06369487999999635,0.031044079999986707,0.04990623999999855,0.026756959999985952,0.028629839999990025,0.06219167999999797,0.04990623999999855,0.031044079999986707
Trondheim/audio/01,0.07895559999999335,0.008902079999998591,0.005934719999999061,,0.008767199999997644,,0.010115999999996461,0.04197303999999846,0.010115999999996461,0.012813599999994096,0.05071112000000966,0.04197303999999846,0.010115999999996461
Trondheim/audio/02,0.0923062399999921,0.010233199999991172,0.007268559999996427,,0.01010103999999501,,0.011449839999993827,0.06817519999999888,0.011449839999993827,0.011571119999995716,0.0640617600000084,0.06817519999999888,0.011449839999993827
Trondheim/audio/03,0.0811542400000036,0.011576720000000762,0.008610799999999585,,0.011443279999998168,,0.012792079999996986,0.055634239999999835,0.012792079999996986,0.012947759999995867,0.07747840000001105,0.055634239999999835,0.012792079999996986
Trondheim/audio/04,,0.010301279999978874,0.006867519999985916,0.034465920000009476,0.008896559999975295,0.0317918400000039,0.011705999999982453,,0.010457359999975324,,0.033557199999982856,,0.011705999999982453
Trondheim/audio/05,,0.010327679999988959,0.006885119999992639,0.03296256000000852,0.008919359999993048,0.030405120000018826,0.01173599999998487,,,,0.033643200000000206,,0.01173599999998487
Trondheim/audio/06,,0.009794399999989878,0.006529599999993252,,0.009645999999989385,,0.011129999999987206,,0.011129999999987206,,0.031905999999999324,,0.011129999999987206
Trondheim/audio/07,,0.009181920000003174,0.006121280000002116,,0.009042800000003126,,0.010434000000003607,,,,0.02991079999999613,,0.010434000000003607
Trondheim/audio/08,,0.008374080000010053,0.005582720000006702,,0.008247200000006671,,0.009516000000004965,,,,0.027279200000009496,,0.009516000000004965
Trondheim/audio/09,,0.007972799999976132,0.005315199999984088,,0.007851999999978432,,0.009059999999976753,,,,0.025971999999981676,,0.009059999999976753
Trondheim/audio/10,,0.009456480000039846,0.006304320000026564,,0.009313200000036659,,0.010746000000040112,,,,0.030805200000017408,,0.010746000000040112
Trondheim/video,0.044305919999988674,0.02953207999998675,0.025537439999991918,0.06716895999999295,0.02584511999999073,0.06563055999999357,0.03181711999998882,0.051074879999994494,0.027383519999990114,0.029366879999987106,0.06409215999999418,0.051074879999994494,0.03181711999998882
Trondheim/video/01,,0.00940367999999836,0.006269119999998907,,0.009261199999999192,,0.010685999999999751,,0.010685999999999751,,0.052791360000002285,,0.010685999999999751
Trondheim/video/02,0.07922848000000293,0.010679759999998595,0.007568079999998645,,0.01056015999999893,,0.01198495999999949,0.058891599999999045,0.01198495999999949,0.012013039999997588,0.06588392000000276,0.058891599999999045,0.01198495999999949
Trondheim/video/03,0.08645239999999887,0.012388480000002033,0.009169440000000861,,0.012242160000001334,,0.013705360000001221,0.07230839999999894,0.013705360000001221,0.01385168000000192,0.08053120000000469,0.07230839999999894,0.013705360000001221
Trondheim/video/04,,0.009952799999997097,0.006635199999998065,,0.00980199999999698,,0.011309999999996379,,,,0.03242199999999862,,0.011309999999996379
Trondheim/video/05,,0.009968639999996753,0.006645759999997836,0.028823679999998575,0.008609279999994612,0.026587360000004168,0.011327999999998895,,,,0.032473599999995884,,0.011327999999998895
Trondheim/video/06,,0.009546239999984607,0.006364159999989738,,0.009401599999986132,,0.010847999999985092,,,,0.031097599999991843,,0.010847999999985092
Trondheim/video/07,,0.009213600000002486,0.006142400000001658,,0.009074000000001803,,0.010470000000001534,,,,0.03001400000000487,,0.010470000000001534
Trondheim/video/08,,0.0085166399999963,0.005677759999997534,,0.008387599999995388,,0.009677999999993858,,,,0.027743600000000868,,0.009677999999993858
Trondheim/video/09,,0.009672960000003172,0.006448640000002115,,0.009526400000002155,,0.010992000000001667,,,,0.03151040000000194,,0.010992000000001667
Trondheim/video/10,,0.010412160000008441,0.0069414400000056276,0.03322240000000676,0.008992320000007936,0.03064480000000458,0.011832000000008946,,,,0.033918400000001014,,0.011832000000008946
