,C0,C1,C2,C7,C8,C11,C15,C17,C19,C21,C23,C26,C28
Trondheim/audio,0.03170000000000073,0.023649200000001258,0.01762520000000123,0.08336159999999637,0.018750239999992147,0.025029679999999388,0.01889320000000083,0.018766400000000516,0.019907599999999803,0.01859055999999981,0.05404479999999978,0.017752000000001544,0.023499280000002898
Trondheim/audio/01,,0.010425760000000395,0.00391327999999902,,0.005031360000000262,0.010286000000000683,0.005904400000002141,0.0052141600000013,0.0032275199999958204,0.004891600000000551,0.05040855999999749,0.004053039999998731,0.008888400000000019
Trondheim/audio/02,,0.011677280000000678,0.005138239999997296,,0.006256319999998539,0.011537520000000967,0.006958640000000571,0.0064656800000015835,0.004936639999993275,0.006129839999999831,0.06304327999999515,0.009266879999998423,0.010139920000000302
Trondheim/audio/03,,0.01358327999999176,0.006741679999990424,,0.00904487999999759,0.010852319999997917,0.00837303999999861,0.009413599999998468,0.006211039999996615,0.008898479999999154,0.10499119999999351,0.006888079999988861,0.009557119999996644
Trondheim/audio/04,,0.01046272000003512,0.0043724800000291,,0.005621760000025233,0.01046272000003512,0.005934080000031372,0.005777920000028303,0.0037939199999925677,0.005465600000022164,0.0337305600000235,0.004528640000032169,0.008901120000032847
Trondheim/audio/05,,0.00914415999999818,0.003821440000010057,,0.004913280000003795,0.00914415999999818,0.005186240000007558,0.005049760000005676,0.0031065600000061977,0.004776800000001913,0.029479680000015662,0.004913280000003795,0.007779360000000679
Trondheim/audio/06,,0.010655679999985068,0.00445311999999376,,0.005725439999991977,0.007680960000023163,0.006043519999991531,0.005884479999991754,0.0034137600000150314,0.0055663999999922,0.034352639999994494,0.004612159999993537,0.006258560000020452
Trondheim/audio/07,,0.008929760000000897,0.003731840000000375,,0.004798080000000482,0.008929760000000897,0.005064640000000509,0.004931360000000495,0.0038169599999946513,0.004664800000000469,0.028788480000002892,0.004798080000000482,0.007596960000000763
Trondheim/audio/08,,0.008072159999976236,0.003373439999990069,,0.004337279999987231,0.008072159999976236,0.0055420799999836845,0.004457759999986877,0.0036614399999876923,0.004216799999987586,0.026023679999994442,0.004337279999987231,0.006867359999979783
Trondheim/audio/09,,0.010146480000010172,0.00424032000002228,,0.005451840000013419,0.010146480000010172,0.005754720000020086,0.005603280000016753,0.003546239999991485,0.005300400000010086,0.03271104000001657,0.004391760000025613,0.008632080000012365
Trondheim/audio/10,,0.008399119999978666,0.0035100799999838728,,0.004512959999985355,0.008399119999978666,0.005766559999983656,0.004638319999983764,0.0032025599999911947,0.004387599999986946,0.027077759999983186,0.004512959999985355,0.007145519999980365
Trondheim/video,0.03751999999999356,0.02888959999999763,0.02086111999999396,0.09183583999999811,0.02207375999999428,0.02883023999999601,0.022361919999994484,0.02221183999999532,0.02356255999999668,0.021926079999996517,0.06267327999999495,0.021011199999993124,0.027329439999995486
Trondheim/video/01,,0.011104480000005523,0.004269440000005176,,0.005489280000004371,0.010952000000004958,0.005863200000002067,0.0057131200000029025,0.0034655999999984033,0.005336800000003805,0.057062560000002094,0.004421920000005741,0.009427200000004632
Trondheim/video/02,,0.012393440000003864,0.005515520000001217,,0.006735360000000412,0.012240960000003298,0.006956960000000123,0.007002080000001243,0.0050659999999975724,0.006604320000000996,0.07014512000000117,0.005646560000000633,0.010716160000002972
Trondheim/video/03,,0.013669520000005875,0.006785360000005625,,0.00800520000000482,0.01351704000000531,0.008233040000002134,0.008278160000003254,0.006369439999996729,0.007877280000004205,0.08293400000000162,0.006913280000006239,0.011992240000004983
Trondheim/video/04,,0.010516319999998913,0.004394879999999546,,0.005650559999999416,0.010516319999998913,0.005964479999999384,0.0058075199999994,0.003774719999999121,0.005493599999999432,0.03390336000000005,0.00455183999999953,0.008946719999999075
Trondheim/video/05,,0.010242960000006462,0.004280640000011715,,0.005503680000007449,0.006661439999994911,0.005809440000010824,0.0056565600000091365,0.0029606399999977384,0.005350800000005762,0.03302208000001272,0.004433520000013402,0.005427839999995854
Trondheim/video/06,,0.009058399999997135,0.0037855999999933942,,0.004867199999996075,0.009058399999997135,0.006219199999996761,0.0050023999999950775,0.0034636800000029666,0.004731999999997072,0.02920319999999421,0.004867199999996075,0.007706399999996449
Trondheim/video/07,,0.008854720000002203,0.003700479999999118,,0.004757760000000388,0.008854720000002203,0.006079360000001088,0.004889920000000103,0.0031756799999982377,0.004625600000000674,0.028546559999998777,0.004757760000000388,0.007533120000001503
Trondheim/video/08,,0.01038767999999024,0.004341119999992316,,0.005581439999993165,0.006994080000012559,0.005891519999991601,0.005736479999992383,0.00310848000000874,0.005426399999993947,0.03348863999999452,0.004496159999991534,0.005698880000011286
Trondheim/video/09,,0.008265119999993686,0.0034540799999973615,,0.004440959999996608,0.008265119999993686,0.005674559999995665,0.004564319999996513,0.0029587200000023017,0.004317599999996702,0.026645760000000962,0.004440959999996608,0.007031519999994629
Trondheim/video/10,,0.008827919999990996,0.0036892799999890258,,0.004743359999991981,0.008827919999990996,0.0060609599999921215,0.004875119999990574,0.003150720000007823,0.004611599999993388,0.028460159999994517,0.004743359999991981,0.007510319999990855
