,C0,C2,C7,C9,C21,C26,C27,C29
Trondheim/audio,0.004197759999989614,0.005846879999989341,,0.009907679999997754,0.0052471999999959,0.006446560000000545,0.00569695999999098,0.00569695999999098
Trondheim/audio/01,0.006273200000002532,0.006546960000001434,0.009812560000010961,0.009643120000013994,0.0008212799999967046,0.006273200000002532,0.006410080000001983,0.0061363200000030815
Trondheim/audio/02,0.007627920000004451,0.0078991200000047,0.01116728000001288,0.010997840000015913,0.0009568799999968292,0.007627920000004451,0.007763520000004576,0.007489760000005674
Trondheim/audio/03,0.009137040000005925,0.009436080000007507,0.012929200000012742,0.01263336000001658,0.0011696000000043227,0.009137040000005925,0.009286560000006716,0.009012800000007815
Trondheim/audio/04,0.005769119999996519,,,0.008429119999988188,0.0009542399999986628,0.005906479999993053,0.005906479999993053,0.003672960000002945
Trondheim/audio/05,0.004790800000002093,0.005064560000000995,0.00752840000000532,0.0076652800000047705,0.0008212799999967046,0.004927680000001544,0.004927680000001544,0.0036957599999993818
Trondheim/audio/06,0.005913599999985308,,0.007832160000013744,0.008870399999977963,0.0008702399999975796,0.006054399999982252,0.006054399999982252,0.002970240000010449
Trondheim/audio/07,0.005755679999992935,0.006029759999989892,0.008496479999990925,0.008633519999989403,0.0008121600000094986,0.005892719999991414,0.005892719999991414,0.003654720000014322
Trondheim/audio/08,0.0023459999999957404,0.003563999999997236,,0.007605360000013661,0.0008279999999984966,0.003238400000000752,0.003421439999996778,0.0037259999999932347
Trondheim/audio/09,0.005387200000022574,,0.008465600000029383,0.008619520000031855,0.0009235200000148325,0.005541120000025046,0.005541120000025046,0.0035654400000026953
Trondheim/audio/10,0.004465999999986536,0.004721199999984549,0.007017999999980873,0.007145599999979879,0.0007655999999940377,0.004593599999985543,0.004593599999985543,0.0034451999999873806
Trondheim/video,0.0038729599999953734,0.005394479999994317,,0.009690879999997293,0.004841199999995993,0.005947759999996194,0.005256159999994736,0.005256159999994736
Trondheim/video/01,0.006304719999999264,,,0.009890720000003128,0.0009076800000045182,0.007520080000000817,0.006772399999997347,0.004406800000001709
Trondheim/video/02,0.006851759999998208,,,0.011240720000001758,0.0010441600000046236,0.006988239999998314,0.007196319999996703,0.00595336000000124
Trondheim/video/03,0.008205999999999491,,,0.012594960000003042,0.0011796800000052343,0.008342479999999597,0.008549599999998492,0.007181200000003329
Trondheim/video/04,0.005349119999998209,,,0.007996639999998223,0.0009052799999977879,0.0054764799999986735,0.0054764799999986735,0.0036844799999968814
Trondheim/video/05,0.005359199999997344,,0.008421599999994811,0.00857471999999504,0.0009187200000013718,0.0055123199999975725,0.0055123199999975725,0.0038112000000083412
Trondheim/video/06,0.0052019199999975285,0.005443039999995847,,0.008200160000008339,0.0009283200000069769,0.005322479999996688,0.005322479999996688,0.0036288000000084253
Trondheim/video/07,0.00463960000000796,0.0049047200000096325,0.007290800000010478,0.007423360000011314,0.0007953600000050187,0.004772160000008796,0.004772160000008796,0.0035791200000083734
Trondheim/video/08,0.005440400000001233,0.005751280000001913,0.008549200000000923,0.008704640000001262,0.0009326400000020385,0.005595840000001573,0.005595840000001573,0.0031180799999930287
Trondheim/video/09,0.005728799999992873,,0.007745759999998825,0.00859319999998931,0.0008606399999919745,0.005865199999991688,0.005865199999991688,0.003434880000000362
Trondheim/video/10,0.005352479999999105,0.005607359999999062,,0.007576880000012665,0.0008577600000094776,0.005479919999999083,0.005479919999999083,0.003060479999994925
