,C0,C1,C2,C3,C4,C5,C7,C10,C11,C16,C18,C19,C24,C27,C29
Trondheim/audio,0.009379999999985955,0.0131319999999846,0.004957999999991358,0.009111999999987574,0.014203999999985228,0.009111999999987574,0.014471999999983609,0.008039999999986946,0.014203999999985228,0.014471999999983609,0.004957999999991358,0.01299799999998541,0.01020039999999156,0.006431999999989557,0.009111999999987574
Trondheim/audio/01,0.009024640000010464,0.01057712000001132,0.0005967999999967333,0.00915088000001063,0.01158704000001265,0.00915088000001063,0.011839520000012982,0.007762240000008802,0.01158704000001265,0.011839520000012982,0.0005660799999986921,0.010450880000011153,0.007799840000007663,0.003860320000004691,0.00915088000001063
Trondheim/audio/02,0.010246560000013005,0.011791680000015958,0.0007527199999977086,0.010372800000013171,0.01280896000001519,0.010372800000013171,0.01305408000001762,0.008984160000011343,0.01280896000001519,0.01305408000001762,0.0007738399999936973,0.011669120000014743,0.009021760000010204,0.005461120000006758,0.010372800000013171
Trondheim/audio/03,0.012407920000011785,0.014018160000009772,0.0008997599999993611,0.012563040000010517,0.015259120000013837,0.012563040000010517,0.0155693600000113,0.010856720000010256,0.015259120000013837,0.0155693600000113,0.0009376799999998298,0.01386304000001104,0.01060552000000925,0.007077440000003321,0.012563040000010517
Trondheim/audio/04,,0.016748159999977474,0.0006239999999877455,0.008648639999982777,0.016748159999977474,0.008648639999982777,0.017022719999971514,0.007138559999987137,0.016748159999977474,0.017022719999971514,0.0005491199999880791,0.015512639999975875,0.015375359999978855,0.004530239999986918,0.008648639999982777
Trondheim/audio/05,,0.010987999999997555,0.0005360000000109721,,0.010987999999997555,,0.011256000000003041,,0.010987999999997555,0.011256000000003041,0.0005766399999913574,0.00978200000000129,0.006968000000000529,0.004422000000005255,
Trondheim/audio/06,,0.02960711999998722,0.0005184000000042488,,0.02960711999998722,,0.02985079999998419,,0.02960711999998722,0.02985079999998419,0.00048735999999394153,0.02851055999998664,0.030825519999986284,0.005239119999991715,
Trondheim/audio/07,,0.010286080000000197,0.0005017599999916911,,0.010286080000000197,,0.010536959999996043,,0.010286080000000197,0.010536959999996043,0.0005340799999942192,0.009157119999997576,0.006522879999998565,0.005393919999995944,
Trondheim/audio/08,,0.017470400000007658,0.0005727999999862732,0.009021599999996965,0.017470400000007658,0.009021599999996965,0.017756800000000794,0.007446399999999187,0.017470400000007658,0.017756800000000794,0.0005727999999862732,0.016181600000003016,0.016038400000006447,0.004725599999993335,0.009021599999996965
Trondheim/audio/09,,0.0092588799999902,0.0005004799999994702,,0.01025983999998914,,0.010510079999988875,,0.01025983999998914,0.010510079999988875,0.000542400000000498,0.009133759999990332,0.006506239999993113,0.005380159999994305,
Trondheim/audio/10,,0.03283416000001438,0.000538879999993469,,0.03283416000001438,,0.03310440000002046,,0.03283416000001438,0.03310440000002046,0.0005404800000121668,0.031618080000015425,0.034185360000016374,0.004445759999988752,
Trondheim/video,0.008556799999993814,0.01212495999999419,0.004522879999996121,0.0083123199999946,0.013102879999994599,0.0083123199999946,0.013347359999993813,0.00733439999999419,0.013102879999994599,0.013347359999993813,0.004522879999996121,0.012002719999994582,0.009367999999994936,0.005867519999995352,0.0083123199999946
Trondheim/video/01,0.008443679999999176,0.010747359999999873,0.0005024000000020123,0.00842160000000014,0.011827679999999674,0.00842160000000014,0.012097759999999624,0.0070932799999994245,0.011827679999999674,0.012097759999999624,0.0005289599999969141,0.010612319999999897,0.007776480000000419,0.0038113600000002634,0.00842160000000014
Trondheim/video/02,0.010745520000002173,0.012084239999998303,0.0007198399999985838,0.010879520000001364,0.013166639999999674,0.010879520000001364,0.013434639999998055,0.009405520000001388,0.013166639999999674,0.013434639999998055,0.000676239999997108,0.011950239999999113,0.009115440000000419,0.005396319999999122,0.010879520000001364
Trondheim/video/03,0.012807200000001018,0.014171680000000464,0.000844559999999106,0.012964480000000833,0.015429920000000763,0.012964480000000833,0.015744480000000394,0.011234400000001088,0.015429920000000763,0.015744480000000394,0.0008515999999989532,0.014014400000000649,0.010711520000000974,0.007015680000000302,0.012964480000000833
Trondheim/video/04,,0.01155216000000081,0.0005635200000000395,0.008875440000000623,0.01155216000000081,0.008875440000000623,0.01183392000000083,0.007325760000000514,0.01155216000000081,0.01183392000000083,0.0006025599999972542,0.010284240000000722,0.007325760000000514,0.004649040000000326,0.008875440000000623
Trondheim/video/05,,0.03493367999999464,0.000569279999993455,0.008966160000003498,0.03493367999999464,0.008966160000003498,0.03522119999999518,0.007400640000003733,0.03493367999999464,0.03522119999999518,0.0005750400000010814,0.03363983999999576,0.03637127999999379,0.004696559999999295,0.008966160000003498
Trondheim/video/06,0.0077276799999950185,0.015206079999991573,0.0005088000000057491,0.00785231999999425,0.015206079999991573,0.00785231999999425,0.015455359999990037,0.006481279999995593,0.015206079999991573,0.015455359999990037,0.0004985599999969281,0.01408431999999138,0.013959679999992147,0.004113119999995973,0.00785231999999425
Trondheim/video/07,0.007697919999998248,0.009187839999995617,0.000496639999994386,0.007822079999996845,0.0101811199999986,0.007822079999996845,0.010429439999995793,0.0064563199999980725,0.0101811199999986,0.010429439999995793,0.0005689599999953998,0.00906367999999702,0.0064563199999980725,0.004097279999996317,0.007822079999996845
Trondheim/video/08,,0.02923776000000089,0.0005344000000064852,,0.02923776000000089,,0.029478400000002125,,0.02923776000000089,0.029478400000002125,0.00048128000000247084,0.028154880000002436,0.03044095999999996,0.00517375999999814,
Trondheim/video/09,,0.02923776000000089,0.0005718400000063184,,0.02923776000000089,,0.029478400000002125,,0.02923776000000089,0.029478400000002125,0.00048128000000247084,0.028154880000002436,0.03044095999999996,0.00517375999999814,
Trondheim/video/10,0.00825343999999717,0.016240639999992368,0.0006044800000069017,0.008386559999998155,0.016240639999992368,0.008386559999998155,0.01650687999999434,0.00692223999999797,0.016240639999992368,0.01650687999999434,0.0005324800000039431,0.015042559999994154,0.014909439999993168,0.004392960000000556,0.008386559999998155
