,C0,C6,C7,C8,C12,C14,C15,C20,C21,C26
Trondheim/audio,0.004430720000009103,0.012837440000005529,0.012837440000005529,0.014419840000005735,0.0162560000000056,0.008783520000008593,0.002848320000008897,0.00894176000000968,0.01012736000000558,0.008625280000007507
Trondheim/audio/01,0.002709519999996246,0.007144799999995399,0.007144799999995399,0.008659999999995449,,0.00743023999999437,0.0012121599999943555,0.007581759999993665,0.008787519999994942,0.007278719999995076
Trondheim/audio/02,0.005592959999994207,0.008373999999996329,0.008373999999996329,0.009889199999996379,,0.00860743999999869,0.0013376799999953448,0.008732959999999679,0.010016719999995871,0.0084819199999977
Trondheim/audio/03,0.008505999999997016,0.01287615999999403,0.01287615999999403,0.014476159999993854,,0.013036159999995078,0.0015570400000086693,0.013196159999996127,0.013183999999995422,0.01287615999999403
Trondheim/audio/04,,0.004511039999989919,0.004511039999989919,0.005730239999991227,,0.004632959999987918,0.0009753599999839935,0.004754879999985917,0.006583679999998537,0.004511039999989919
Trondheim/audio/05,,0.004558399999986307,0.004558399999986307,0.005790399999987983,,0.004681599999983632,0.0009855999999786036,0.004804799999980958,0.006652799999997683,0.004558399999986307
Trondheim/audio/06,,0.005671359999993797,0.005671359999993797,0.007204159999993465,,0.005824639999993053,0.0012262399999940499,0.005977919999992309,0.008277119999995364,0.005671359999993797
Trondheim/audio/07,,0.005502639999988901,0.005502639999988901,0.00698983999998859,,0.005651359999987449,0.0011897599999883823,0.0058000799999859964,0.008030879999992635,0.005502639999988901
Trondheim/audio/08,,0.005336879999987332,0.005336879999987332,0.006779279999989285,,0.005481119999984685,0.0011539199999788252,0.005625359999982038,0.007788959999999179,0.005336879999987332
Trondheim/audio/09,,0.005715759999986858,0.005715759999986858,0.00726055999998465,,0.005870239999985927,0.0012358399999925496,0.006024719999984995,0.008341919999985237,0.005715759999986858
Trondheim/audio/10,,0.005280640000002279,0.005280640000002279,0.006707840000004239,,0.0054233600000017645,0.0011417599999958838,0.00556608000000125,0.007706880000007743,0.005280640000002279
Trondheim/video,0.0035974400000071682,0.007711680000005217,0.007711680000005217,0.009176800000004093,0.013031200000005683,0.007968640000006744,0.0023126400000066383,0.008097120000007507,0.008222720000006234,0.00784016000000598
Trondheim/video/01,0.002864319999998699,0.007023519999997063,0.007023519999997063,0.010017439999996824,,0.007342239999996281,0.0012748799999968696,0.007501599999995889,0.00943695999999683,0.007182879999996672
Trondheim/video/02,0.005830639999999221,0.008506239999997334,0.008506239999997334,0.011500159999997095,,0.00880479999999828,0.001424159999997343,0.008954079999998754,0.012311679999996272,0.008655519999997807
Trondheim/video/03,0.007380879999997703,0.012863679999997046,0.012863679999997046,0.014392479999997931,,0.013016559999996957,0.001577039999997254,0.013169439999996868,0.015408879999998959,0.012863679999997046
Trondheim/video/04,0.002661119999999073,0.0051356000000026825,0.0051356000000026825,0.006523600000003071,,0.005274400000002899,0.0011104000000017322,0.0054132000000031155,0.007495200000002811,0.0051356000000026825
Trondheim/video/05,0.002911040000000753,0.005419760000012985,0.005419760000012985,0.006884560000013806,,0.0055662400000144885,0.0011718400000120255,0.005712720000015992,0.007909920000010118,0.005419760000012985
Trondheim/video/06,0.002801920000003122,0.0055115200000024345,0.0055115200000024345,0.007001120000001748,,0.005660480000003076,0.0011916800000051353,0.005809440000003718,0.008043839999999136,0.0055115200000024345
Trondheim/video/07,0.0032595200000002933,0.005544079999989293,0.005544079999989293,0.007042479999988416,,0.00569391999998814,0.0011987199999907716,0.005843759999986986,0.008091359999990999,0.005544079999989293
Trondheim/video/08,0.0034056000000006748,0.004949120000002694,0.004949120000002694,0.006286720000002077,,0.0050828800000033425,0.0010700800000051913,0.005216640000003991,0.007223039999999514,0.004949120000002694
Trondheim/video/09,0.003419680000000369,0.005887439999995081,0.005887439999995081,0.007478639999995096,,0.006046559999994372,0.0012729599999943275,0.006205679999993663,0.008592479999997238,0.005887439999995081
Trondheim/video/10,0.0028247999999990725,0.004830719999986854,0.004830719999986854,0.006136319999985318,,0.004961279999985635,0.0010444799999902443,0.0050918399999844155,0.00705023999998744,0.004830719999986854
