,C0,C2,C5,C13,C16,C20,C23,C26,C27,C28
Trondheim/audio,0.006587200000005566,0.006444000000005445,0.006587200000005566,0.00943600000000444,0.007808000000004256,0.011021600000002962,0.012242400000001652,0.003723200000003146,0.007876000000006655,0.012385600000001773
Trondheim/audio/01,,0.0005548799999957055,0.0005209600000029013,0.007227520000000709,0.0056145600000014895,0.010184639999998524,0.01003391999999792,0.0009043200000036222,0.0056675200000029236,0.010241919999998572
Trondheim/audio/02,,0.0007131200000038973,0.0006656000000013762,0.008710080000000175,0.007092639999999761,0.01166719999999799,0.011516479999997387,0.0010528000000036286,0.00715008000000239,0.011724479999998039
Trondheim/audio/03,,0.0009085600000027227,0.0008067999999994413,0.011969520000000955,0.010238640000000743,0.01326767999999845,0.01419007999999522,0.0011970400000045345,0.0040540800000030686,0.01563247999999362
Trondheim/audio/04,,0.0006319999999959691,0.0006268799999986641,0.005504800000011301,0.004089280000016515,0.00739216000001619,0.007077600000009454,0.0009436800000202084,0.0061888799999962885,0.008650400000007608
Trondheim/audio/05,,0.0032100000000028217,0.0033384000000040714,0.004494000000001108,0.0033384000000040714,0.006034800000001894,0.005777999999999395,0.0007704000000074984,0.004494000000001108,0.007061999999997681
Trondheim/audio/06,,0.0005670399999928577,0.000599679999993441,0.0053144000000102665,0.003947840000009251,0.007136480000013989,0.006832800000012185,0.0009110400000054142,0.005950400000003242,0.008351200000014103
Trondheim/audio/07,,0.0005251199999918299,0.0005040000000064992,0.004726400000016895,0.003511040000020671,0.0063468800000237025,0.006076800000016647,0.0008102400000211674,0.002888159999997697,0.0074272000000163985
Trondheim/audio/08,,0.0006099199999880511,0.0005891200000007757,0.004659200000013186,0.0034611200000114195,0.00625664000001791,0.0059904000000159385,0.0007987200000059147,0.0033545599999911246,0.007321600000018691
Trondheim/audio/09,,0.0030920000000094205,0.0032156800000109342,0.004328800000010347,0.0032156800000109342,0.0058129600000143,0.005565600000011273,0.0007420800000090821,0.004328800000010347,0.006802400000012199
Trondheim/audio/10,,0.0005049600000006649,0.0005718399999921076,0.004984000000007427,0.0037024000000087653,0.006692800000010379,0.006408000000007519,0.0008544000000085816,0.005675840000002097,0.00783200000000761
Trondheim/video,0.007176000000001181,0.007020000000000692,0.007176000000001181,0.009983200000000636,0.008364800000000727,0.013070400000000149,0.01291439999999966,0.004056000000002058,0.008580000000000254,0.01310319999999976
Trondheim/video/01,,0.0004953600000021652,0.000537280000003193,0.007422079999997777,0.005791839999995219,0.01050927999999729,0.0103532799999968,0.0009004799999949853,0.006018879999997395,0.0105420799999969
Trondheim/video/02,,0.0006873600000005808,0.0006667200000034512,0.008880639999997442,0.007242719999995373,0.011967839999996954,0.011811839999996465,0.0010467199999943944,0.00747743999999706,0.012000639999996565
Trondheim/video/03,,0.0008935200000017574,0.0007962400000032233,0.012559760000000253,0.010727119999998536,0.01393423999999932,0.014680639999998135,0.0012126400000038728,0.004245119999998437,0.016207839999998086
Trondheim/video/04,,0.003022000000004965,0.003142880000005732,0.00423080000000553,0.003142880000005732,0.005681360000007629,0.005439600000006095,0.0007252800000046022,0.00423080000000553,0.00664840000000666
Trondheim/video/05,,0.0006038399999965804,0.0006393599999938715,0.005199599999993865,0.0038625599999946303,0.00698231999999166,0.006685199999992619,0.0008913599999971211,0.0033211199999954033,0.008170799999991374
Trondheim/video/06,,0.003330000000005384,0.003463200000005884,0.004662000000006827,0.003463200000005884,0.00626040000000927,0.0059940000000082705,0.0007992000000029975,0.004662000000006827,0.007326000000009714
Trondheim/video/07,,0.0033900000000031127,0.0035256000000032373,0.004746000000004358,0.0035256000000032373,0.006373200000005852,0.006102000000005603,0.0008136000000007471,0.004746000000004358,0.007458000000006848
Trondheim/video/08,,0.0005376000000012482,0.0005731199999985392,0.0051435999999931425,0.0038209599999916577,0.006907119999990385,0.006613199999993213,0.000881759999991516,0.0029567999999997596,0.008082799999993284
Trondheim/video/09,,0.0004956800000002204,0.0005036799999942332,0.005558000000011276,0.004128800000010813,0.007463600000015447,0.007146000000012975,0.0009528000000074144,0.006073920000002175,0.008734000000014674
Trondheim/video/10,,0.00031776000000149907,0.0033508799999921735,0.00451079999999493,0.0033508799999921735,0.006057359999992684,0.005799599999996019,0.0007732799999899953,0.00451079999999493,0.007088399999997108
