,C0,C1,C2,C4,C5,C7,C9,C10,C17,C19,C24,C27,C28
Trondheim/audio,0.03391808000001362,0.01999648000001386,0.021621600000010233,0.01999648000001386,0.03391808000001362,0.017212160000010357,0.02402768000001032,0.02202144000000672,0.017212160000010357,0.021621600000010233,0.018477760000010335,0.019490240000006764,0.018477760000010335
Trondheim/audio/01,,0.008206239999992704,0.007157599999995767,0.0054535999999956175,,0.0004918399999951362,0.009549279999994553,0.007594239999992425,0.0005364800000009495,0.008081119999992836,0.003932159999994411,0.005390159999997479,0.0006361599999991085
Trondheim/audio/02,,0.011003199999997548,0.009422719999996332,0.008273279999997385,,0.0007040800000055469,0.012439999999998008,0.009235199999995558,0.0008047200000014243,0.011290559999999061,0.00538751999999576,0.007000159999996924,0.0007586400000008098
Trondheim/audio/03,,0.012319439999995296,0.01073895999999408,0.009567599999993348,,0.00082832000000721,0.013756239999995756,0.00689863999999929,0.001074240000004778,0.012209839999993477,0.006703759999993508,0.008236319999994635,0.0009062399999990589
Trondheim/audio/04,,0.00754720000000475,0.005980800000003228,0.004841600000005997,,0.0005686400000115555,0.008828800000003412,,0.0005686400000115555,0.00783200000000761,0.0031328000000030443,0.0062656000000060885,0.0006262400000025536
Trondheim/audio/05,,,0.009129600000015614,0.008115200000005984,,0.0005071999999870513,0.011665600000021925,,0.0005071999999870513,0.010778000000009058,0.006593600000009303,0.00938320000000914,0.0005923200000097495
Trondheim/audio/06,,0.007097759999993514,0.005624639999993519,0.0045532800000032125,,0.0005324800000039431,0.00830303999998705,,0.0005324800000039431,0.007365599999999972,0.002946239999999989,0.005892479999999978,0.0005148799999972198
Trondheim/audio/07,,,0.00508032000000469,0.004112639999995338,,0.000579520000002276,0.007499520000010307,,0.000579520000002276,0.006652799999997683,0.002661119999999073,0.005322239999998146,0.0005232000000034986
Trondheim/audio/08,,,0.009037440000014385,0.00803328000000647,,0.0005020799999897463,0.01154784000001996,,0.0005020799999897463,0.010669200000009482,0.00652704000000881,0.009288480000009258,0.0006262400000025536
Trondheim/audio/09,,0.0073606400000088,0.0058329600000064374,0.004721920000008595,,0.0005920000000116943,0.00861056000000815,,0.0005920000000116943,0.0076384000000118135,0.0030553600000047254,0.006110720000009451,0.0006393600000080824
Trondheim/audio/10,,,0.008657279999980005,0.007695359999985385,,0.00048096000000441563,0.011062079999973662,,0.00048096000000441563,0.010220399999980145,0.006252479999986349,0.008897759999982213,0.0006358400000010533
Trondheim/video,0.03764864000000401,0.02219584000000374,0.024038880000004426,0.02219584000000374,0.03764864000000401,0.019105280000003333,0.02671880000000293,0.024443520000000163,0.019105280000003333,0.024130080000004384,0.020510080000002873,0.021633920000001083,0.020510080000002873
Trondheim/video/01,,0.00893231999999955,0.007657200000000586,0.006011759999999811,,0.0005164800000017067,0.01034911999999899,0.009126639999998076,0.0005304000000023734,0.008987039999999169,0.004070000000000462,0.005506800000000922,0.0004800000000031446
Trondheim/video/02,,0.01050032000000023,0.009153200000000083,0.007522159999997058,,0.0006734400000034668,0.01191711999999967,0.010694639999998756,0.0007956000000035601,0.010648639999997656,0.00556599999999996,0.006913920000000573,0.0006278399999981588
Trondheim/video/03,,0.011695200000000128,0.010348079999999982,0.00866359999999844,,0.0008074400000026571,0.013111999999999568,0.009885199999997596,0.0010656800000035105,0.011427999999998661,0.006760879999999858,0.008291200000000387,0.000764400000003107
Trondheim/video/04,,0.007665920000004434,0.006074880000003446,0.004917760000003213,,0.000632639999999185,0.008967680000004918,,0.000632639999999185,0.007955200000004936,0.0031820800000019744,0.006364160000003949,0.0005593599999969001
Trondheim/video/05,,,0.009348479999996329,0.008309759999995947,,0.0005193599999984144,0.011945279999995506,,0.0005193599999984144,0.011036399999994728,0.006751679999997151,0.009608159999995536,0.000513600000004999
Trondheim/video/06,,,0.00876672000000056,0.00779263999999813,,0.0004870399999958863,0.011201920000001309,,0.0004870399999958863,0.01034959999999785,0.006331519999999813,0.009010239999998504,0.0006108799999964276
Trondheim/video/07,,,0.009025919999984922,0.008023039999983439,,0.0005014399999936359,0.011533119999981523,,0.0005014399999936359,0.010655599999978449,0.0065187199999883205,0.00927663999998174,0.00048128000000247084
Trondheim/video/08,,,0.00916415999999387,0.00814591999999692,,0.0005091200000038043,0.011709759999991576,,0.0005091200000038043,0.010818799999995576,0.006618559999996165,0.009418719999995773,0.0005916799999994282
Trondheim/video/09,,,0.00889343999999781,0.007905279999995685,,0.0004940799999957335,0.011363839999997793,,0.0004940799999957335,0.010499199999994602,0.006423039999997826,0.009140479999995677,0.000542400000000498
Trondheim/video/10,,0.007525999999998589,0.005963999999998748,0.004827999999999832,,0.0005708799999979419,0.008803999999997814,,0.0005708799999979419,0.0078099999999992065,0.0031239999999996826,0.006247999999999365,0.0005750400000010814
