,C0,C4,C7,C9,C12,C18,C19,C20,C23,C25,C27
Trondheim/audio,0.03566591999999247,0.02191967999999278,0.023137119999994127,0.02538783999999339,0.02191967999999278,0.021176639999996638,0.019690559999997248,0.021176639999996638,0.02055743999999393,0.02191967999999278,0.021176639999996638
Trondheim/audio/01,,,0.0075375999999920396,,0.008355839999993009,0.006817599999994428,0.0036358399999940616,0.007237119999992103,0.004310159999995733,,0.007237119999992103
Trondheim/audio/02,,,0.008902559999992121,,0.008152159999994524,0.00818255999999451,0.004997759999994855,0.00859295999999432,0.006530239999992915,,0.00859295999999432
Trondheim/audio/03,,,0.009576799999997831,,0.009661279999995998,0.009661279999995998,0.006490560000003143,0.010091840000001184,0.007209999999997052,,0.010091840000001184
Trondheim/audio/04,,,0.006763840000019172,,0.008381280000023139,0.006763840000019172,0.0038230400000145437,0.00720496000002413,0.0051464000000152055,,0.00720496000002413
Trondheim/audio/05,,,0.005737120000020468,,0.007109040000024436,0.005737120000020468,0.0032427200000171297,0.006111280000027364,0.0043652000000165,,0.006111280000027364
Trondheim/audio/06,,,0.006936800000005405,,0.008595600000006698,0.006936800000005405,0.003920800000003055,0.007389200000005758,0.005278000000004113,,0.007389200000005758
Trondheim/audio/07,,,0.006877920000007975,,0.008522640000009574,0.006877920000007975,0.0038875200000063614,0.007326480000010349,0.005233200000006377,,0.007326480000010349
Trondheim/audio/08,,,0.006863200000012171,,0.008504400000013845,0.006863200000012171,0.0038792000000142934,0.007310800000020379,0.005222000000010496,,0.007310800000020379
Trondheim/audio/09,,,0.007069279999967648,,0.008759759999961148,0.007069279999967648,0.0039956799999743,0.007530319999958124,0.005378799999974149,,0.007530319999958124
Trondheim/audio/10,,,0.00711711999997533,,0.008819039999970357,0.00711711999997533,0.004022719999980495,0.00758127999996816,0.0054151999999803024,,0.00758127999996816
Trondheim/video,0.03930623999999483,0.024156959999995564,0.025292239999995303,0.027670559999995348,0.024156959999995564,0.023338079999996708,0.02170031999999722,0.023338079999996708,0.02265567999999618,0.024156959999995564,0.023338079999996708
Trondheim/video/01,,,0.007816799999995183,,0.008720639999996393,0.007134879999997068,0.003748159999997114,0.007567359999995915,0.0058611999999982345,,0.007567359999995915
Trondheim/video/02,,,0.009253999999994988,,0.008568079999996314,0.008572079999996873,0.005184959999997574,0.009003359999997684,0.0071675999999989415,,0.009003359999997684
Trondheim/video/03,,,0.009821199999997532,,0.009975759999996114,0.009979759999996674,0.0065899199999979174,0.010402879999999115,0.009541519999997305,,0.010402879999999115
Trondheim/video/04,,,0.005858560000000068,,0.007259519999999853,0.005858560000000068,0.0033113600000014287,0.006240640000001463,0.0044576000000002836,,0.006240640000001463
Trondheim/video/05,,,0.005792319999990525,,0.007177439999988877,0.005792319999990525,0.0032739199999909374,0.0061700799999862,0.004407199999992173,,0.0061700799999862
Trondheim/video/06,,,0.006896319999995626,,0.008545439999995352,0.006896319999995626,0.0038979199999928937,0.007346079999990707,0.0052471999999959,,0.007346079999990707
Trondheim/video/07,,,0.006130880000000616,,0.007596960000000763,0.006130880000000616,0.003465280000000348,0.006530720000000656,0.004664800000000469,,0.006530720000000656
Trondheim/video/08,,,0.006822720000002391,,0.0084542400000025,0.006822720000002391,0.003856320000004132,0.007267680000005328,0.005191200000002283,,0.007267680000005328
Trondheim/video/09,,,0.006112479999991649,,0.0075741599999901155,0.006112479999991649,0.0034548799999924995,0.006511119999988324,0.004650799999993183,,0.006511119999988324
Trondheim/video/10,,,0.0065135999999910155,,0.008071199999989176,0.0065135999999910155,0.003681599999993068,0.006938399999988576,0.004955999999992855,,0.006938399999988576
