,C0,C6,C11,C16,C17,C20,C21,C22,C23,C24,C26
Trondheim/audio,0.005807040000007646,0.006564480000008643,,,,0.00467088000000615,0.004797120000006316,0.0031560000000041555,,0.004797120000006316,
Trondheim/audio/01,0.00748503999999528,0.010040959999997767,,,,0.0028934399999940297,0.003896799999996148,0.0005430399999966085,,0.003896799999996148,
Trondheim/audio/02,0.0090734399999981,0.008974560000005738,0.07361335999998886,0.07609815999998659,0.07485575999998773,0.004899440000002642,0.005054800000003468,0.0007242400000038174,0.07485575999998773,0.005054800000003468,0.061189359999989534
Trondheim/audio/03,0.010346799999997103,0.011626240000005339,0.0894784799999897,0.0923056799999884,0.09089207999998905,0.006368560000002077,0.006516240000003393,0.0008468000000050324,0.09089207999998905,0.006516240000003393,0.07534247999998911
Trondheim/audio/04,0.007827840000004471,0.008117760000004637,,,,0.004928640000002815,0.005073600000002898,0.0005798400000003312,,0.005073600000002898,
Trondheim/audio/05,0.00765504000001016,0.00793856000000659,,,,0.003179519999989111,0.003311999999986881,0.0005670399999928577,,0.003311999999986881,
Trondheim/audio/06,,0.006742400000007365,,,,0.0043344000000047345,0.004454800000004866,0.00048160000000052605,,0.004454800000004866,
Trondheim/audio/07,0.006039679999986447,0.006313599999984376,,,,0.0032870399999893607,0.0034239999999883253,0.0006041599999946357,,0.0034239999999883253,
Trondheim/audio/08,0.007037279999998702,0.007297919999992075,,,,0.00443087999999392,0.004561199999990606,0.0005212799999867457,,0.004561199999990606,
Trondheim/audio/09,0.0071064000000262695,0.007369600000032506,,,,0.004474400000020751,0.004606000000023869,0.0005264000000124724,,0.004606000000023869,
Trondheim/audio/10,0.006981120000020269,0.007239680000026283,,,,0.0043955200000169725,0.0045248000000199795,0.000517120000012028,,0.0045248000000199795,
Trondheim/video,0.005556799999997253,0.006281599999994114,,,,0.004469599999996632,0.004590399999996109,0.00301999999999758,,0.004590399999996109,
Trondheim/video/01,0.007054000000001892,0.007844000000002183,,,,0.0030432000000004678,0.003678400000001858,0.0004860800000017207,,0.003678400000001858,
Trondheim/video/02,0.009043200000004248,0.009313600000005806,0.0781904800000035,0.08083208000000397,0.07951128000000374,0.004504400000003628,0.004639600000004407,0.0006431199999994419,0.07951128000000374,0.004639600000004407,0.06498248000000295
Trondheim/video/03,0.01024384000000289,0.010472959999999532,0.09044464000000119,0.09287344000000175,0.09165904000000147,0.0057050400000022705,0.006074720000000866,0.000787280000000834,0.09165904000000147,0.006074720000000866,0.07723664000000063
Trondheim/video/04,0.007516799999994106,0.00779519999999323,,,,0.004732799999995763,0.0048719999999953245,0.0005567999999982476,,0.0048719999999953245,
Trondheim/video/05,0.00757727999999247,0.007857919999992191,,,,0.004770879999995259,0.0049111999999951195,0.0005612799999994422,,0.0049111999999951195,
Trondheim/video/06,0.0062982400000102245,0.006572480000013314,,,,0.0032908800000086558,0.0034280000000102007,0.0006400000000041928,,0.0034280000000102007,
Trondheim/video/07,0.007119360000000796,0.007383040000004115,,,,0.004482560000003133,0.0046144000000047924,0.0005273600000066381,,0.0046144000000047924,
Trondheim/video/08,0.006674239999998832,0.006977439999996449,,,,0.003638399999992714,0.0037899999999915224,0.0006233600000058459,,0.0037899999999915224,
Trondheim/video/09,0.005865280000005413,0.006117920000004773,,,,0.003031679999999426,0.003157999999999106,0.0006233600000058459,,0.003157999999999106,
Trondheim/video/10,0.0071755199999934405,0.007441279999991224,,,,0.004517919999994291,0.004650799999993183,0.0005315199999955666,,0.004650799999993183,
