,C0,C2,C3,C5,C7,C11,C12,C16,C18,C19,C21,C22,C27,C28,C29
Trondheim/audio,0.009535680000006153,0.005056800000001971,0.007208639999998212,0.051789760000012564,,0.008379840000003469,0.005056800000001971,0.008379840000003469,0.005056800000001971,0.009907680000001307,0.008090880000004574,0.006646080000002996,0.010196640000000201,0.007946400000005127,
Trondheim/audio/01,,0.0007120799999995597,0.004041439999987517,,,0.010051839999999146,0.0007120799999995597,0.010051839999999146,0.0005632000000019843,0.00604687999999598,0.005623679999999354,0.0039020799999889277,0.006325599999993159,0.004595199999997135,
Trondheim/audio/02,,0.0009817599999983884,0.005443359999993902,,,0.0068401599999923235,0.0009817599999983884,0.0068401599999923235,0.0006920800000003169,0.007443999999996009,0.007020799999999383,0.0053036799999937045,0.007723359999996404,0.00587759999999804,
Trondheim/audio/03,,0.0012614399999968384,0.00680432000000053,,,0.008208799999994909,0.0012614399999968384,0.008208799999994909,0.0008728799999992987,0.008812639999998595,0.008389440000001969,0.006667199999998985,0.009086880000001685,0.007169919999999053,
Trondheim/audio/04,,0.000596159999986412,0.006706799999989244,,,0.009836639999988961,0.000596159999986412,0.009836639999988961,0.000596159999986412,0.0081971999999908,0.00700487999998245,0.0055144799999808924,0.008495279999984007,0.006855839999985847,
Trondheim/audio/05,,0.0004972799999904964,0.00559439999997835,,0.008205119999971089,0.0069619199999735315,0.0004972799999904964,0.0069619199999735315,0.0004972799999904964,0.006837599999975907,0.005967359999971222,0.005718719999975974,0.007086239999971156,0.0069619199999735315,0.008205119999971089
Trondheim/audio/06,,0.0005216000000132226,0.005868000000006646,,0.00860640000000501,0.007302400000007481,0.0005216000000132226,0.007302400000007481,0.0005216000000132226,0.007172000000004175,0.006259200000016563,0.005998400000009951,0.007432800000010786,0.007302400000007481,0.00860640000000501
Trondheim/audio/07,,0.0005692800000076659,0.006404400000000976,,0.00939311999999859,0.00796992000000074,0.0005692800000076659,0.00796992000000074,0.0005692800000076659,0.007827599999998824,0.006831360000006725,0.0065467200000028924,0.008112240000002657,0.00796992000000074,0.00939311999999859
Trondheim/audio/08,,0.0005119999999863012,0.005759999999987997,,0.008447999999987132,0.007167999999985852,0.0005119999999863012,0.007167999999985852,0.0005119999999863012,0.007039999999989277,0.006143999999977723,0.005887999999984572,0.007295999999982428,0.007167999999985852,0.008447999999987132
Trondheim/audio/09,,0.000498560000011139,0.005608800000011627,,0.008226240000013263,0.006979840000013837,0.000498560000011139,0.006979840000013837,0.000498560000011139,0.0068552000000110525,0.005982720000019981,0.0057334400000144115,0.007104480000016622,0.006979840000013837,0.008226240000013263
Trondheim/audio/10,,0.0004803200000083052,0.0054036000000081685,,0.007925280000009138,0.006724480000009692,0.0004803200000083052,0.006724480000009692,0.0004803200000083052,0.006604400000007615,0.0057638400000143974,0.005523680000010245,0.006844560000011768,0.006724480000009692,0.007925280000009138
Trondheim/video,0.00942480000000856,0.004998000000005831,0.007077120000008819,0.049597600000003794,,0.00829552000000966,0.004998000000005831,0.00829552000000966,0.004998000000005831,0.009601680000010049,0.007996800000007909,0.006568800000007258,0.0098872800000116,0.007854000000007133,
Trondheim/video/01,,0.0005315999999986332,0.0035333600000040377,,,0.005599840000003908,0.0005315999999986332,0.005599840000003908,0.0005158399999984908,0.005700720000003656,0.005314240000002357,0.003411520000003776,0.00594440000000418,0.00810664000000294,
Trondheim/video/02,,0.0006640799999981795,0.005406960000001959,,,0.006877360000002497,0.0011675999999969378,0.006877360000002497,0.000775519999997698,0.0071963200000038086,0.0068098400000025094,0.005241279999999904,0.007490400000003561,0.006711680000000442,
Trondheim/video/03,,0.0007895199999978786,0.006869520000002183,,,0.008341600000003169,0.0009114399999976541,0.008341600000003169,0.0009009599999973972,0.00866056000000448,0.008274080000003181,0.006704960000000426,0.008953520000003934,0.008253120000002667,
Trondheim/video/04,,0.0005494400000003452,0.006181200000003884,,0.009065760000005696,0.007692160000004833,0.0005494400000003452,0.007692160000004833,0.0005494400000003452,0.007554800000004747,0.0065932800000041425,0.00631856000000397,0.00782952000000492,0.007692160000004833,0.009065760000005696
Trondheim/video/05,,0.0004886400000003732,0.005497200000004199,,0.008062560000006158,0.006840960000005225,0.0004886400000003732,0.006840960000005225,0.0004886400000003732,0.006718800000005132,0.005863680000004479,0.005619360000004292,0.006963120000005318,0.006840960000005225,0.008062560000006158
Trondheim/video/06,,0.00048320000000501295,0.005435999999999552,,0.007972799999997449,0.006764799999999127,0.00048320000000501295,0.006764799999999127,0.00048320000000501295,0.006643999999997874,0.005798400000003312,0.0055568000000008055,0.00688560000000038,0.006764799999999127,0.007972799999997449
Trondheim/video/07,,0.0004998400000033598,0.005623200000009376,,0.008247360000012804,0.00699776000001151,0.0004998400000033598,0.00699776000001151,0.0004998400000033598,0.00687280000001067,0.005998080000011896,0.005748160000010216,0.00712272000001235,0.00699776000001151,0.008247360000012804
Trondheim/video/08,,0.0005555200000060267,0.0062496000000109575,,0.009166080000014176,0.00777728000001332,0.0005555200000060267,0.00777728000001332,0.0005555200000060267,0.0076384000000118135,0.0066662400000154776,0.006388480000012464,0.007916160000014827,0.00777728000001332,0.009166080000014176
Trondheim/video/09,,0.0005004799999994702,0.00563039999999404,,0.008257919999991259,0.007006719999992583,0.0005004799999994702,0.007006719999992583,0.0005004799999994702,0.006881599999992716,0.006005759999993643,0.005755519999993908,0.007131839999992451,0.007006719999992583,0.008257919999991259
Trondheim/video/10,,0.0005897599999968861,0.00663479999999339,,,0.009731039999991253,0.0005897599999968861,0.009731039999991253,0.0005897599999968861,0.008109199999992711,0.0069296799999918335,0.005455279999992513,0.008404079999991154,0.006782239999992612,
