,C0,C11,C15,C20,C22,C24,C26,C28,C29
Trondheim/audio,0.006232319999995184,,0.00610247999999558,0.003505679999996403,,,0.006491999999994391,0.007400879999995169,0.00610247999999558
Trondheim/audio/01,0.009810959999995816,0.01297255999999436,0.0066616799999970056,0.0005567999999982476,0.01297255999999436,0.014364559999993531,0.01008935999999494,0.008089360000003154,0.009950159999995378
Trondheim/audio/02,0.00867335999999952,0.011834959999998063,0.004658160000005296,0.000771199999995531,0.011834959999998063,0.013258959999998154,0.00895816000000238,0.006082160000005388,0.00881576000000095
Trondheim/audio/03,0.010280479999998704,0.013442079999997247,0.006195520000005672,0.000897519999995211,0.013442079999997247,0.014953279999996738,0.010582720000002155,0.007706720000005163,0.01043160000000043
Trondheim/audio/04,0.008242560000027765,,0.006868800000027875,0.0006105600000125833,,,0.008547840000034057,0.008242560000027765,0.008395200000030911
Trondheim/audio/05,0.006929280000022686,,0.005774400000021274,0.0005132800000069437,,,0.007185920000026158,0.006929280000022686,0.007057600000024422
Trondheim/audio/06,0.007084799999987013,,0.005903999999986809,0.0005247999999937747,,,0.0073471999999839,0.007084799999987013,0.007215999999985456
Trondheim/audio/07,0.008363519999996072,,0.006969599999990805,0.0006195199999865508,,,0.008673279999989347,0.008363519999996072,0.00851839999999271
Trondheim/audio/08,0.00859680000000651,,0.007164000000003057,0.000636799999995219,,,0.00891520000000412,0.00859680000000651,0.008756000000005315
Trondheim/audio/09,0.008635680000011803,,0.007196400000012204,0.0006396800000061376,,,0.008955520000014872,0.008635680000011803,0.008795600000013337
Trondheim/audio/10,0.007002719999995577,,0.005835599999997498,0.000518720000002304,,,0.007262079999996729,0.007002719999995577,0.007132399999996153
Trondheim/video,0.00686976000000783,,0.006726640000007222,0.0038642400000057364,,,0.007280240000008931,0.008157840000007965,0.006726640000007222
Trondheim/video/01,0.009850000000001913,,0.008930000000002991,0.0005292800000020748,,,0.01011464000000295,0.011302800000002833,0.009982320000002431
Trondheim/video/02,0.00886856000000158,,0.004539920000000919,0.0006654400000005722,,,0.009186320000003079,0.006128720000001309,0.008976560000002465
Trondheim/video/03,0.01029368000000197,,0.005935280000000986,0.0008227200000039403,,,0.010581680000003146,0.007553840000001699,0.010401680000002855
Trondheim/video/04,0.02709000000000117,,0.005417999999998813,0.00048160000000052605,,,0.006742399999998483,0.00650159999999822,0.006621999999998351
Trondheim/video/05,0.007680959999991188,,0.0064007999999908805,0.0005689599999953998,,,0.007965439999988888,0.007680959999991188,0.007823199999990038
Trondheim/video/06,0.007624799999998544,,0.006354000000001747,0.0005648000000064712,,,0.00790720000000178,0.007624799999998544,0.007766000000000162
Trondheim/video/07,0.007149599999994649,,0.00595799999999258,0.0005295999999930245,,,0.007414399999991161,0.007149599999994649,0.007281999999992905
Trondheim/video/08,0.007374240000004306,,0.006145200000005957,0.0005462400000055823,,,0.007647360000007097,0.007374240000004306,0.007510800000005702
Trondheim/video/09,0.028764000000006007,,0.005752800000006886,0.0005113600000044016,,,0.007159040000008332,0.006903360000006131,0.007031200000007232
Trondheim/video/10,0.007503840000001816,,0.0062532000000032895,0.000555840000004082,,,0.007781760000003857,0.007503840000001816,0.007642800000002836
