,C0,C1,C2,C3,C6,C7,C9,C17,C19,C25,C28,C29
Trondheim/audio,0.006241279999997573,0.010684479999994778,0.01194671999999386,0.013051040000000569,0.010955839999994055,0.006241279999997573,0.0035276799999977015,0.006241279999997573,0.013051040000000569,0.00366335999999734,0.006241279999997573,0.009206079999994898
Trondheim/audio/01,0.00681904000000344,0.008708079999994567,0.010178879999990897,,0.009032479999991239,0.00681904000000344,0.0009201599999926202,0.004477039999994048,,0.0010735199999913903,0.004477039999994048,0.0072650399999929505
Trondheim/audio/02,0.009908400000000483,0.01012903999999537,0.011599839999991701,,0.010422719999997554,0.009908400000000483,0.0010632799999932274,0.005897999999994852,,0.0012166399999919975,0.005897999999994852,0.008665519999997429
Trondheim/audio/03,0.011401119999998599,0.011612159999994986,0.013082959999991317,,0.011919999999996378,0.011401119999998599,0.0012111199999935707,0.007381119999994468,,0.0013644799999923407,0.007381119999994468,0.010158079999996517
Trondheim/audio/04,,0.0058167200000198704,0.00705432000002304,,0.006064240000021925,,0.000742560000006165,0.003217760000012504,,0.0030940000000114765,0.003217760000012504,0.0047028800000177284
Trondheim/audio/05,0.005748960000005354,0.006433360000002608,0.007802160000004221,,0.00670712000000151,0.005748960000005354,0.0008212799999967046,0.003558879999999931,,0.0009581599999961554,0.003558879999999931,0.005201440000000446
Trondheim/audio/06,,0.006102480000009791,0.007400880000012933,,0.006362160000008998,,0.0007790399999976216,0.0033758400000039046,,0.003246000000004301,0.0033758400000039046,0.004933920000006253
Trondheim/audio/07,,0.006313040000009096,0.007656240000009973,,0.006581680000010692,,0.0008059200000047895,0.0034923200000065435,,0.0033580000000057453,0.0034923200000065435,0.005104160000009017
Trondheim/audio/08,0.005755679999992935,0.006440879999985327,0.007811279999984322,,0.006714959999982284,0.005755679999992935,0.0008222399999908703,0.0035630399999888596,,0.0009592799999893487,0.0035630399999888596,0.005207519999984811
Trondheim/audio/09,0.006296639999987974,0.007046239999979775,0.008545439999977589,,0.007346079999976496,0.006296639999987974,0.0008995199999901615,0.0038979199999857883,,0.0010494399999885218,0.0038979199999857883,0.005696959999980322
Trondheim/audio/10,,0.00580920000000873,0.007045200000007412,,0.006056400000012729,,0.0007416000000119993,0.0032136000000093645,,0.0030900000000073646,0.0032136000000093645,0.004696800000012047
Trondheim/video,0.006075680000002137,0.009994880000002482,0.011183600000002514,0.012424240000003195,0.010259040000002884,0.006075680000002137,0.0034340800000016714,0.006075680000002137,0.012424240000003195,0.0035661600000018723,0.006075680000002137,0.008582080000001824
Trondheim/video/01,0.00789352000000143,0.007801520000001005,0.008990240000001037,,0.008043840000000912,0.00789352000000143,0.000748800000000216,0.003882320000000661,,0.004858880000000454,0.003882320000000661,0.006374160000000018
Trondheim/video/02,0.009152960000001542,0.009060960000001117,0.010249680000001149,,0.009306400000003379,0.009152960000001542,0.0008798400000049611,0.005141760000000772,,0.00611936000000135,0.005141760000000772,0.007635680000001699
Trondheim/video/03,0.010713280000000935,0.01048920000000031,0.01177911999999992,,0.010780959999998174,0.010713280000000935,0.0010983199999969884,0.0066803999999986985,,0.007563039999999077,0.0066803999999986985,0.00909479999999796
Trondheim/video/04,,0.005846800000004038,0.0070908000000038385,,0.006095600000005419,,0.0007464000000041437,0.0032344000000037454,,0.0031100000000030548,0.0032344000000037454,0.0047272000000049275
Trondheim/video/05,0.005910239999998623,0.007260559999998861,0.008805360000000206,,0.007569519999996999,0.005910239999998623,0.0009268799999944122,0.004016479999997102,,0.0010813599999934809,0.004016479999997102,0.005870239999996585
Trondheim/video/06,0.005685120000009647,0.007031200000000126,0.008527199999999624,,0.007330400000000736,0.005685120000009647,0.0008976000000018303,0.0038896000000008257,,0.0010472000000021353,0.0038896000000008257,0.0056848000000009336
Trondheim/video/07,0.005580959999996082,0.006993600000004818,0.008481600000003198,,0.007291200000008047,0.005580959999996082,0.0008928000000096858,0.003868800000006445,,0.0010416000000113002,0.003868800000006445,0.005654400000008053
Trondheim/video/08,0.005496960000002105,0.006933439999997404,0.008408639999998968,,0.0072284799999948746,0.005496960000002105,0.000885119999992412,0.0038355199999955403,,0.0010326399999911473,0.0038355199999955403,0.005605759999994575
Trondheim/video/09,,0.005884399999999346,0.007136400000000265,,0.006134799999998108,,0.0007511999999962882,0.0032551999999981263,,0.003129999999998745,0.0032551999999981263,0.004757599999997808
Trondheim/video/10,0.005779199999999207,0.006467199999992346,0.007843199999992834,,0.006742399999989601,0.005779199999999207,0.0008255999999917663,0.003577599999992742,,0.000963199999990394,0.003577599999992742,0.0052287999999904855
