,C0,C2,C3,C5,C13,C14,C18,C19,C26
Trondheim/audio,0.009118559999983233,0.006217199999987599,0.010500159999981662,0.046765119999989224,0.008980399999984456,0.010500159999981662,0.010072879999988515,0.008289599999979913,0.007736959999984805
Trondheim/audio/01,,0.0005475199999978031,0.008693760000003437,,0.005223680000003839,0.008693760000003437,,0.006714720000008612,0.004266480000012507
Trondheim/audio/02,,0.000774320000004991,0.010036480000003678,,0.006468880000003452,0.010036480000003678,0.0044736800000002575,0.008022400000008645,0.00557416000001254
Trondheim/audio/03,,0.0009267200000060427,0.008847280000004787,,0.007943520000004867,0.008847280000004787,0.005838239999999217,0.009629920000008951,0.007258480000011502
Trondheim/audio/04,,0.0005379199999993034,0.006418320000008748,,0.004916160000007608,0.006418320000008748,0.006691440000011539,0.005598960000014586,0.00396024000001205
Trondheim/audio/05,,0.0006108800000106385,0.006764239999995425,,0.005181119999996042,0.006764239999995425,0.007052079999994021,0.005900719999992532,0.004173679999993851
Trondheim/audio/06,,0.0005737600000088605,0.007008640000009336,,0.005368320000009419,0.007008640000009336,0.007306880000015781,0.00611392000002553,0.00432448000002239
Trondheim/audio/07,,0.0005507200000067769,0.006673999999989633,,0.005111999999989791,0.006673999999989633,0.006957999999983144,0.0058219999999735705,0.004117999999976973
Trondheim/audio/08,,0.0005420800000024428,0.0058392799999964495,,0.00447263999999592,0.0058392799999964495,0.00608775999999267,0.005093839999986471,0.0036029599999878315
Trondheim/audio/09,,0.0006355200000029981,0.006907120000015254,,0.005290560000013045,0.006907120000015254,0.007201040000019532,0.006025360000023738,0.00426184000001939
Trondheim/audio/10,,0.0006319999999959691,0.007456080000018517,,0.005711040000015544,0.007456080000018517,0.007773360000022933,0.006504240000026584,0.004600560000021403
Trondheim/video,0.0087542400000018,0.005968800000001551,0.01008064000000175,0.0439804800000001,0.00862160000000145,0.01008064000000175,0.009817120000001012,0.008088800000003005,0.007427840000001851
Trondheim/video/01,,0.0005843200000015258,0.006781039999999905,,0.005240640000002017,0.006781039999999905,,0.006394080000001523,0.003830320000002274
Trondheim/video/02,,0.0007739200000003166,0.007070960000001847,,0.00641848000000067,0.007070960000001847,0.00468736000000014,0.007947840000001705,0.005583760000002158
Trondheim/video/03,,0.0009308800000003004,0.00854232000000188,,0.007784960000000396,0.00854232000000188,0.006051680000000559,0.009414880000001347,0.0070508000000018
Trondheim/video/04,,0.0004828799999998523,0.007426000000007704,,0.005688000000006355,0.007426000000007704,0.0077420000000092415,0.006478000000010198,0.00458200000000808
Trondheim/video/05,,0.0005315199999955666,0.006482239999996864,,0.004965119999997825,0.006482239999996864,0.006758079999997335,0.005654719999999003,0.003999679999999728
Trondheim/video/06,,0.00048288000000695774,0.005711440000006007,,0.004374720000004828,0.005711440000006007,0.005954480000006868,0.004982320000006979,0.0035240800000053696
Trondheim/video/07,,0.0006288000000012062,0.005752799999992675,,0.004406399999993482,0.005752799999992675,,0.005018399999986656,0.0035495999999888284
Trondheim/video/08,,0.0005753599999991366,0.007403439999993822,,0.005670719999994134,0.007403439999993822,0.007718479999990535,0.0064583199999859175,0.004568079999987873
Trondheim/video/09,,0.0006278400000070405,0.005888159999990705,,0.0045100799999922,0.005888159999990705,,0.005136479999986676,0.003633119999989276
Trondheim/video/10,,0.0005644799999942052,0.006805600000006962,,0.005212800000006013,0.006805600000006962,0.007095200000009072,0.005936800000011289,0.004199200000009284
