,C0,C4,C9,C14,C19,C25,C26,C28
Trondheim/audio,0.010615840000006926,0.008393920000003163,0.009381440000005625,0.008887680000007947,0.011109600000004605,0.008270480000003744,0.009875200000003304,0.011109600000004605
Trondheim/audio/01,,0.0037711199999996836,,0.004224640000000335,0.006767520000003913,0.001054079999988744,0.004377279999996375,0.006767520000003913
Trondheim/audio/02,,0.00527800000000056,,0.005668799999998697,0.0043399199999996085,0.001302319999989976,0.005952879999995275,0.0043399199999996085
Trondheim/audio/03,,0.006534240000004132,,0.0070751199999961045,0.0057587200000028815,0.0014327199999897289,0.007443039999998291,0.0057587200000028815
Trondheim/audio/04,,0.0034884000000232618,,0.003138079999999377,0.004991999999987229,0.0010336000000279455,0.0034319999999894435,0.004991999999987229
Trondheim/audio/05,,0.0012686400000276876,,0.0028934399999940297,0.006364160000003949,0.0011276800000246112,0.004954560000001607,0.006364160000003949
Trondheim/audio/06,,0.0014162400000259368,,0.002872320000008699,0.004339200000003984,0.0012588800000230549,0.002983200000002739,0.004339200000003984
Trondheim/audio/07,,0.0011915999999843052,,0.0027667200000109915,0.005385600000010982,0.001059199999986049,0.004161600000010424,0.005385600000010982
Trondheim/audio/08,,0.0014076000000144973,,0.002965599999996016,0.004275200000002144,0.0012512000000128864,0.0029392000000001417,0.004275200000002144
Trondheim/audio/09,,0.0014241599999778032,,0.002884640000004879,0.004259840000010229,0.0012659199999802695,0.0029286400000074764,0.004259840000010229
Trondheim/audio/10,,0.003408480000004488,,0.0027438400000079355,0.0048742399999994745,0.0010099200000013298,0.0033510399999983065,0.0048742399999994745
Trondheim/video,0.013388479999999703,0.010586240000002078,0.011831680000000233,0.011208959999997603,0.014128560000003176,0.010430560000001421,0.012454400000002863,0.014128560000003176
Trondheim/video/01,,0.001568799999995818,,0.004579359999999255,0.009272720000000234,0.0012678399999970225,0.007682320000000686,0.009272720000000234
Trondheim/video/02,,0.0017255999999949978,,0.005896319999999733,0.008684559999998953,0.0014246399999962023,0.004343999999997905,0.008684559999998953
Trondheim/video/03,,0.0018697599999946135,,0.007264799999999738,0.0038222399999998657,0.001568799999995818,0.006042719999999946,0.0038222399999998657
Trondheim/video/04,,0.0037432799999947974,,0.0031310399999995298,0.0076251999999943365,0.0011091199999953005,0.006238799999994882,0.0076251999999943365
Trondheim/video/05,,0.0013283999999842422,,0.0029075200000008294,0.0053609599999902,0.001180799999985993,0.0041425599999911356,0.0053609599999902
Trondheim/video/06,,0.0012816000000128724,,0.0034003199999972367,0.005983999999997991,0.0011392000000114422,0.004623999999999739,0.005983999999997991
Trondheim/video/07,,0.0014284800000154974,,0.003204959999997925,0.006821759999994015,0.0012697600000137754,0.005271359999994729,0.006821759999994015
Trondheim/video/08,,0.0013975200000118093,,0.0029339199999967036,0.005290560000005939,0.0012422400000104972,0.0040881600000055585,0.005290560000005939
Trondheim/video/09,,0.0033285600000034776,,0.0031433599999957096,0.0067804000000037945,0.0009862400000031357,0.005547600000003428,0.0067804000000037945
Trondheim/video/10,,0.0035726399999944647,,0.0032419200000006754,0.0072776000000018826,0.0010585599999899387,0.005954400000000248,0.0072776000000018826
