,C0,C2,C3,C4,C7,C8,C17,C19,C20,C21,C22,C26,C28,C29
Trondheim/audio,0.006896640000007892,0.05242400000000913,0.006321920000004866,0.006896640000007892,,0.00905184000000503,0.0067529600000071355,0.007615040000004569,0.04955040000000821,0.04955040000000821,0.0106896000000134,0.0458646400000049,0.008908160000004273,0.006465600000005622
Trondheim/audio/01,,0.07106928000000678,0.0008411200000111307,0.006182400000003696,,0.007597120000003343,0.006053280000003269,0.0061603200000028835,0.0686660800000034,0.0686660800000034,0.01007312000000482,0.052440159999999736,,0.0007787199999960137
Trondheim/audio/02,,0.05975744000000205,0.0012840800000049057,0.007583040000000096,,0.009141280000001473,0.0074448000000018055,0.0064703200000053585,0.056992640000000705,0.056992640000000705,0.01161728000000295,0.06627327999999721,,0.0010967999999884626
Trondheim/audio/03,,0.08370359999999977,0.0012652800000054754,0.008661440000004461,,0.004117199999996046,0.008536560000003135,0.007784880000006211,0.08120600000000167,0.08120600000000167,0.009052240000002598,0.08201224000000096,,0.0010779999999890322
Trondheim/audio/04,,0.03708672000001911,0.0011238399999911053,0.004916800000003718,,0.006321600000006811,0.00477632000000483,0.004916800000003718,0.03427712000001293,0.03427712000001293,0.007726400000009903,0.03006272000000365,,0.0009833599999922171
Trondheim/audio/05,,0.034214400000024625,0.0010368000000084976,,,0.005832000000019377,0.0044064000000147985,0.004536000000015861,0.03162240000001759,0.03162240000001759,0.007128000000022894,0.027734400000007042,,0.0009072000000074354
Trondheim/audio/06,,0.0394499999999951,0.0010499999999851184,,,0.006599999999991724,0.0053692800000035845,0.005099999999991667,0.036449999999994986,0.036449999999994986,0.00809999999999178,0.033794879999994976,,0.0008999999999872443
Trondheim/audio/07,,0.03406655999999941,0.0010323199999788812,0.0045163999999928706,,0.005806799999994894,0.00438735999999551,0.0045163999999928706,0.031485759999995366,0.031485759999995366,0.007097199999996917,0.027614559999989297,,0.0009032799999815211
Trondheim/audio/08,,0.03572592000000441,0.0009508799999906614,,,0.005976959999998144,0.004966719999991653,0.004618559999997274,0.03300912000000267,0.03300912000000267,0.007335359999999014,0.03126112000000347,,0.0008150399999919955
Trondheim/audio/09,,0.03172832000000625,0.0008444799999907104,,,0.005308159999998452,0.004368320000004644,0.004101759999997512,0.02931552000000437,0.02931552000000437,0.006514559999999392,0.027494719999999973,,0.0007238399999920375
Trondheim/audio/10,,0.0323347200000228,0.0009798400000136098,,,0.005511600000019712,0.004164320000015209,0.00428680000001691,0.029885120000017196,0.029885120000017196,0.006736400000022513,0.02621072000000879,,0.0008573600000119086
Trondheim/video,0.006263039999993225,0.04992999999999448,0.005741119999996158,0.006263039999993225,,0.008220239999996437,0.006132559999993958,0.006915439999996664,0.04732039999999493,0.04732039999999493,0.010396479999995378,0.04316903999999688,0.00808975999999717,0.005871599999995425
Trondheim/video/01,,0.07199584000000314,0.0009570400000029622,,,0.007821280000003483,0.006069920000001616,0.00651648000000371,0.06926144000000178,0.06926144000000178,0.011274160000002809,0.05148592000000285,,0.000820320000002539
Trondheim/video/02,,0.011811440000006002,0.0010895200000025085,0.007478880000002519,0.009675680000004405,0.004352879999999004,0.007349760000002092,0.007930560000003695,0.009161840000004418,0.009161840000004418,0.006357760000000212,0.06438656000000265,,0.0009528000000020853
Trondheim/video/03,,0.058578319999996964,0.0013953599999947386,,,0.005594160000002901,0.008768560000000036,0.008378320000003825,0.055763919999998635,0.055763919999998635,0.0075431200000011245,0.09214216000000164,,0.0013687199999985467
Trondheim/video/04,,0.032693760000004346,0.0009907200000043304,0.004334400000002958,,0.005572800000003042,0.004210560000002417,0.004334400000002958,0.030216960000004178,0.030216960000004178,0.006811200000003126,0.026501760000003927,,0.0008668800000037891
Trondheim/video/05,,0.03282239999999703,0.0008735999999878175,0.004485599999991763,,0.005491199999994478,0.004357439999992607,0.004243199999994118,0.030326399999996312,0.030326399999996312,0.006739199999994838,0.027426239999996938,,0.0007487999999895578
Trondheim/video/06,,0.03730391999999583,0.0009928800000089666,0.004877599999993265,,0.006271199999993371,0.004738239999994676,0.004877599999993265,0.03446711999999863,0.03446711999999863,0.007664799999993477,0.02982303999999658,,0.0008510400000076856
Trondheim/video/07,,0.03678072000000299,0.000963199999990394,0.00495359999999323,,0.006054399999996463,0.004815999999994602,0.004678399999995975,0.03402872000000201,0.03402872000000201,0.0074303999999969506,0.03312720000000269,,0.0008255999999917663
Trondheim/video/08,,0.03362304000000904,0.001018880000003719,0.004457600000005613,,0.005731200000006709,0.004330240000005148,0.004457600000005613,0.03107584000000685,0.03107584000000685,0.007004800000007805,0.02725504000000356,,0.0008915200000032542
Trondheim/video/09,,0.03820863999999702,0.001016960000011835,0.0050539999999976715,,0.006497999999997006,0.004909599999997738,0.0050539999999976715,0.03530303999999873,0.03530303999999873,0.007941999999996341,0.030901599999999974,,0.0008716800000101443
Trondheim/video/10,,0.035207039999988865,0.0010668799999962175,,,0.006001199999992934,0.004534239999994583,0.00466759999999411,0.032539839999991216,0.032539839999991216,0.007334799999991759,0.028539039999994742,,0.0009335199999966903
