,C0,C2,C7,C10,C18,C20,C22,C24,C26,C29
Trondheim/audio,0.00954095999999538,0.006505199999995881,0.005204159999994573,0.05002911999999782,0.01130895999999737,0.00795079999999615,0.051474719999998086,0.051474719999998086,0.009996879999995656,
Trondheim/audio/01,,0.003264000000001488,0.0005932800000039151,,,0.006164000000001835,,,0.007609600000002104,0.01021071999999279
Trondheim/audio/02,,0.005082160000000613,0.0007225600000033694,,,0.006202240000000359,,,0.009188720000000927,0.012273439999994196
Trondheim/audio/03,,0.006401119999999594,0.000909279999998347,,,0.007629760000000374,,,0.010223279999994617,0.013592399999993177
Trondheim/audio/04,,0.0033676799999966534,0.0005331200000000536,,,0.0028439999999889665,,,0.006314399999993725,0.009120799999990936
Trondheim/audio/05,,0.0029644800000170335,0.0006175999999982196,,,0.0026751999999987675,,,0.005558400000026609,0.007905280000031212
Trondheim/audio/06,,0.003515519999993444,0.0005750400000010814,,,0.0030261599999974464,,,0.006591599999993036,0.009667679999992629
Trondheim/audio/07,,0.00323711999999432,0.0005603200000052766,,,0.003219040000004725,,,0.006069599999996456,
Trondheim/audio/08,,0.002887680000000614,0.0005968000000109441,,,0.004090879999999686,,,0.005414399999999375,0.007700479999996901
Trondheim/audio/09,,0.002883840000009741,0.0005936000000019703,,,0.004085440000011431,,,0.005407200000014711,0.007690240000016502
Trondheim/audio/10,,0.0034271999999901936,0.0005430399999966085,,,0.0031856000000090035,,,0.0064259999999833894,0.009281999999977586
Trondheim/video,0.008759520000001686,0.005972400000000988,0.004777920000000435,0.047997440000003166,0.009157680000001278,0.007299600000001405,0.04932464000000358,0.04932464000000358,0.009343840000001435,
Trondheim/video/01,,0.0034924800000020184,0.0005238399999996091,,,0.0044416000000016,,,0.007706880000002414,0.011781440000003585
Trondheim/video/02,,0.00483944000000136,0.0007520799999980454,,,0.00576591999999998,,,0.009053840000001756,0.013128400000002927
Trondheim/video/03,,0.006477440000002943,0.0008996799999980709,,,0.007125920000000008,,,0.010338400000003745,0.014909280000003022
Trondheim/video/04,,0.003757440000001111,0.00048767999999910217,,,0.0037082399999999183,,,0.007045200000000307,0.010176399999998864
Trondheim/video/05,,0.003778559999993547,0.0005942399999980807,,,0.0036017599999951244,,,0.007084799999990565,0.010076159999989898
Trondheim/video/06,,0.003480959999997424,0.0004867199999978311,,,0.003244559999995289,,,0.006526799999996058,0.009427599999995095
Trondheim/video/07,,0.003039360000002489,0.0005263999999982616,,,0.0031574400000025094,,,0.005698800000001114,
Trondheim/video/08,,0.0033484800000067594,0.0004902400000048601,,,0.0030705600000011657,,,0.006278400000010009,0.00906880000001209
Trondheim/video/09,,0.0035404799999980696,0.0006316799999979139,,,0.0033793600000002755,,,0.006638399999999933,0.009441280000004326
Trondheim/video/10,,0.003231359999993799,0.0005321600000058879,,,0.003018400000001975,,,0.006058799999991038,0.008886239999988277
