,C0,C6,C7,C10,C13,C14,C21,C22,C23,C24,C26
Trondheim/audio,0.028767999999992355,0.020187999999993878,0.08564799999999195,0.02006399999999431,0.021481599999994216,0.014755999999994884,0.018529599999993707,0.016367999999992833,0.020435999999993015,0.017979999999994334,0.021605599999993785
Trondheim/audio/01,0.029228479999996893,0.0070037599999999145,,0.008251760000000274,0.009793359999999751,0.0009249600000060809,0.005375520000001188,0.007631759999998877,0.007342240000003386,0.0063373599999998476,0.009793359999999751
Trondheim/audio/02,0.0584217599999981,0.008537439999997787,,0.009785439999998147,0.011327039999997623,0.0010784000000043648,0.006908479999996331,0.00916543999999675,0.00887375999999307,0.0038258399999975268,0.011327039999997623
Trondheim/audio/03,0.07099399999999889,0.01126520000000042,,0.01115440000000234,0.012682800000000327,0.0012156000000054235,0.009782400000002411,0.010521199999999453,0.011552800000004027,0.005074879999995119,0.012682800000000327
Trondheim/audio/04,0.026518559999999525,0.0045947999999924605,0.03964656000000133,0.0045947999999924605,0.0059075999999933515,0.0007876799999877448,0.0032819999999915694,0.003294719999999529,0.004857359999988375,0.004200959999998588,0.0059075999999933515
Trondheim/audio/05,0.030946400000004815,0.004740399999995759,0.04626640000000748,0.004740399999995759,0.006094799999992517,0.0008126400000065814,0.003385999999999001,0.003379199999997695,0.005011279999997953,0.004334079999992468,0.006094799999992517
Trondheim/audio/06,0.028199199999988878,0.005535599999994645,0.042159199999986186,0.005535599999994645,0.00711719999999616,0.0009489599999881193,0.00395399999999313,0.005535599999994645,0.005851919999990685,0.005061120000000585,0.00711719999999616
Trondheim/audio/07,0.02747199999998884,0.005577599999988081,0.041071999999985565,0.005577599999988081,0.007171199999987721,0.0009561599999869941,0.003983999999988441,0.005577599999988081,0.005896319999983746,0.005099519999994584,0.007171199999987721
Trondheim/audio/08,0.030493919999997843,0.004527600000002963,0.04558991999999762,0.004527600000002963,0.005821199999999749,0.0007761600000151248,0.0032340000000061764,0.004527600000002963,0.004786320000008004,0.0041395199999954,0.005821199999999749
Trondheim/audio/09,0.03076863999999091,0.00516039999999407,0.04600063999998838,0.00516039999999407,0.00663479999999339,0.0008846399999953292,0.003685999999994749,0.00516039999999407,0.005455279999992513,0.004718079999996405,0.00663479999999339
Trondheim/audio/10,,0.004863600000014401,,0.004863600000014401,0.0062532000000175,0.0008337600000061229,0.0034740000000113014,0.004863600000014401,0.005141520000016442,0.004446720000011339,0.0062532000000175
Trondheim/video,0.03049408000000753,0.02112760000000513,0.08667008000000287,0.020996160000004593,0.02240464000000486,0.015641360000005378,0.019548080000005186,0.01735008000000704,0.021389600000006226,0.019058800000003373,0.0225360800000054
Trondheim/video/01,0.027077519999998856,0.007048799999999744,,0.008232559999999722,0.009773360000000508,0.00092447999999834,0.005492799999998965,0.007575360000002362,0.007379599999998376,0.006521679999998753,0.009773360000000508
Trondheim/video/02,0.03924632000000017,0.008486639999999213,,0.00967039999999919,0.011211199999999977,0.001069199999998105,0.006921279999998475,0.00901320000000183,0.00878935999999797,0.012088319999998376,0.011211199999999977
Trondheim/video/03,0.06768152000000072,0.011103840000000531,,0.010972479999999507,0.01251320000000078,0.0012007199999981566,0.009657279999998991,0.010315200000002633,0.011366960000000148,0.004052399999999068,0.01251320000000078
Trondheim/video/04,,0.004387600000001157,,0.004387600000001157,0.005641200000001234,0.0007521600000011119,0.0031340000000010804,,0.004638320000001528,0.004011520000000601,0.005641200000001234
Trondheim/video/05,0.028053760000005923,0.005529999999996704,0.04194176000000738,0.005529999999996704,0.007109999999997285,0.0009479999999939537,0.003949999999996123,0.005529999999996704,0.005845999999994689,0.005055999999999727,0.007109999999997285
Trondheim/video/06,,0.005258399999998886,,0.005258399999998886,0.006760799999998568,0.0009014399999998091,0.0037559999999992044,0.005258399999998886,0.0055588799999988225,0.004807679999998982,0.006760799999998568
Trondheim/video/07,,0.004507999999990631,,0.004507999999990631,0.005795999999989476,0.0007727999999929125,0.003219999999991785,,0.004765599999988268,0.004121599999994174,0.005795999999989476
Trondheim/video/08,0.031059519999999452,0.0055075999999978364,0.046435519999999286,0.0055075999999978364,0.007081199999998233,0.0009441599999959749,0.0039339999999974395,0.0055075999999978364,0.005822319999996495,0.005035519999999849,0.007081199999998233
Trondheim/video/09,,0.004373600000008082,,0.004373600000008082,0.005623200000009376,0.0007497600000050397,0.003124000000006788,,0.004623520000009762,0.003998720000005562,0.005623200000009376
Trondheim/video/10,,0.004482799999998122,,0.004482799999998122,0.0057635999999980925,0.0007684799999978509,0.0032019999999981508,,0.004738959999997405,0.004098559999999196,0.0057635999999980925
