,C0,C1,C2,C5,C9,C10,C15,C16,C18,C25,C28,C29
Trondheim/audio,0.03332064000000656,0.02239584000000505,0.016933440000006073,0.021166800000006702,0.02505544000000981,0.017070000000007468,0.022668960000007843,0.022508160000011657,0.019528080000004167,0.06983424000000582,0.022532400000006447,0.021166800000006702
Trondheim/audio/01,0.03862895999999694,0.012390639999996012,0.0005897599999968861,0.011751760000006328,0.014150639999996883,0.0005017600000059019,0.012710639999998108,0.012390639999996012,0.005390640000001667,0.03909711999999743,0.01255063999999706,0.010950639999997236
Trondheim/audio/02,0.052255599999995184,0.012541999999996278,0.0007621600000007334,0.010998319999995232,0.015655599999995218,0.0006454399999960003,0.01419831999999488,0.013895599999994346,0.006895600000000002,0.062210319999998376,0.014046959999994613,0.011101999999997503
Trondheim/audio/03,0.0661786399999933,0.013997359999994075,0.0009279999999982635,0.012478639999997654,0.017141039999994945,0.0007667199999943364,0.0156786399999973,0.015381039999994073,0.008381039999999729,0.07461503999999763,0.015529839999995687,0.012478639999997654
Trondheim/audio/04,,0.014195600000029174,0.0006297600000095827,0.010368960000022298,0.015430000000030475,0.0004937600000118891,0.014319040000032146,0.014072160000026201,0.014072160000026201,0.028884960000013393,0.014195600000029174,0.012961200000027873
Trondheim/audio/05,,0.014449920000018324,0.0005452800000114166,0.01158720000001523,0.015949440000021298,0.0005948799999941912,0.014722560000024032,0.014449920000018324,0.014449920000018324,0.03203520000001703,0.014586240000021178,0.013223040000021058
Trondheim/audio/06,0.031059520000013663,0.014831520000029741,0.0005596800000091662,0.011893200000024251,0.01637064000003363,0.0006230399999935798,0.015111360000034324,0.014831520000029741,0.014831520000029741,0.03288120000001982,0.014971440000032032,0.013572240000030433
Trondheim/audio/07,,0.013551039999953218,0.0005113599999901908,0.010866399999962084,0.01495727999994756,0.0005615999999974974,0.013806719999948314,0.013551039999953218,0.013551039999953218,0.030042399999985037,0.013678879999950766,0.012400479999953973
Trondheim/audio/08,,0.01424159999998409,0.0005731200000127501,0.010402559999988625,0.015479999999982397,0.0004953600000021652,0.01436543999998463,0.014117759999983548,0.014117759999983548,0.02897855999999166,0.01424159999998409,0.013003199999985782
Trondheim/audio/09,,0.0137715199999775,0.0005196799999964696,0.011043199999981823,0.015200639999974896,0.0005583999999885236,0.014031359999975734,0.0137715199999775,0.0137715199999775,0.030531199999984437,0.013901439999976617,0.012602239999978337
Trondheim/audio/10,,0.013928800000016395,0.0005548800000099163,0.010174080000012964,0.015140000000016585,0.00048448000001144464,0.014049920000019256,0.013807680000013534,0.013807680000013534,0.028342080000015812,0.013928800000016395,0.012717600000016205
Trondheim/video,0.03404287999999411,0.0228812799999929,0.017300479999995844,0.021625599999993028,0.025699839999994367,0.017439999999995237,0.023160319999991685,0.0228812799999929,0.019951359999994978,0.054542079999997384,0.023020799999992292,0.021625599999993028
Trondheim/video/01,0.038982400000000084,0.017221600000000947,0.0005267200000034222,0.012395200000000273,0.01880912000000201,0.0005267200000034222,0.01748496000000266,0.017221600000000947,0.0055308799999984615,0.1034417600000026,0.017353280000001803,0.013975360000001658
Trondheim/video/02,0.05501248000000025,0.01174784000000173,0.0006718400000007563,0.010304640000001086,0.013479680000003214,0.0006910399999977557,0.01218080000000299,0.01189216000000215,0.006972799999999779,0.04502624000000566,0.01203648000000257,0.010304640000001086
Trondheim/video/03,0.06965504000000067,0.013115360000000464,0.0008648000000039957,0.011658399999998181,0.014847200000001948,0.0008263999999975624,0.013534560000000084,0.013259680000000884,0.008340319999998513,0.058915680000005466,0.013397120000000484,0.011658399999998181
Trondheim/video/04,,0.013813920000007585,0.0005212800000009565,0.011077200000006115,0.015247440000008439,0.0006380800000016507,0.014074560000008063,0.013813920000007585,0.013813920000007585,0.030625200000004682,0.013944240000007824,0.012641040000007209
Trondheim/video/05,,0.013474720000004936,0.000508479999993483,0.010805200000003623,0.014873040000004778,0.0005398400000018455,0.013728960000001678,0.013474720000004936,0.013474720000004936,0.02987319999999727,0.013601840000003307,0.012330640000001836
Trondheim/video/06,0.029395039999997152,0.014775599999996558,0.0005769600000036235,0.011820479999997247,0.016323519999996705,0.0005628800000039291,0.015057039999998523,0.014775599999996558,0.014775599999996558,0.03292847999999893,0.01491631999999754,0.013509119999998376
Trondheim/video/07,,0.013050720000002514,0.0004924800000054574,0.010465200000002284,0.01440504000000331,0.0005078399999973726,0.013296960000005242,0.013050720000002514,0.013050720000002514,0.028933200000007986,0.013173840000003878,0.011942640000004445
Trondheim/video/08,,0.014594080000001952,0.0005507200000067769,0.0117028000000019,0.016108560000002825,0.0006223999999974694,0.01486944000000534,0.014594080000001952,0.014594080000001952,0.03235480000000379,0.014731760000003646,0.013354960000004468
Trondheim/video/09,,0.013919600000015464,0.0005488000000042348,0.010167360000011172,0.015130000000016963,0.0004841599999991786,0.014040640000015259,0.01379856000001567,0.01379856000001567,0.028323360000005238,0.013919600000015464,0.012709200000013965
Trondheim/video/10,,0.013415360000010423,0.0005062400000070966,0.010757600000008694,0.014807520000012175,0.0005321600000058879,0.013668480000013972,0.013415360000010423,0.013415360000010423,0.02974160000000836,0.013541920000012198,0.01227632000001222
