,C0,C2,C3,C7,C9,C11,C15,C19,C20,C21,C27,C28
Trondheim/audio,0.035601440000007756,0.0270288800000138,0.02235840000000877,0.02235840000000877,0.02087904000000762,0.022217440000009248,0.025447280000012285,0.02087904000000762,0.026905600000013408,0.025848800000012773,0.01940680000000583,0.055692159999999546
Trondheim/audio/01,0.07795135999999658,0.01085936000000487,0.008125680000006241,0.008125680000006241,0.006892880000005874,0.007037680000003377,0.00950328000000411,0.004314800000003061,0.01085936000000487,0.009873120000005287,0.0029587200000023017,0.04860279999999406
Trondheim/audio/02,,0.011627919999995129,0.010471040000012977,0.010471040000012977,0.008889440000011462,0.007062239999999775,0.010007839999996548,0.004627359999997083,0.011627919999995129,0.01044967999999713,0.004993760000008507,0.06445367999999618
Trondheim/audio/03,,0.013349360000002974,0.007742000000011018,0.007742000000011018,0.010253680000012366,0.008600160000000301,0.011664160000002255,0.006236319999999296,0.013349360000002974,0.012123760000001482,0.006358000000009412,0.09408991999999472
Trondheim/audio/04,,0.01012319999998823,0.00745919999999245,0.00745919999999245,,0.00599399999999406,0.00865799999998984,0.004661999999996169,0.01012319999998823,0.00905759999999134,0.003196799999997779,0.02850480000000033
Trondheim/audio/05,,0.009978799999984744,0.008480640000009032,0.008480640000009032,0.006966240000011226,0.005219679999989069,0.008290079999987654,0.003684479999989776,0.009978799999984744,0.008750639999981047,0.003634560000008946,0.0324081600000099
Trondheim/audio/06,,0.009527359999978557,0.007020159999981956,0.007020159999981956,,0.005641199999985247,0.008148399999981848,0.004387599999986946,0.009527359999978557,0.008524479999977075,0.003008639999990237,0.02682703999998637
Trondheim/audio/07,,0.00966111999999697,0.007118720000001133,0.007118720000001133,,0.005720400000001291,0.008262799999997128,0.004449200000003373,0.00966111999999697,0.008644160000002898,0.0030508800000035308,0.027203680000006614
Trondheim/audio/08,,0.010010000000001185,0.007978880000017341,0.007978880000017341,0.006554080000015006,0.005236000000003571,0.008316000000000656,0.0036960000000050286,0.010010000000001185,0.008778000000006614,0.003419520000008447,0.030490720000010185
Trondheim/audio/09,,0.009837440000005415,0.007248640000007356,0.007248640000007356,,0.005824800000006292,0.008413600000004351,0.004530400000007262,0.009837440000005415,0.008801920000010455,0.0031065600000061977,0.027700160000001972
Trondheim/audio/10,,0.008527999999984104,0.008480640000009032,0.008480640000009032,0.006966240000011226,0.0044607999999897174,0.007084799999987013,0.00314879999999107,0.008527999999984104,0.007478399999982344,0.003634560000008946,0.0324081600000099
Trondheim/video,0.041176800000002345,0.03062360000000197,0.025881600000001725,0.025881600000001725,0.024148800000002524,0.025696800000002185,0.028920800000001634,0.024148800000002524,0.03062360000000197,0.029385200000003664,0.022446000000002186,0.06459520000000296
Trondheim/video/01,,0.011817599999996986,0.009093599999996371,0.009093599999996371,0.0076495999999970365,0.0073411999999990485,0.010229199999997718,0.0050539999999976715,0.011817599999996986,0.010662399999997518,0.0034655999999984033,0.056578800000000484
Trondheim/video/02,,0.011602480000000526,0.010693359999997654,0.010693359999997654,0.009202159999997406,0.007093839999999574,0.01000263999999973,0.00481912000000051,0.011602480000000526,0.010438960000001885,0.0050181599999987725,0.07149552000000092
Trondheim/video/03,,0.012779679999999516,0.004702799999998675,0.004702799999998675,0.010583359999998265,0.008271039999998564,0.01117983999999872,0.0059963199999995,0.012779679999999516,0.011540559999996702,0.006399359999999632,0.11422152000000096
Trondheim/video/04,,0.010743359999999313,0.007916160000000616,0.007916160000000616,,0.006361200000000622,0.00918839999999932,0.004947600000001273,0.010743359999999313,0.009612480000001256,0.003392640000001279,0.030251040000003115
Trondheim/video/05,,0.009612480000001256,0.007082879999998681,0.007082879999998681,,0.005691599999998687,0.00822120000000126,0.0044267999999973995,0.009612480000001256,0.008600639999997384,0.0030355199999974047,0.027066719999993438
Trondheim/video/06,,0.010889279999997115,0.008023679999997313,0.008023679999997313,,0.006447599999997777,0.009313199999997579,0.0050147999999978765,0.010889279999997115,0.009743039999996483,0.003438719999998341,0.030661919999996456
Trondheim/video/07,,0.010658240000001484,0.007853440000001655,0.007853440000001655,,0.006310800000001393,0.009115600000001223,0.004908400000001478,0.010658240000001484,0.009536320000002263,0.0033657600000012167,0.0300113599999996
Trondheim/video/08,,0.009132160000021372,0.006728960000017992,0.006728960000017992,,0.005407200000014711,0.007810400000018092,0.004205600000013021,0.009132160000021372,0.008170880000022862,0.002883840000009741,0.025714240000006328
Trondheim/video/09,,0.008408399999996874,0.008749439999998998,0.008749439999998998,0.007187039999998035,0.004398239999996889,0.006985439999997567,0.00310463999999655,0.008408399999996874,0.007373519999994471,0.003749759999998048,0.03343535999999503
Trondheim/video/10,,0.010609600000002217,0.007817600000002756,0.007817600000002756,,0.006282000000002341,0.009074000000001803,0.0048860000000026105,0.010609600000002217,0.009492800000003854,0.003350400000002196,0.029874400000004186
