,C0,C2,C3,C4,C13,C14,C17,C19,C20,C24,C25,C28,C29
Trondheim/audio,0.007156000000001939,0.00529544000000115,0.011957439999996211,0.006869760000000724,0.013072319999999138,0.009360399999998492,0.007299120000002546,0.013072319999999138,0.01179887999999707,0.06217975999999936,0.007156000000001939,0.046769920000002685,0.00893103999999667
Trondheim/audio/01,0.007919999999998595,0.0038054399999936095,0.009853599999992468,0.0032121600000039052,0.011403359999992091,0.00858511999999223,0.006646559999996526,0.011403359999992091,0.00981775999999357,0.10874783999999238,0.007919999999998595,0.057345919999999495,0.008109439999994805
Trondheim/audio/02,0.009346319999998798,0.0052317599999938125,0.011279919999992671,0.005019760000006812,0.012829679999992294,0.009967999999989985,0.008058399999995913,0.012829679999992294,0.011244079999993772,,0.009346319999998798,0.07173943999999821,0.009535759999995008
Trondheim/audio/03,0.010777440000001803,0.006662879999996818,0.012711039999995677,0.006359760000005821,0.0142607999999953,0.011396479999998377,0.009488640000000714,0.0142607999999953,0.012675199999996778,,0.010777440000001803,0.11478656000000242,0.010966879999998014
Trondheim/audio/04,,0.0032678399999923613,0.007897279999987461,0.004765599999991821,0.0092588799999902,0.006807999999978165,0.005174079999981984,0.0092588799999902,0.007897279999987461,,,0.029138239999987547,0.0063995199999880015
Trondheim/audio/05,,0.0029606400000119493,0.007154880000022956,0.004317600000014465,0.008388480000022014,0.0061680000000308155,0.004687680000024841,0.008388480000022014,0.007154880000022956,,,0.026399040000008256,0.00579792000002044
Trondheim/audio/06,,0.003348479999985443,0.008092159999968374,0.0048831999999805475,0.009487359999965861,0.00697599999996612,0.005301759999973399,0.009487359999965861,0.008092159999968374,,,0.029857279999994546,0.006557439999973269
Trondheim/audio/07,,0.002910720000002698,0.007034240000002967,0.004244800000002158,0.008247040000000538,0.006064000000009173,0.004608640000007824,0.008247040000000538,0.007034240000002967,,,0.025953919999999187,0.005700160000003507
Trondheim/audio/08,,0.0031468800000027386,0.007604960000008987,0.004589200000005178,0.008916160000012496,0.006556000000003337,0.004982560000001968,0.008916160000012496,0.007604960000008987,,,0.028059679999998366,0.006162640000006547
Trondheim/audio/09,,0.002899199999987445,0.007006399999973212,0.004227999999983467,0.008214399999971533,0.006039999999970291,0.004590399999976569,0.008214399999971533,0.007006399999973212,,,0.025851199999983976,0.00567759999997719
Trondheim/audio/10,0.006276159999998754,0.0034233599999993203,0.008273119999998357,0.0029030399999925294,0.009699519999998074,0.007131999999998584,0.005420319999998924,0.009699519999998074,0.008273119999998357,0.04607271999999085,0.006276159999998754,0.03052495999999394,0.006704079999998669
Trondheim/video,0.006007999999997793,0.004445919999998438,0.008806079999999383,0.005767679999998165,0.010319679999998499,0.00783375999999869,0.006128159999997607,0.010319679999998499,0.008674879999999163,0.05545967999999846,0.006007999999997793,0.03907455999999776,0.007473279999999249
Trondheim/video/01,0.007045120000000793,0.003148800000001728,0.00864160000000247,0.003152639999996154,0.009818720000001946,0.007592000000002486,0.005882720000000674,0.009818720000001946,0.00851040000000225,,0.007045120000000793,0.047759680000000415,0.0071984000000018256
Trondheim/video/02,0.008623760000000757,0.005018320000001353,0.010594400000000448,0.004975919999996137,0.012148800000000293,0.009350880000001283,0.007485600000000758,0.012148800000000293,0.010594400000000448,,0.008623760000000757,0.06332792000000076,0.008884560000000263
Trondheim/video/03,0.009891280000001501,0.006285840000002096,0.011861920000001192,0.006452159999996709,0.013416320000001036,0.01054016000000324,0.008727040000001907,0.013416320000001036,0.011861920000001192,,0.009891280000001501,0.09178184000000122,0.010152080000001007
Trondheim/video/04,0.0066105599999986,0.0036057599999992362,0.008713919999998154,0.003025919999998905,0.010216319999997836,0.007511999999998409,0.005709119999998791,0.010216319999997836,0.008713919999998154,,0.0066105599999986,0.032151360000000295,0.007061279999998504
Trondheim/video/05,0.0052940799999987576,0.002887680000000614,0.0069785600000003,0.004211200000000304,0.008181759999999372,0.006016000000002464,0.004572160000002157,0.008181759999999372,0.0069785600000003,0.03886336000000412,0.0052940799999987576,0.025748480000004292,0.005655040000000611
Trondheim/video/06,0.005691839999997228,0.00310463999999655,0.007502879999993439,0.004786319999993793,0.008796479999993778,0.0064679999999910365,0.004915679999992761,0.008796479999993778,0.007502879999993439,0.04178327999999709,0.005691839999997228,0.027683039999995884,0.006079919999994132
Trondheim/video/07,0.005871360000000436,0.0032025599999983,0.007739519999997668,0.0032044799999937368,0.009073919999998736,0.006671999999994682,0.005070719999995532,0.009073919999998736,0.007739519999997668,0.04310111999999933,0.005871360000000436,0.028556159999997277,0.006271679999997559
Trondheim/video/08,0.00615999999999417,0.0033599999999935903,0.00811999999998747,0.0037977600000047573,0.00951999999998776,0.006999999999983686,0.005319999999986891,0.00951999999998776,0.00811999999998747,,0.00615999999999417,0.029959999999991993,0.006579999999988928
Trondheim/video/09,0.005441920000009759,0.002968320000007907,0.00717344000001674,0.004576160000013374,0.008410240000017666,0.006184000000018841,0.004699840000014888,0.008410240000017666,0.00717344000001674,0.0399486400000022,0.005441920000009759,0.026467520000004185,0.0058129600000143
Trondheim/video/10,0.0061740799999938645,0.0033676799999966534,0.008138559999991912,0.003436800000002904,0.009541759999990518,0.007015999999993028,0.005332159999994701,0.009541759999990518,0.008138559999991912,,0.0061740799999938645,0.03002847999999858,0.006595039999993446
