,C0,C2,C4,C5,C8,C16,C22
Trondheim/audio,0.00663167999998393,0.0038684799999870734,0.008974559999984422,0.008974559999984422,0.010079839999985296,0.005250079999985502,0.008698239999986868
Trondheim/audio/01,0.005382479999997969,0.0010387199999968288,0.006396159999997764,0.006396159999997764,0.007501439999998638,0.003825679999998499,0.0061198400000002096
Trondheim/audio/02,0.008267839999998472,0.001186480000001211,0.0077191999999968175,0.0077191999999968175,0.008824479999997692,0.005432639999998656,0.007442879999999263
Trondheim/audio/03,0.009516879999999617,0.0015342399999980216,0.012400080000002589,0.012400080000002589,0.01362264000000124,0.006681679999999801,0.011964720000005258
Trondheim/audio/04,0.004871679999993717,0.0011366400000270005,0.005399040000021671,0.005399040000021671,0.006251520000006394,0.003349279999994792,0.004830720000008171
Trondheim/audio/05,,0.0010201599999959399,0.004845760000002031,0.004845760000002031,0.005610880000006091,,0.004335680000004061
Trondheim/audio/06,,0.0011488000000099419,0.005456800000004591,0.005456800000004591,0.006318399999997837,0.0026628800000025876,0.00488239999999962
Trondheim/audio/07,,0.0009689600000228893,0.004602560000023459,0.004602560000023459,0.005329280000012204,,0.004118080000012014
Trondheim/audio/08,0.004692479999988564,0.0012115200000266668,0.005754720000020086,0.005754720000020086,0.006663360000004559,0.003226079999990361,0.005148960000006753
Trondheim/audio/09,0.0050713600000165115,0.0011820799999782139,0.005614879999981781,0.005614879999981781,0.006501439999993863,0.003486560000013128,0.005023839999992674
Trondheim/audio/10,0.0031275200000067116,0.0012582400000269445,0.005976640000021405,0.005976640000021405,0.006920320000006086,0.0030747200000007524,0.005347520000007933
Trondheim/video,0.007434240000002035,0.004336640000001779,0.011128480000001773,0.011128480000001773,0.01236752000000152,0.005885440000001907,0.010818720000001392
Trondheim/video/01,0.005796239999998676,0.0011795199999937722,0.008258799999998345,0.008258799999998345,0.009497839999998092,0.004046639999998547,0.007949039999997964
Trondheim/video/02,0.007324559999998925,0.0013009599999929122,0.009447199999998546,0.009447199999998546,0.010686239999998293,0.0055749599999987964,0.009137439999998165
Trondheim/video/03,0.008561759999999197,0.0014324799999929638,0.01190944000000016,0.01190944000000016,0.01201151999999972,0.006812159999999068,0.010462719999999592
Trondheim/video/04,,0.0012447999999949388,0.005912799999997276,0.005912799999997276,0.006846400000000585,0.00286175999999827,0.005290399999999806
Trondheim/video/05,,0.0009779199999968569,0.004645119999995728,0.004645119999995728,0.005378559999996924,,0.0041561599999973
Trondheim/video/06,,0.0010854399999971065,0.005155839999996914,0.005155839999996914,0.005969919999998297,,0.004613119999998361
Trondheim/video/07,,0.0010854399999971065,0.005155839999996914,0.005155839999996914,0.005969919999998297,,0.004613119999998361
Trondheim/video/08,,0.0011449600000048576,0.0054385600000017575,0.0054385600000017575,0.006297279999998295,,0.004866079999999329
Trondheim/video/09,,0.0010284800000022187,0.004885279999999881,0.004885279999999881,0.005656639999997992,,0.0043710399999987715
Trondheim/video/10,0.005071359999998748,0.001255039999989549,0.00596143999999299,0.00596143999999299,0.006902719999999363,0.003486559999998917,0.005333919999998216
