,C0,C5,C13,C17,C18,C19,C20,C22,C24,C26,C28,C29
Trondheim/audio,0.004298560000009388,0.004298560000009388,0.0052196800000032795,0.002456320000007395,0.0039915200000066875,0.0052196800000032795,0.011958800000002157,0.011958800000002157,0.0056802400000073305,0.00537320000000463,0.04710360000000691,0.05240855999999994
Trondheim/audio/01,0.0055802399999969055,0.0055802399999969055,0.004489680000002494,0.0006025600000043596,0.004271759999994629,0.0043005599999936805,0.009650639999996713,0.009650639999996713,0.006076719999995817,0.003256319999998425,0.0587468799999975,
Trondheim/audio/02,0.006765200000000249,0.006765200000000249,0.006058240000001547,0.0007426400000056788,0.005497039999998066,0.006926639999996098,0.010849919999998292,0.010849919999998292,0.007271280000001212,0.004455600000000004,0.07127616000000003,
Trondheim/audio/03,0.010198799999990626,0.010198799999990626,0.007354480000003605,0.000865520000004949,0.006972159999996563,0.009630559999994404,0.013235759999989938,0.013235759999989938,0.008766319999999439,0.006382399999992572,0.0858480799999981,
Trondheim/audio/04,0.006319039999986842,0.006319039999986842,0.002673439999995253,0.0005855999999937467,0.004684799999992606,0.004831199999991043,0.007655759999984468,0.007655759999984468,0.00629519999998962,0.003265919999989819,0.03264719999999244,
Trondheim/audio/05,0.010301999999988709,0.010301999999988709,0.008928399999987846,0.0005494399999861344,0.004395519999995656,0.00453287999999219,0.011812959999986106,0.011812959999986106,0.005906479999993053,0.00618119999998612,0.030631279999994376,
Trondheim/audio/06,0.004818000000007316,0.004818000000007316,0.0032120000000048776,0.0006278399999928297,0.0033703999999943335,0.003523599999994076,0.008176000000013062,0.008176000000013062,0.0050555999999915,0.0037612799999919844,0.03500207999999816,
Trondheim/audio/07,0.0090720000000033,0.0090720000000033,0.007862400000000491,0.0004838399999869125,0.0038707200000018815,0.00399167999999861,0.010402560000002836,0.010402560000002836,0.005201280000001418,0.005443199999994874,0.026974079999995126,
Trondheim/audio/08,0.009678000000000964,0.009678000000000964,0.00838759999999894,0.0005161599999894406,0.00412928000000079,0.00425831999999815,0.011097440000000347,0.011097440000000347,0.0055487200000001735,0.005806799999994894,0.02877591999999396,
Trondheim/audio/09,0.009473999999976002,0.009473999999976002,0.008210799999979201,0.0005052799999987201,0.004042239999989761,0.004168559999989441,0.010863519999972482,0.010863519999972482,0.005431759999986241,0.005684399999985601,0.0281693599999997,
Trondheim/audio/10,0.005776319999995394,0.005776319999995394,0.002888159999997697,0.0006371199999932742,0.002731519999997545,0.0028556799999961413,0.008270639999999219,0.008270639999999219,0.004097279999996317,0.00434559999999351,0.03551943999999452,
Trondheim/video,0.004146240000004298,0.004146240000004298,0.005034720000001158,0.002369280000003471,0.0038500800000029756,0.005034720000001158,0.011798640000003857,0.011798640000003857,0.005478960000003141,0.005182800000001819,0.04582040000000376,0.051928240000000514
Trondheim/video/01,0.005820400000001058,0.005820400000001058,0.004750880000001345,0.000590400000000102,0.004208799999998902,0.004213599999998152,0.010159600000003266,0.010159600000003266,0.006191599999999298,0.003471360000002477,0.057440879999999694,
Trondheim/video/02,0.007097840000001909,0.007097840000001909,0.006027360000000925,0.0007447200000019194,0.005656639999997992,0.007154239999996648,0.011451120000003812,0.011451120000003812,0.007630479999997775,0.0047628800000030225,0.07199991999999966,
Trondheim/video/03,0.00838135999999956,0.00838135999999956,0.007308400000001214,0.0008805600000023617,0.007117839999999376,0.009973839999998901,0.012736480000002715,0.012736480000002715,0.00909208000000028,0.006048240000001925,0.11578432000000305,
Trondheim/video/04,0.009798000000005302,0.009798000000005302,0.008491600000004595,0.0005225600000002828,0.004180480000002262,0.004311120000002333,0.01123504000000608,0.01123504000000608,0.00561752000000304,0.0058788000000031815,0.029132720000001555,
Trondheim/video/05,0.0072792000000063695,0.0072792000000063695,0.0034407999999999106,0.0006051200000030121,0.0030993600000002175,0.0032402400000002274,0.00876200000000793,0.00876200000000793,0.004649040000000326,0.003235200000005989,0.0337354400000045,
Trondheim/video/06,0.009684000000007131,0.009684000000007131,0.008392800000006417,0.0005164800000017067,0.004131840000002995,0.004260960000003422,0.011104320000008272,0.011104320000008272,0.005552160000004136,0.005810400000004989,0.028793760000002777,
Trondheim/video/07,0.009965999999991482,0.009965999999991482,0.008637199999991907,0.0005315199999955666,0.004252159999996508,0.004385039999995399,0.011427679999989948,0.011427679999989948,0.005713839999994974,0.005979599999992757,0.029632239999994425,
Trondheim/video/08,0.004287359999992191,0.004287359999992191,0.002858239999994794,0.0006275199999947745,0.0032155199999976958,0.003361679999997591,0.00818495999998703,0.00818495999998703,0.004823279999996544,0.003479040000001987,0.03498424,
Trondheim/video/09,0.009227999999996683,0.009227999999996683,0.007997599999995941,0.0004921599999931914,0.003937279999998822,0.00406031999999712,0.010581439999995723,0.010581439999995723,0.005290719999997862,0.005536799999994457,0.027437919999997007,
Trondheim/video/10,0.006279679999991572,0.006279679999991572,0.003139839999995786,0.0006371199999932742,0.0030412799999979256,0.0031795199999962165,0.008991359999988902,0.008991359999988902,0.0045619199999968885,0.003672960000002945,0.03551943999999452,
