,C0,C5,C6,C7,C8,C9,C12,C13,C16,C19,C27,C28
Trondheim/audio,0.011746559999991746,0.011870079999997785,0.007691199999992904,0.011783919999995618,0.01191887999999608,0.006152959999994323,0.01034815999999239,0.01034815999999239,0.00908959999999226,0.011870079999997785,0.0488620799999957,0.01034815999999239
Trondheim/audio/01,0.012643680000003599,0.011454320000002127,0.0006281600000050958,0.012803920000003188,0.008729840000000877,0.0005398400000018455,0.010104720000001066,0.011185520000001503,0.0038054399999936095,0.012643680000003599,0.05610264000000598,0.011294080000002538
Trondheim/audio/02,0.01664863999999966,0.014764159999998583,0.0007769600000067101,0.013507840000002602,0.012094480000005348,0.0007631200000055571,0.013193760000000054,0.013193760000000054,0.005207119999994347,0.01507824000000113,0.07227032000000122,0.01507824000000113
Trondheim/audio/03,0.018165359999997577,0.0162808799999965,0.0009170400000080292,0.01502456000000052,0.013601439999998632,0.0009152800000045147,0.014710479999997972,0.014710479999997972,0.006740799999995772,0.016594959999999048,0.11583184000000202,0.016594959999999048
Trondheim/audio/04,0.03358959999999911,,0.0004959999999982756,0.03775359999999495,0.0069440000000113855,0.0005552000000079715,,0.008060000000014611,0.004216000000006659,0.036365599999996334,,0.03497759999999772
Trondheim/audio/05,0.030027359999991177,,0.0005766399999913574,0.033749759999984974,0.008065199999983008,0.0004963199999963308,,0.009181919999981858,0.005335439999988978,0.03250895999998704,,0.03126815999998911
Trondheim/audio/06,0.02655936000000736,,0.0005468800000016927,0.012988399999976252,0.00765631999998817,0.0006185599999923852,,0.008886799999984873,0.0046484799999930715,0.011621199999979126,,0.010253999999982
Trondheim/audio/07,0.03184720000001562,,0.0004927999999893018,0.0357952000000239,0.006899199999992334,0.0005264000000124724,,0.008007999999996684,0.00418879999999433,0.03447920000002114,,0.03316320000001838
Trondheim/audio/08,0.011247200000006785,,0.0005292799999949693,0.01257040000000842,0.007409920000000625,0.00063327999998819,,0.008600800000003517,0.004498879999999872,0.011247200000006785,,0.009924000000005151
Trondheim/audio/09,0.031092160000000035,,0.0006300800000076379,0.034946560000001625,0.008351200000006997,0.0005139200000030542,,0.009507520000006764,0.0055246400000044105,0.033661760000001095,,0.032376960000000565
Trondheim/audio/10,0.025575680000002876,,0.0005955199999903016,0.010790000000000077,0.005719999999996617,0.0005705599999998867,,0.006889999999998508,0.0028599999999983083,0.009489999999999554,,0.008189999999999031
Trondheim/video,0.012962880000003452,0.012962880000003452,0.00848760000000226,0.012420000000002318,0.014400000000001967,0.006790080000001808,0.01141968000000304,0.01141968000000304,0.010030800000002671,0.013963200000002729,0.05468784000000326,0.01141968000000304
Trondheim/video/01,0.013529840000000348,0.011888880000000768,0.0006227200000026301,0.013100080000000958,0.010017359999999087,0.0004844799999972338,0.010677680000000578,0.010677680000000578,0.0031180799999965814,0.013529840000000348,,0.012318640000000158
Trondheim/video/02,0.01614327999999965,0.014336560000000276,0.0007669600000017596,0.013250640000000757,0.011777040000000127,0.0007233599999985074,0.012830960000000502,0.012830960000000502,0.004481679999999599,0.015846320000001413,,0.014637679999999875
Trondheim/video/03,0.017600480000000474,0.0157937600000011,0.0008966400000023356,0.014589280000000926,0.013225440000001143,0.0008695199999984027,0.014288160000001326,0.014288160000001326,0.006182400000000143,0.017303520000002237,,0.0160948800000007
Trondheim/video/04,0.030104000000001463,,0.0005926400000006993,0.01407520000000062,0.008296960000000908,0.0006361599999991085,,0.009630400000000705,0.005037440000000615,0.012593600000000649,,0.011112000000000677
Trondheim/video/05,0.03579663999999383,,0.0006342399999965664,0.04023423999998954,0.009614799999990709,0.0005916799999994282,,0.010946079999989422,0.006360559999993853,0.03875503999999097,,0.0372758399999924
Trondheim/video/06,0.02891679999999397,,0.0005040000000064992,0.011969999999994485,0.007056000000002172,0.0006233600000058459,,0.008189999999999031,0.004284000000001953,0.010709999999996,,0.009449999999997516
Trondheim/video/07,0.030956639999999425,,0.0005356799999987061,0.034794239999996535,0.008314799999997291,0.0005116800000024568,,0.009466079999995713,0.005500559999997989,0.0335150399999975,,0.03223583999999846
Trondheim/video/08,0.030898559999997133,,0.0005942399999980807,0.03472895999999537,0.008299199999989071,0.0005107199999940804,,0.009448319999989963,0.005490239999993207,0.033452159999995956,,0.032175359999996545
Trondheim/video/09,0.031576160000000186,,0.0005536000000034846,0.035490559999999505,0.00848119999999497,0.000521919999997067,,0.009655519999995477,0.0056106399999968914,0.03418575999999973,,0.03288095999999996
Trondheim/video/10,0.030530720000001565,,0.0005199999999945248,0.03431551999999982,0.008200399999999775,0.0005046400000026097,,0.00933583999999854,0.005424879999999632,0.0330539200000004,,0.031792320000000984
