,C0,C2,C4,C5,C18,C24,C25,C26,C27,C29
Trondheim/audio,0.0036915200000109394,0.005009920000009771,0.006328320000008603,0.006328320000008603,0.0058009600000019645,0.044189760000001854,0.005932800000003624,0.0051417600000114305,0.006328320000008603,0.0058009600000019645
Trondheim/audio/01,0.0038214399999887405,0.0027295999999843445,0.0040111199999941505,0.0040111199999941505,0.004108240000004315,0.0701268799999859,0.006815039999995776,0.0025931199999860155,0.0040111199999941505,0.004108240000004315
Trondheim/audio/02,0.008165919999996163,0.0018784799999878032,0.006573359999993755,0.006573359999993755,0.007932719999988791,0.055051919999986154,0.0068100800000046036,0.0017187199999888492,0.006573359999993755,0.007932719999988791
Trondheim/audio/03,0.009611119999998863,0.0021442399999891393,0.005317039999994222,0.005317039999994222,0.00937791999999149,0.08219791999998804,0.007224960000005609,0.001984479999990185,0.005317039999994222,0.00937791999999149
Trondheim/audio/04,0.004063359999989302,0.0029023999999893135,0.002960319999999683,0.002960319999999683,0.002780799999996475,0.03236176000000057,0.0033739200000013625,0.002757279999990203,0.002960319999999683,0.002780799999996475
Trondheim/audio/05,0.00404992000001414,0.0028928000000192355,0.0028142399999921963,0.0028142399999921963,0.0029515200000105324,0.032254719999997405,0.0026875199999949473,0.002748160000017208,0.0028142399999921963,0.0029515200000105324
Trondheim/audio/06,0.0035526400000236436,0.002537600000032114,0.002953279999999836,0.002953279999999836,0.0030447999999978492,0.028294240000001025,0.003391520000008086,0.002410720000028732,0.002953279999999836,0.0030447999999978492
Trondheim/audio/07,0.0024061599999782857,0.0013930399999750875,0.004147200000012674,0.004147200000012674,0.004432399999984682,0.03493072000000552,0.0029092799999972385,0.0012663999999773523,0.004147200000012674,0.004432399999984682
Trondheim/audio/08,0.004195519999996122,0.00299679999999114,0.0028599999999983083,0.0028599999999983083,0.002754400000000601,0.033414319999998554,0.0032436799999970845,0.0028469599999922934,0.0028599999999983083,0.002754400000000601
Trondheim/audio/09,0.0037632000000087373,0.002688000000006241,0.0027332800000010593,0.0027332800000010593,0.003287679999999682,0.029971200000012743,0.002800160000006713,0.002553600000005929,0.0027332800000010593,0.003287679999999682
Trondheim/audio/10,0.004141760000024419,0.0029584000000326682,0.002764959999993266,0.002764959999993266,0.0029779200000064066,0.0329861600000072,0.002888159999997697,0.0028104800000292585,0.002764959999993266,0.0029779200000064066
Trondheim/video,0.004018559999998672,0.005453759999998198,0.006888959999997724,0.006888959999997724,0.006314879999997913,0.0463452800000006,0.006458399999997866,0.00559727999999815,0.006888959999997724,0.006314879999997913
Trondheim/video/01,0.003987199999997415,0.002847999999996631,0.004466799999999438,0.004466799999999438,0.004300960000000131,0.07219760000000086,0.00728047999999859,0.002705599999996977,0.004466799999999438,0.004300960000000131
Trondheim/video/02,0.006785599999997061,0.0018609600000036863,0.005644879999998409,0.005644879999998409,0.006605600000000322,0.05639280000000291,0.0072788799999994325,0.0017046400000033657,0.005644879999998409,0.006605600000000322
Trondheim/video/03,0.009111359999996793,0.0021281600000033762,0.007060079999998692,0.007060079999998692,0.007953279999998841,0.0831116800000018,0.007967759999999657,0.0019718400000030556,0.007060079999998692,0.007953279999998841
Trondheim/video/04,0.0034159999999943125,0.0024399999999928923,0.004049919999999929,0.004049919999999929,0.0027403200000009065,0.027205999999997843,0.003386240000001095,0.002317999999993603,0.004049919999999929,0.0027403200000009065
Trondheim/video/05,0.004137280000009014,0.0029552000000094836,0.004106240000002259,0.004106240000002259,0.002654079999999226,0.03295048000000733,0.0028406400000022813,0.002807440000008654,0.004106240000002259,0.002654079999999226
Trondheim/video/06,0.0043097599999910585,0.0030783999999890455,0.004221440000005572,0.004221440000005572,0.00329296000000312,0.0343241599999935,0.003245440000000599,0.002924479999990126,0.004221440000005572,0.00329296000000312
Trondheim/video/07,0.0034115199999860124,0.0029576799999908587,0.005726479999985656,0.005726479999985656,0.0028142399999993017,0.027170319999996195,0.0032436799999970845,0.004508079999986592,0.005726479999985656,0.0028142399999993017
Trondheim/video/08,0.003642240000012009,0.002601600000016191,0.00402431999999564,0.00402431999999564,0.002905759999997315,0.029007840000002005,0.0034091200000005983,0.0024715200000144932,0.00402431999999564,0.002905759999997315
Trondheim/video/09,0.003720639999990283,0.0026575999999884914,0.003025439999994717,0.003025439999994717,0.0027244799999976976,0.029632239999994425,0.0032190399999976194,0.0025247199999895997,0.003025439999994717,0.0027244799999976976
Trondheim/video/10,0.003982719999989115,0.002844799999987657,0.004108799999997359,0.004108799999997359,0.003183840000005489,0.03171951999999223,0.002712160000001518,0.0027025599999888072,0.004108799999997359,0.003183840000005489
