,C0,C2,C3,C4,C5,C6,C11,C15,C23,C25,C28
Trondheim/audio,0.005898239999993393,0.06936224000000024,0.0055295999999955825,0.00944543999998615,0.007004159999993931,0.03700576000000311,0.04393759999999958,0.04187519999999978,0.004546559999994315,0.007004159999993931,0.009199679999987609
Trondheim/audio/01,0.008059999999993295,,0.004327679999988732,0.008206879999988814,0.005881919999996654,0.046963840000007195,0.05421248000000389,0.05183328000000387,0.0005532800000054294,0.005881919999996654,0.00789775999999165
Trondheim/audio/02,0.009283519999993217,,0.005492639999989279,0.009371839999989362,0.007076159999996889,0.05946256000000716,0.06641840000000343,0.06433200000000383,0.0007687200000070504,0.007076159999996889,0.009121279999991572
Trondheim/audio/03,0.010695599999994698,,0.006933679999992393,0.010812879999992475,0.008502719999999186,0.09988504000000731,0.09631368000000506,0.07832248000000419,0.000888800000005574,0.008502719999999186,0.009900319999999851
Trondheim/audio/04,0.007219199999987325,,0.003993599999986941,0.0075263999999819475,0.0058367999999831,0.03455999999999193,0.03747839999999769,0.033177599999987706,0.0004835199999888573,0.0058367999999831,0.007372799999984636
Trondheim/audio/05,0.005692640000020788,,0.0031491200000175468,0.00593488000002651,0.004602560000023459,0.027252000000018484,0.029553280000016002,0.026161920000021155,0.0004995200000053046,0.004602560000023459,0.005813760000023649
Trondheim/audio/06,0.006771759999978144,,0.003746079999984886,0.007059919999974795,0.005475039999979003,0.03241799999999273,0.03515551999998934,0.03112127999999359,0.000522240000009333,0.005475039999979003,0.00691583999997647
Trondheim/audio/07,0.007234240000030923,,0.0040019200000216415,0.007542080000035867,0.00584896000002999,0.034632000000016205,0.03755648000002054,0.03324672000001527,0.0006083199999977751,0.00584896000002999,0.007388160000033395
Trondheim/audio/08,0.007504960000026983,,0.004151680000020974,0.00782432000003297,0.006067840000028468,0.03592800000001972,0.038961920000019745,0.03449088000002121,0.0005433599999946637,0.006067840000028468,0.007664640000029976
Trondheim/audio/09,0.006719119999992529,,0.0037169599999913316,0.007005039999988583,0.005432479999988971,0.032165999999996586,0.03488224000000173,0.030879359999993028,0.0005744000000049709,0.005432479999988971,0.006862079999990556
Trondheim/audio/10,0.007520000000020843,,0.004160000000013042,0.00784000000002294,0.006080000000018515,0.03600000000000847,0.039040000000014174,0.03456000000000614,0.0005328000000019983,0.006080000000018515,0.0076800000000218915
Trondheim/video,0.006328320000001497,0.06986432000000065,0.005932800000001848,0.009500720000003682,0.007514880000002222,0.0392316800000021,0.04774880000000259,0.040705600000000786,0.004878080000001006,0.007514880000002222,0.009237040000003915
Trondheim/video/01,0.006024000000001806,,0.003460800000002706,0.007589600000002861,0.005524000000001195,0.045650639999999854,0.05408536000000019,0.04712455999999854,0.0006179200000033802,0.005524000000001195,0.007342400000002414
Trondheim/video/02,0.0089232800000012,,0.005322800000003625,0.009151120000003843,0.00706048000000159,0.06053967999999976,0.06922479999999887,0.06201359999999845,0.0007839199999981616,0.00706048000000159,0.008853840000002222
Trondheim/video/03,0.010231040000000746,,0.006598080000001616,0.010426400000001834,0.00835200000000036,0.10113943999999897,0.08228615999999889,0.09010135999999669,0.00092935999999888,0.00835200000000036,0.009676000000000684
Trondheim/video/04,0.006260400000002164,,0.003463200000002331,0.006526800000003163,0.005061600000002997,0.029970000000002273,0.03250080000000111,0.028771200000003105,0.0006332800000024008,0.005061600000002997,0.006393600000002664
Trondheim/video/05,0.007392160000005532,,0.004089280000002304,0.007706720000005163,0.005976640000003641,0.035388000000001085,0.03837632000000468,0.033972479999999194,0.0005561600000021372,0.005976640000003641,0.007549440000005347
Trondheim/video/06,0.006301759999995937,,0.003486079999994729,0.0065699199999933455,0.005095039999993389,0.030167999999992645,0.032715519999996445,0.028961279999990097,0.00061823999999433,0.005095039999993389,0.006435839999994641
Trondheim/video/07,0.006692800000010379,,0.0037024000000087653,0.00697760000001324,0.005411200000011718,0.03204000000000917,0.034745600000007926,0.03075840000001051,0.0005398400000018455,0.005411200000011718,0.00683520000001181
Trondheim/video/08,0.007166559999998157,,0.003964480000000492,0.007471519999999288,0.005794240000000173,0.03430799999999934,0.03720511999999587,0.032935680000001355,0.0004972800000047073,0.005794240000000173,0.007319039999998722
Trondheim/video/09,0.0062491199999819,,0.003456959999986964,0.006515039999978711,0.00505247999998204,0.029915999999989396,0.03244223999998752,0.028719359999989535,0.000518720000002304,0.00505247999998204,0.006382079999980306
Trondheim/video/10,0.005899440000003864,,0.003263520000004405,0.006150480000005842,0.004769760000005618,0.02824200000000232,0.0306268799999998,0.027112320000004075,0.0005724800000024288,0.004769760000005618,0.006024960000004853
