,C0,C2,C6,C14,C20,C22,C23,C27,C28
Trondheim/audio,0.0005663999999967473,0.009320719999990956,0.009037519999992583,0.004955999999992855,0.008895919999993396,0.007335999999995124,0.007479919999994422,0.007335999999995124,0.010453519999991556
Trondheim/audio/01,0.0005756799999971918,0.01022599999999585,0.009938159999997254,0.0058844799999988595,0.009794239999997956,0.008211119999998573,0.00835503999999787,0.008211119999998573,0.011377359999997338
Trondheim/audio/02,0.0007099199999984762,0.011529680000002429,0.01126119999999986,0.00721719999999948,0.011126959999998576,0.009543839999999193,0.009687759999998491,0.009543839999999193,0.012710079999997959
Trondheim/audio/03,0.0008448799999989376,0.008575440000001322,0.008293680000001302,0.004243040000002196,0.008152800000001292,0.0065696800000019095,0.0067136000000012075,0.0065696800000019095,0.009735920000000675
Trondheim/audio/04,0.0005936000000019703,0.008607199999993043,0.008310399999992057,0.005193999999995924,0.008161999999991565,0.00697479999999473,0.0066779999999937445,0.006826399999994237,0.009794399999989878
Trondheim/audio/05,0.0005232000000034986,0.007586400000015203,0.007324800000013454,0.004578000000009297,0.007194000000012579,0.006147600000012687,0.005886000000010938,0.006016800000011813,0.008632800000015095
Trondheim/audio/06,0.0005667199999948025,0.00821743999999569,0.00793407999999829,0.004958799999997154,0.0077923999999995885,0.006658959999995773,0.0063755999999983715,0.006517279999997072,0.009350879999999506
Trondheim/audio/07,0.0006019200000082492,0.008727840000013032,0.008426880000008907,0.0052668000000082316,0.008276400000006845,0.007072560000011663,0.006771600000007538,0.0069220800000096006,0.009931680000008214
Trondheim/audio/08,0.0005020799999897463,0.00728015999999343,0.0070291199999985565,0.004393199999995545,0.00690360000000112,0.005899439999993206,0.0056483999999983325,0.005773919999995769,0.008284320000001344
Trondheim/audio/09,0.0005516800000009425,0.007999360000013667,0.007723520000013195,0.004827200000008247,0.00758560000001296,0.006482240000011075,0.0062064000000106034,0.006344320000010839,0.009102720000015552
Trondheim/audio/10,0.0006297600000095827,0.009131520000032367,0.008816640000027576,0.005510400000019899,0.00865920000002518,0.007399680000027331,0.00708480000002254,0.007242240000024935,0.010391040000030216
Trondheim/video,0.0005398400000018455,0.008758559999998639,0.008488639999997716,0.004723600000000161,0.008353679999997254,0.006869119999997508,0.00700407999999797,0.006869119999997508,0.009838239999997
Trondheim/video/01,0.0005059200000019359,0.009449599999996394,0.009196639999995426,0.005440079999997849,0.009070159999994942,0.007585599999995196,0.0077205599999956576,0.007585599999995196,0.010554719999994688
Trondheim/video/02,0.0006407200000015933,0.010743519999994788,0.010486399999994234,0.006727759999996863,0.010357839999993956,0.00887327999999421,0.009008239999994672,0.00887327999999421,0.011842399999993702
Trondheim/video/03,0.0008800000000039887,0.0077770399999934625,0.007529679999993988,0.003775919999997157,0.0074059999999942505,0.007416879999993853,0.006056399999994966,0.00754055999999359,0.008890559999993997
Trondheim/video/04,0.0005196799999964696,0.007535359999993219,0.007275519999994984,0.004547199999995755,0.007145599999995866,0.006106239999994045,0.0058463999999958105,0.005976319999994928,0.00857471999999504
Trondheim/video/05,0.0005206400000048461,0.007549280000016978,0.007288960000014555,0.004555600000010429,0.007158800000013343,0.006117520000014309,0.005857200000011886,0.005987360000013098,0.008590560000016012
Trondheim/video/06,0.0005644799999942052,0.00818495999998703,0.007902719999989927,0.004939199999991928,0.007761599999991375,0.006632639999988754,0.006350399999991652,0.006491519999990203,0.00931391999998965
Trondheim/video/07,0.0005680000000012342,0.008236000000000132,0.007951999999999515,0.004970000000000141,0.0078099999999992065,0.006674000000000291,0.006389999999999674,0.006531999999999982,0.009371999999999048
Trondheim/video/08,0.000598080000003165,0.008672160000010365,0.008373120000008782,0.005233200000006377,0.008223600000007991,0.007027440000008767,0.006728400000007184,0.006877920000007975,0.00986832000000959
Trondheim/video/09,0.0005660799999986921,0.008208159999998799,0.007925119999999453,0.004953199999999214,0.00778359999999978,0.006651439999998843,0.006368399999999497,0.00650991999999917,0.009340319999999736
Trondheim/video/10,0.000594559999996136,0.008621119999997262,0.008323839999999194,0.005202399999998164,0.00817520000000016,0.00698607999999723,0.006688799999999162,0.006837439999998196,0.009810240000000192
