,C0,C3,C5,C7,C9,C10,C11,C12,C13,C16,C18,C22,C23,C24,C27
Trondheim/audio,0.0039449600000054375,0.007372320000005317,0.005765920000005309,0.009184080000004258,0.0103188000000074,0.0023423200000038946,0.011868320000004928,0.0583689600000028,0.04013536000000073,0.007667760000003909,0.005781920000003993,0.0583689600000028,0.0103188000000074,0.005781920000003993,0.007544480000003517
Trondheim/audio/01,0.008295440000001264,,0.008295440000001264,0.009885840000002588,0.011476240000003912,0.0009542399999986628,0.013066640000005236,0.07232399999999828,,0.00834120000000027,0.008613520000000818,,0.011476240000003912,0.008613520000000818,0.008217919999999879
Trondheim/audio/02,0.009803999999999036,,0.009803999999999036,0.01139440000000036,0.012984800000001684,0.001105839999997471,0.014575200000003008,0.08740215999999634,,0.009849759999998042,0.01012207999999859,,0.012984800000001684,0.01012207999999859,0.00972647999999765
Trondheim/audio/03,0.011180960000000795,0.012570560000000341,0.011180960000000795,0.012771360000002119,0.014361760000003443,0.0012447999999984916,0.015952160000004767,0.040427999999998576,0.08402079999999756,0.01124240000000043,0.011119120000000038,,0.014361760000003443,0.011119120000000038,0.01124240000000043
Trondheim/audio/04,,,0.0043764000000123815,0.006752160000019103,0.00800256000002264,0.0007502400000021225,,,,0.0043764000000123815,0.004501440000012735,,0.00800256000002264,0.004501440000012735,0.0043764000000123815
Trondheim/audio/05,0.0032700799999929586,0.004756479999990404,0.004572400000000698,0.00705455999999316,0.008360959999990314,0.0007838400000110823,,,0.02913271999999978,0.004572400000000698,0.004703040000002545,,0.008360959999990314,0.004703040000002545,0.004572400000000698
Trondheim/audio/06,0.0033739200000013625,0.004907520000003274,0.00444360000001609,0.006855840000014268,0.008125440000014805,0.0007617600000173752,,,0.02831208000000629,0.00444360000001609,0.004570560000018986,,0.008125440000014805,0.004570560000018986,0.00444360000001609
Trondheim/audio/07,0.005129599999996515,0.006595199999999579,0.005129599999996515,0.00791424000000518,0.009379840000008244,0.0008793599999847856,,,0.03268288000000297,0.005129599999996515,0.005276159999993979,,0.009379840000008244,0.005276159999993979,0.005129599999996515
Trondheim/audio/08,0.004972800000011546,,0.004972800000011546,0.007672320000004618,0.009093120000002841,0.0008524800000202504,,,,0.004972800000011546,0.005114880000014921,,0.009093120000002841,0.005114880000014921,0.004972800000011546
Trondheim/audio/09,0.005294799999987276,,0.005294799999987276,0.008169119999990926,0.00968191999999135,0.0009076799999832019,,,,0.005294799999987276,0.005446079999984477,,0.00968191999999135,0.005446079999984477,0.005294799999987276
Trondheim/audio/10,0.005098800000013171,0.006555600000012873,0.005098800000013171,0.007866720000009764,0.009323520000009466,0.0008740800000168747,,,0.0324866400000019,0.005098800000013171,0.005244480000015983,,0.009323520000009466,0.005244480000015983,0.005098800000013171
Trondheim/video,0.004311040000001043,0.007537279999999313,0.005963520000001665,0.0092711199999993,0.010497599999998997,0.0025596800000009523,0.012017279999998465,0.0580390400000006,0.04146464000000094,0.012086239999998583,0.006058879999999434,0.0580390400000006,0.010497599999998997,0.006058879999999434,0.007623519999999218
Trondheim/video/01,0.007570879999999391,,0.006603839999998584,0.00937743999999796,0.01085583999999784,0.0008870400000020595,0.01233423999999772,0.07040768000000064,,0.006897279999998673,0.007840319999997902,,0.01085583999999784,0.007840319999997902,0.00810975999999819
Trondheim/video/02,0.008847759999998317,,0.008871439999998287,0.010654319999996886,0.012132719999996766,0.0010165600000018316,0.013611119999996646,0.08315815999999998,,0.008174159999997599,0.009117199999996828,,0.012132719999996766,0.009117199999996828,0.009386639999997115
Trondheim/video/03,0.01042807999999873,0.011982479999998574,0.009537039999997887,0.012234639999997299,0.013789039999997144,0.0012100000000021538,0.016897839999996833,0.03834624000000275,0.08632760000000061,0.011122399999997867,0.009692479999998227,,0.013789039999997144,0.009692479999998227,0.011122399999997867
Trondheim/video/04,,,0.004530400000003709,0.006989760000005063,0.008284160000005869,0.0007766400000015494,,,,0.004530400000003709,0.0046598400000039675,,0.008284160000005869,0.0046598400000039675,0.004530400000003709
Trondheim/video/05,,,0.004255999999998039,0.006566399999996975,0.007782399999996414,0.0007295999999996639,,,,0.004255999999998039,0.004377599999997983,,0.007782399999996414,0.004377599999997983,0.004255999999998039
Trondheim/video/06,0.005516000000007182,,0.005516000000007182,0.008510400000005802,0.010086400000005824,0.0009456000000085396,,,,0.005516000000007182,0.005673600000008605,,0.010086400000005824,0.005673600000008605,0.005516000000007182
Trondheim/video/07,0.005415200000008724,,0.005415200000008724,0.008354880000009501,0.009902080000010471,0.0009283200000069769,,,,0.005415200000008724,0.005569920000009887,,0.009902080000010471,0.005569920000009887,0.005415200000008724
Trondheim/video/08,0.00540959999999302,0.006955199999993056,0.00540959999999302,0.00834623999999451,0.009891839999994545,0.000927359999991495,,,0.034466879999996536,0.00540959999999302,0.0055641599999916025,,0.009891839999994545,0.0055641599999916025,0.00540959999999302
Trondheim/video/09,0.003159200000006024,0.004595200000007793,0.00483839999999347,0.007464959999996523,0.008847359999997195,0.000829439999989745,,,0.030827519999995445,0.00483839999999347,0.004976639999991761,,0.008847359999997195,0.004976639999991761,0.00483839999999347
Trondheim/video/10,0.0030764799999971615,0.004474879999996517,0.004762800000005285,0.007348320000005515,0.00870912000000601,0.0008164800000045602,,,0.030345840000006064,0.004762800000005285,0.004898880000006045,,0.00870912000000601,0.004898880000006045,0.004762800000005285
