,C0,C4,C9,C10,C12,C14,C23,C26
Trondheim/audio,0.003570559999992895,0.010070719999994537,0.010048799999992752,0.00992127999999326,0.008288799999988328,0.008288799999988328,0.010070719999994537,0.040703039999996804
Trondheim/audio/01,0.004184320000007347,0.010871840000000077,0.010871840000000077,0.0107223999999988,0.010962399999993266,0.010962399999993266,0.010871840000000077,0.05209840000000554
Trondheim/audio/02,0.005368080000003772,0.012055599999996502,0.012027359999994047,0.011906159999995225,0.012146159999989692,0.012146159999989692,0.012055599999996502,0.06419016000000255
Trondheim/audio/03,0.006933919999990934,0.013613439999996757,0.013613439999996757,0.013462399999998098,0.011113439999991925,0.011113439999991925,0.013613439999996757,0.10654800000000364
Trondheim/audio/04,0.003911039999977106,0.009358559999988358,0.009358559999988358,0.009218879999991714,0.009079199999995069,0.009079199999995069,0.009358559999988358,0.03254543999999271
Trondheim/audio/05,0.003465280000014559,0.00829192000002621,0.00829192000002621,0.008168160000025182,0.008044400000024154,0.008044400000024154,0.00829192000002621,0.028836080000019138
Trondheim/audio/06,0.003765439999995124,0.009010159999988332,0.009010159999988332,0.008875679999988506,0.00874119999998868,0.00874119999998868,0.009010159999988332,0.031333839999987845
Trondheim/audio/07,0.004038719999982732,0.009664079999993191,0.009664079999993191,0.009519839999995838,0.009375599999998485,0.009375599999998485,0.009664079999993191,0.03360791999999435
Trondheim/audio/08,0.0035145599999850674,0.00840983999999878,0.00840983999999878,0.008284320000001344,0.008158800000003907,0.008158800000003907,0.00840983999999878,0.029246159999999577
Trondheim/audio/09,0.004045440000027156,0.009680160000030469,0.009680160000030469,0.009535680000027469,0.009391200000024469,0.009391200000024469,0.009680160000030469,0.033663840000016876
Trondheim/audio/10,0.004179840000020363,0.010001760000022841,0.010001760000022841,0.009852480000020591,0.009703200000018342,0.009703200000018342,0.010001760000022841,0.034782240000005515
Trondheim/video,0.0044083200000066824,0.011240320000002413,0.01125032000000381,0.011092880000003191,0.01038264000000666,0.01038264000000666,0.011240320000002413,0.04465888000000007
Trondheim/video/01,0.00359968000000066,0.009347119999993936,0.009328239999994992,0.009199679999994714,0.010811599999996702,0.010811599999996702,0.009347119999993936,0.053077679999992355
Trondheim/video/02,0.00539503999999269,0.012015439999991884,0.012015439999991884,0.011867999999992662,0.012493679999995067,0.012493679999995067,0.012015439999991884,0.06784055999999161
Trondheim/video/03,0.006631839999993616,0.014013839999996947,0.014013839999996947,0.013887999999996126,0.013730479999995993,0.013730479999995993,0.014013839999996947,0.10773095999999427
Trondheim/video/04,0.0042963200000016855,0.010280480000004033,0.010280480000004033,0.010127040000003973,0.009973600000003913,0.009973600000003913,0.010280480000004033,0.03575152000000337
Trondheim/video/05,0.003769919999989213,0.00902087999998713,0.00902087999998713,0.008886239999988277,0.008751599999989423,0.008751599999989423,0.00902087999998713,0.0313711199999922
Trondheim/video/06,0.0038617599999994923,0.009240639999994471,0.009240639999994471,0.009102719999994235,0.008964799999994,0.008964799999994,0.009240639999994471,0.032135359999994506
Trondheim/video/07,0.003996159999992699,0.009562239999986843,0.009562239999986843,0.009419519999987358,0.009276799999987873,0.009276799999987873,0.009562239999986843,0.03325375999999025
Trondheim/video/08,0.0037855999999933942,0.009058399999997135,0.009058399999997135,0.008923199999998133,0.00878799999999913,0.00878799999999913,0.009058399999997135,0.031501599999998575
Trondheim/video/09,0.004067840000011813,0.009733760000006697,0.009733760000006697,0.009588480000005006,0.009443200000003316,0.009443200000003316,0.009733760000006697,0.03385023999999959
Trondheim/video/10,0.0038348799999923244,0.009176319999994575,0.009176319999994575,0.009039359999995611,0.008902399999996646,0.008902399999996646,0.009176319999994575,0.03191167999999678
