,C0,C3,C6,C15,C17,C23,C24,C29
Trondheim/audio,0.010335999999995238,0.010487999999995168,0.008815999999995938,0.03693599999999719,0.04902399999999929,0.005471999999997479,0.0071439999999967085,0.010183999999995308
Trondheim/audio/01,0.010199920000001583,0.010199920000001583,0.006300639999999191,0.04554951999999801,,0.0005081599999954278,0.0036655199999984234,0.01035743999999994
Trondheim/audio/02,0.011656320000003717,0.011656320000003717,0.007746240000003013,0.060210720000000606,,0.0006321599999949967,0.005121920000000557,0.011813840000002074
Trondheim/audio/03,0.013010000000001298,0.013010000000001298,0.009089599999999365,0.08896839999999884,,0.0008481599999932143,0.006475599999998138,0.013167519999999655
Trondheim/audio/04,,0.007373360000002549,0.006121280000002116,0.03327752000000572,,0.0005535999999892738,0.003060640000001058,0.005982160000002068
Trondheim/audio/05,,0.007674400000020398,0.006371200000018007,0.03225663999998574,,0.0005113599999901908,0.0031856000000090035,0.006226400000016952
Trondheim/audio/06,,0.008323119999985806,0.006909759999984999,0.03329247999999296,,0.0004911999999990257,0.0034548799999924995,0.006752719999987278
Trondheim/audio/07,0.016665600000038694,0.016665600000038694,0.01539584000003913,0.037218480000014154,,0.0006348800000068877,0.003286480000006975,0.015237120000037407
Trondheim/audio/08,,0.008433359999997947,0.007001279999997223,0.036445120000010434,,0.0005840000000034706,0.0035006399999986115,0.006842159999997932
Trondheim/audio/09,,0.015598800000020674,0.014410320000017407,0.034480400000013844,,0.0005942399999980807,0.002988479999999072,0.014261760000017887
Trondheim/audio/10,,0.008678400000007969,0.007458000000006848,0.03148112000000225,,0.000542400000000498,0.002761440000000448,0.0073224000000067235
Trondheim/video,0.010004159999990492,0.010151279999989882,0.008532959999991263,0.03575015999999387,0.045079759999994806,0.005296319999994026,0.0069146399999926444,0.009857039999991102
Trondheim/video/01,0.0097939199999999,0.009940560000000431,0.00578536000000085,0.043499040000002154,,0.0005024000000020123,0.0035365600000023534,0.009940560000000431
Trondheim/video/02,0.011006000000000071,0.010774800000000084,0.0069743200000011996,0.05582792000000225,,0.0006289600000037865,0.004748640000002524,0.011152640000000602
Trondheim/video/03,0.012764319999998719,0.012764319999998719,0.008640559999998132,0.09829583999999869,,0.0007570399999980992,0.006515359999998083,0.012923759999997841
Trondheim/video/04,,0.007808319999996982,0.004955279999999007,0.035678399999998334,,0.0005862399999969625,0.003303519999999338,0.006456879999998222
Trondheim/video/05,,0.006775520000005031,0.005624960000005785,0.02988464000000235,,0.0004924800000054574,0.0028124800000028927,0.005497120000004685
Trondheim/video/06,,0.00736911999999279,0.006117759999995087,0.03238088000000516,,0.0005286399999988589,0.0030588799999975436,0.005978719999994553
Trondheim/video/07,0.013685760000011982,0.013685760000011982,0.012545280000011871,0.03464208000000468,0.016536960000014034,0.000636799999995219,0.003293039999999081,0.012402720000011414
Trondheim/video/08,,0.006368480000013221,0.005287040000013121,0.028806960000000714,,0.0004844799999972338,0.0026435200000065606,0.005166880000011531
Trondheim/video/09,,0.01221120000001008,0.011193600000012793,0.030909600000008197,,0.000615039999999567,0.0030098400000007075,0.011066400000011356
Trondheim/video/10,,0.011681280000011895,0.010707840000009128,0.029568240000003243,,0.000636799999995219,0.003063359999998738,0.01058616000000967
