,C0,C1,C3,C6,C9,C10,C11,C15,C21,C22,C29
Trondheim/audio,0.004368000000006589,0.005573120000001097,0.005928000000007927,0.005772000000007438,0.008424000000008647,0.009634080000015643,0.0024960000000042726,0.046331999999999596,0.005928000000007927,0.007176000000008287,0.03650400000000431
Trondheim/audio/01,0.004289280000005391,0.004002240000001933,0.005904640000004235,0.005748640000003746,0.009233760000007862,0.00925136000000748,0.0006000000000057071,0.05630351999999306,0.005892160000005475,0.0037516799999934847,0.04647551999999777
Trondheim/audio/02,0.005868959999993706,0.0069670399999957056,0.007416639999998864,0.007260639999998375,0.0108033600000077,0.010820960000007318,0.0007452800000073978,0.07130191999998914,0.007410559999996735,0.005284959999997341,0.061473919999993853
Trondheim/audio/03,0.007311999999998875,0.0097783999999983,0.008864000000002648,0.008708000000002158,0.004742159999999274,0.012272640000009716,0.000881680000006213,0.1154095999999889,0.008853600000001904,0.006687199999998228,0.09166159999999479
Trondheim/audio/04,0.008640319999983603,0.007221759999985977,0.008511359999985757,0.008640319999983603,0.008124479999992218,0.009800959999985537,0.0005158399999913854,0.02888703999998654,0.00876927999998145,0.0069638399999902845,0.031208319999990408
Trondheim/audio/05,0.008695680000002426,0.008695680000002426,0.010248480000001337,0.010403760000002649,0.0097826399999974,0.011801280000000247,0.0006211200000052486,0.034782720000009704,0.01055904000000396,0.008385119999999802,0.0375777600000049
Trondheim/audio/06,0.009610480000020516,0.008032640000017466,0.0094670400000183,0.009610480000020516,0.009036720000011655,0.010901440000019136,0.0005737600000088605,0.03213056000001302,0.009753920000022731,0.0077457600000130356,0.03471248000001026
Trondheim/audio/07,0.008913680000013358,0.007450240000011377,0.008780640000011886,0.008913680000013358,0.00838152000000747,0.010111040000012395,0.0005321600000058879,0.029800960000002874,0.00904672000001483,0.007184160000008433,0.03219568000000095
Trondheim/audio/08,0.008744960000029778,0.008744960000029778,0.01030656000003205,0.01046272000003512,0.009838080000022842,0.011868160000034322,0.0006246400000122776,0.034979840000019635,0.010618880000038189,0.003054720000008615,0.03638528000001884
Trondheim/audio/09,0.010323360000015214,0.008628480000012928,0.010169280000013714,0.010323360000015214,0.009707040000009215,0.0117100800000145,0.0006163200000059987,0.03451392000000908,0.010477440000016713,0.008320320000009929,0.03728736000000765
Trondheim/audio/10,0.008624239999996064,0.007208319999996604,0.008495519999996759,0.008624239999996064,0.008109359999998844,0.009782719999996914,0.0005148799999972198,0.028833280000000627,0.008752959999995369,0.006950879999997994,0.031150240000002327
Trondheim/video,0.004108160000001249,0.0051696000000056586,0.0055753600000016945,0.00542864000000165,0.007922880000002408,0.00909008000000533,0.0023475200000007135,0.04543759999999786,0.0055753600000016945,0.006749120000002051,0.034332479999999777
Trondheim/video/01,0.004344000000003234,0.004036800000001506,0.0069977600000026285,0.006851040000002584,0.009358400000001765,0.010069760000002148,0.0005840000000034706,0.0566963199999968,0.007004640000003448,0.0035289600000005805,0.04559119999999872
Trondheim/video/02,0.0056155200000027605,0.006667520000002369,0.00815168000000277,0.008004960000002725,0.010544160000002023,0.011255520000002406,0.0007367199999990248,0.06884047999999687,0.008126720000003473,0.00472480000000175,0.05773535999999879
Trondheim/video/03,0.006845600000001895,0.009482240000002307,0.00938080000000241,0.009234080000002365,0.00782736000000206,0.01248368000000255,0.0009279199999969734,0.08111343999999576,0.009356800000002607,0.006208720000001833,0.08471231999999773
Trondheim/video/04,0.009626560000008055,0.008046080000006839,0.009482880000007299,0.009626560000008055,0.00905184000000503,0.010919680000007759,0.0005747200000030261,0.032184320000002486,0.009770240000008812,0.007758720000005326,0.03477056000000189
Trondheim/video/05,0.008310400000009821,0.008310400000009821,0.009794400000011194,0.009942800000011687,0.009349200000009716,0.011278400000012567,0.0005936000000019703,0.03324160000000376,0.01009120000001218,0.0036671999999953186,0.036350800000001016
Trondheim/video/06,0.009240639999994471,0.007723519999995432,0.009102719999994235,0.009240639999994471,0.008688959999993529,0.010481919999993039,0.0005516800000009425,0.030894079999995938,0.009378559999994707,0.0074476799999949606,0.033376639999993074
Trondheim/video/07,0.00854336000000444,0.00854336000000444,0.010068960000005234,0.010221520000005313,0.009611280000004996,0.011594560000006027,0.0006102400000003172,0.03417344000000355,0.010374080000005392,0.0029587200000023017,0.035546480000004266
Trondheim/video/08,0.008807680000007423,0.008807680000007423,0.010380480000009129,0.010537760000008944,0.009908640000009683,0.011953280000010835,0.0006291199999992614,0.03523072000000127,0.01069504000000876,0.0036537599999917347,0.03718551999999775
Trondheim/video/09,0.009621200000019314,0.008041600000016302,0.009477600000018072,0.009621200000019314,0.009046800000014343,0.01091360000001984,0.0005744000000049709,0.032166400000008366,0.009764800000020557,0.007754400000013817,0.03475120000000942
Trondheim/video/10,0.008039999999997605,0.006719999999997839,0.007919999999998595,0.008039999999997605,0.0075600000000015655,0.00911999999999935,0.00047999999999603915,0.02687999999999846,0.008159999999996614,0.006479999999999819,0.029040000000001953
