,C0,C2,C4,C7,C8,C10,C11,C12,C14,C17,C18,C20,C21,C23,C26,C29
Trondheim/audio,0.004122559999991893,0.005866719999989556,0.004122559999991893,0.010308319999996485,,0.005708159999990414,0.005708159999990414,0.005708159999990414,0.005708159999990414,0.004122559999991893,0.007293759999988936,0.003963999999992751,0.00778543999999215,,,0.005708159999990414
Trondheim/audio/01,0.0032032000000086214,0.004387040000004561,0.0032032000000086214,0.008788800000008479,,0.006899600000000561,0.0042638400000036825,0.006899600000000561,0.0042638400000036825,0.002956800000006865,0.00823239999999359,0.003080000000007743,0.007676800000009365,,,0.005510080000004081
Trondheim/audio/02,0.0049667200000023115,0.00854192000000964,0.0049667200000023115,0.01181744000001217,0.07028880000000726,0.006436320000002382,0.008401280000008171,0.006436320000002382,0.008401280000008171,0.005047680000000554,0.009656639999995775,0.004840480000002145,0.010617120000013358,0.009839360000007957,0.009985440000011891,0.008432960000007483
Trondheim/audio/03,0.005217759999997185,0.007309120000002167,0.005217759999997185,0.010577120000007767,,0.006057520000005923,0.007160960000003769,0.006057520000005923,0.007160960000003769,0.004921440000000388,0.004079759999999766,0.005069599999998786,0.009391840000002816,,,0.007200160000000011
Trondheim/audio/04,0.003394560000018032,0.004569600000017715,0.003394560000018032,0.007311360000024081,,0.0048307200000223816,0.004439040000015382,0.0048307200000223816,0.004439040000015382,0.0031334400000133655,0.006136320000024398,0.003264000000015699,0.006136320000024398,,,0.004700160000020048
Trondheim/audio/05,0.003327999999982012,0.004479999999986717,0.003327999999982012,0.007167999999985852,,0.004735999999979867,0.0043519999999901415,0.004735999999979867,0.0043519999999901415,0.0030719999999888614,0.0060159999999811475,0.0031999999999854367,0.0060159999999811475,,,0.004607999999983292
Trondheim/audio/06,0.003454880000020921,0.004650800000021604,0.003454880000020921,0.007441280000030304,,0.004650800000021604,0.00451792000001916,0.004650800000021604,0.00451792000001916,0.0031891200000160325,0.005979600000024732,0.003322000000018477,0.0062453600000296206,,,0.004783680000024049
Trondheim/audio/07,,0.004417920000008735,,0.006749600000013345,,,0.004295200000008492,,0.004295200000008492,0.003068000000006066,,0.0029452800000058232,0.005645120000011161,,,0.004295200000008492
Trondheim/audio/08,,0.004737600000026987,,0.007238000000029388,,,0.004606000000023869,,0.004606000000023869,0.0032900000000211094,,0.0031584000000179913,0.006053600000029746,,,0.004606000000023869
Trondheim/audio/09,,0.00507167999997904,,0.00774839999998278,,,0.0049307999999825824,,0.0049307999999825824,0.0035219999999824836,,0.0033811199999860264,0.0064804799999791385,,,0.0049307999999825824
Trondheim/audio/10,0.0037940000000062923,0.005463360000007356,0.0037940000000062923,0.008346800000005317,,0.005311600000005967,0.005311600000005967,0.005311600000005967,0.005311600000005967,0.0037940000000062923,0.006829200000005642,0.0036422400000049038,0.00698096000000703,,,0.005311600000005967
Trondheim/video,0.0032572800000032487,0.00463536000000353,0.0032572800000032487,0.008935040000002559,,0.0045100800000028585,0.0045100800000028585,0.0045100800000028585,0.0045100800000028585,0.0032572800000032487,0.005762880000002468,0.003132000000002577,0.006662240000002484,,,0.0045100800000028585
Trondheim/video/01,0.003552639999995222,0.005427199999997967,0.003552639999995222,0.008612959999997116,,0.004779440000000079,0.005290559999998834,0.004779440000000079,0.005290559999998834,0.003279359999996956,0.007243280000000851,0.003415999999996089,0.00751983999999517,,,0.005687519999996837
Trondheim/video/02,0.004824400000000395,0.006706240000001529,0.004824400000000395,0.009899279999999067,,0.006179200000000051,0.006576880000000784,0.006179200000000051,0.006576880000000784,0.004565679999998906,0.0037903199999984594,0.004695039999999651,0.008791600000000344,,,0.006966560000000399
Trondheim/video/03,0.006348639999998795,0.008152479999999684,0.006348639999998795,0.011387199999997932,,0.007688959999999412,0.008010399999999862,0.007688959999999412,0.008010399999999862,0.0060644799999991506,0.005251519999998067,0.006206559999998973,0.010250559999997577,,,0.008412799999998555
Trondheim/video/04,0.003872000000001208,0.00543479999999974,0.003872000000001208,0.008518400000001591,,0.005279520000000204,0.005279520000000204,0.005279520000000204,0.005279520000000204,0.003726719999999517,0.006832320000000891,0.0037171200000010174,0.007124480000001654,,,0.005420800000001336
Trondheim/video/05,0.0033759999999993795,0.004628399999994315,0.0033759999999993795,0.007427199999998635,,0.004496159999995086,0.004496159999995086,0.004496159999995086,0.004496159999995086,0.0031737599999956956,0.005818559999994477,0.0032409599999994043,0.006211839999998858,,,0.004726399999999131
Trondheim/video/06,,0.004498560000008922,,0.00687280000001067,,,0.004373600000008082,,0.004373600000008082,0.003124000000006788,,0.002999040000005948,0.005748160000010216,,,0.004373600000008082
Trondheim/video/07,,0.004322879999989482,,0.006604399999989852,,,0.004202799999990958,,0.004202799999990958,0.0030019999999915115,,0.002881919999992988,0.0055236799999889286,,,0.004202799999990958
Trondheim/video/08,0.0031820000000024606,0.004582080000002264,0.0031820000000024606,0.0070003999999990185,,0.004454800000001313,0.004454800000001313,0.004454800000001313,0.004454800000001313,0.0031820000000024606,0.005727600000000166,0.0030547200000015096,0.005854880000001117,,,0.004454800000001313
Trondheim/video/09,0.003752000000002198,0.00491679999999306,0.003752000000002198,0.00825439999999844,,0.004776319999994172,0.004776319999994172,0.004776319999994172,0.004776319999994172,0.003371519999994632,0.006181119999993712,0.0036019200000012574,0.006903680000000634,,,0.005252800000000946
Trondheim/video/10,,0.004446719999993576,,0.006793599999994626,,,0.0043231999999946424,,0.0043231999999946424,0.0030879999999946506,,0.002964479999995717,0.005681919999993568,,,0.0043231999999946424
