,C0,C4,C6,C8,C12,C17,C18,C27
Trondheim/audio,0.007043519999996306,0.013455199999999223,0.007043519999996306,0.00962351999999811,0.013455199999999223,0.013455199999999223,0.0038279999999986103,0.017251199999996913
Trondheim/audio/01,,0.006695199999999346,,0.006974719999998769,0.006695199999999346,0.006695199999999346,0.0004844799999972338,0.011795999999996809
Trondheim/audio/02,,0.008079760000001102,,0.008359280000000524,0.008079760000001102,0.008079760000001102,0.0006686399999971115,0.014900879999999006
Trondheim/audio/03,,0.012258399999996783,,0.012117919999997895,0.012258399999996783,0.012258399999996783,0.0008199199999943119,0.016866079999992678
Trondheim/audio/04,,0.005175360000009732,,0.005031600000009462,0.005175360000009732,0.005175360000009732,0.0005750400000010814,0.010638240000020005
Trondheim/audio/05,,0.005420160000014107,,0.005269600000012531,0.005420160000014107,0.005420160000014107,0.0006022400000063044,0.011141440000017155
Trondheim/audio/06,,0.005541120000025046,,0.005387200000022574,0.005541120000025046,0.005541120000025046,0.0006156800000098883,0.01139008000003372
Trondheim/audio/07,,0.004743360000013297,,0.004611600000011151,0.004743360000013297,0.004743360000013297,0.0005270400000085829,0.009750240000009569
Trondheim/audio/08,,0.004996800000007795,,0.004858000000005802,0.004996800000007795,0.004996800000007795,0.0005552000000079715,0.01027119999999826
Trondheim/audio/09,,0.0044611200000019835,,0.004337200000001928,0.0044611200000019835,0.0044611200000019835,0.0004956800000002204,0.009170080000004077
Trondheim/audio/10,,0.005520959999998354,,0.005367599999999584,0.005520959999998354,0.005520959999998354,0.0006134399999950801,0.011348640000008459
Trondheim/video,0.006307519999996458,0.012874399999995845,0.006307519999996458,0.008898719999995919,0.012874399999995845,0.012874399999995845,0.003427999999997766,0.01330703999999372
Trondheim/video/01,,0.0068587199999985415,,0.006845439999997538,0.0068587199999985415,0.0068587199999985415,0.0005497599999984004,0.013738559999994848
Trondheim/video/02,,0.008059759999998306,,0.008046479999997302,0.008059759999998306,0.008059759999998306,0.0006714399999978582,0.014908079999994328
Trondheim/video/03,,0.012382560000000709,,0.012230399999999975,0.012382560000000709,0.012382560000000709,0.0008677600000019936,0.01696960000000125
Trondheim/video/04,,0.00507455999999884,,0.004933599999999316,0.00507455999999884,0.00507455999999884,0.0005638399999980948,0.010431040000002056
Trondheim/video/05,,0.005713920000008699,,0.005555200000006977,0.005713920000008699,0.005713920000008699,0.0006348800000068877,0.011745280000003078
Trondheim/video/06,,0.005296320000010013,,0.005149200000008847,0.005296320000010013,0.005296320000010013,0.0005884800000046653,0.0108868800000117
Trondheim/video/07,,0.005616000000006949,,0.00546000000000646,0.005616000000006949,0.005616000000006949,0.0006240000000019563,0.011544000000011323
Trondheim/video/08,,0.004498560000008922,,0.004373600000008082,0.004498560000008922,0.004498560000008922,0.0004998400000033598,0.009247040000012419
Trondheim/video/09,,0.0044639999999951385,,0.00433999999999557,0.0044639999999951385,0.0044639999999951385,0.0004959999999982756,0.009175999999992968
Trondheim/video/10,,0.005253120000006106,,0.005107200000004752,0.005253120000006106,0.005253120000006106,0.0005836800000054154,0.01079808000000071
