,C0,C1,C3,C5,C6,C13,C15,C17,C19,C20,C27,C28,C29
Trondheim/audio,0.06345696000000345,0.036942080000002875,0.034856640000000993,0.03977232000000086,0.03843168000000219,0.03336704000000168,0.07997791999999748,0.07848831999999817,0.03679312000000223,0.04201663999999994,0.03664416000000159,0.03679312000000223,0.03336704000000168
Trondheim/audio/01,0.054093120000004546,0.005810240000002409,0.003974240000001572,0.010246719999997822,0.08100512000000748,0.0005059199999948305,0.05775592000000174,0.056291120000000916,0.006729439999997311,0.08652208000000883,0.008270239999998097,0.0069851999999990255,0.0005588799999998173
Trondheim/audio/02,,0.00575232000000625,0.005531600000001191,0.004102559999999755,,0.0007383200000035117,,,0.007618719999996415,,0.009294239999999121,0.00787447999999813,0.0009696000000012361
Trondheim/audio/03,,0.007131040000000866,0.007137279999998469,0.005664719999998624,,0.0008696000000050219,,,0.009028399999994718,,0.010703919999997424,0.009284159999996433,0.0012538400000039474
Trondheim/audio/04,,0.00755391999997812,0.002865279999994641,0.00846559999998675,,0.0005990399999973306,0.03072384000000028,0.02950463999999897,0.005860799999986455,,0.007293439999983775,0.007423679999980948,0.0005990399999973306
Trondheim/audio/05,,0.009188160000036305,0.007296480000022143,0.010134000000029175,,0.0005404800000121668,0.03403008000000085,0.0326796800000011,0.007431600000025185,,0.008917920000030222,0.009053040000033263,0.0005404800000121668
Trondheim/audio/06,,0.008290559999991842,0.006583679999998537,0.009143999999999153,,0.00048767999999199674,0.03118752000002445,0.02994992000002128,0.0067055999999965366,,0.008046719999995844,0.008168639999993843,0.00048767999999199674
Trondheim/audio/07,,0.00906304000000091,0.007197120000000723,0.009996000000001004,,0.0005331200000000536,0.03818304000000694,0.03666784000000689,0.007330400000000736,,0.008796480000000884,0.008929760000000897,0.0005331200000000536
Trondheim/audio/08,,0.009378560000016023,0.007447680000012724,0.010344000000017672,,0.0005516800000009425,0.03546144000000595,0.03405424000000323,0.00758560000001296,,0.009102720000015552,0.009240640000015787,0.0005516800000009425
Trondheim/audio/09,,0.009601600000024746,0.007624800000016307,0.01059000000002186,,0.0005648000000064712,0.04005792000000952,0.038468320000006884,0.007766000000017925,,0.00931920000002151,0.009460400000023128,0.0005648000000064712
Trondheim/audio/10,,0.009215359999998896,0.007318079999997451,0.010163999999996065,,0.0005420800000024428,0.03211487999999463,0.03084047999999484,0.007453599999998062,,0.008944319999997674,0.009079839999998285,0.0005420800000024428
Trondheim/video,0.05967408000000063,0.0347398400000003,0.03277872000000137,0.03740136000000227,0.036140640000001056,0.031377920000000614,0.07574816000000517,0.07434736000000441,0.03459976000000076,0.03951432000000388,0.034459680000001214,0.03459976000000076,0.031377920000000614
Trondheim/video/01,,0.004012800000005257,0.0041462399999989685,0.00868064000000146,,0.0004972799999976019,,,0.006005440000002693,,0.007343040000002077,0.006005440000002693,0.0005247999999973274
Trondheim/video/02,,0.0051958400000042815,0.005647759999998669,0.0044947200000020615,,0.0006766399999964534,,,0.007221600000002937,,0.00855920000000232,0.007221600000002937,0.0009239999999959281
Trondheim/video/03,,0.007176639999999068,0.007036639999999039,0.005738160000001713,,0.0008134399999963904,,,0.008823680000002554,,0.010391680000003234,0.008823680000002554,0.0011988799999951283
Trondheim/video/04,,0.008295999999994308,0.006587999999997152,0.009149999999996439,,0.0004879999999971574,0.03830399999999656,0.03678399999999726,0.006709999999996441,,0.00805199999999573,0.008173999999995019,0.0004879999999971574
Trondheim/video/05,,0.009008640000004675,0.007153920000000369,0.009935999999999723,,0.0005299200000052906,0.03751776000000362,0.036028960000002996,0.0072864000000016915,,0.00874368000000203,0.008876160000003352,0.0005299200000052906
Trondheim/video/06,,0.008627839999988396,0.006851519999990785,0.009515999999987201,,0.0005075199999993174,0.031973759999992524,0.03070495999999423,0.006978399999990614,,0.008374079999988737,0.008500959999988567,0.0005075199999993174
Trondheim/video/07,,0.007824320000000995,0.003512960000001897,0.008782400000004742,,0.0005740800000069157,0.038142719999992636,0.03662911999999352,0.007185600000003234,,0.008942080000004182,0.009101760000003623,0.0005740800000069157
Trondheim/video/08,,0.008904160000007266,0.003377440000001286,0.009978800000002508,,0.000594559999996136,0.03904992000000007,0.037500319999999476,0.0069084000000039225,,0.008597120000004566,0.008750640000005916,0.000594559999996136
Trondheim/video/09,,0.008347359999994808,0.0031662399999987656,0.009354799999996999,,0.000591360000001373,0.031772160000006267,0.03051136000000554,0.006476399999996829,,0.008059519999996212,0.00820343999999551,0.000591360000001373
Trondheim/video/10,,0.009242560000011224,0.0073396800000047335,0.010194000000005587,,0.0005436800000069297,0.03211488000000173,0.030840480000001946,0.007475600000006466,,0.00897072000000776,0.009106640000009492,0.0005436800000069297
