,C0,C6,C11,C14,C15,C18,C21,C24
Trondheim/audio,0.010496640000006607,0.01892576000001256,0.01399552000000881,0.05923136000000895,0.017335360000011235,0.01574496000000991,0.054460160000004976,0.01272320000000704
Trondheim/audio/01,0.009671840000002874,0.07167087999999922,0.004775280000004045,0.060001760000002236,0.07026447999999874,0.07307727999999969,0.055782560000000814,0.0012657600000132163
Trondheim/audio/02,0.011617680000004071,0.013003119999996926,0.006346880000002386,0.0755119999999998,0.011413519999997845,0.0047695199999999716,0.07096159999999685,0.001505759999986367
Trondheim/audio/03,0.013159760000004184,0.014497679999994517,0.007933600000004759,0.12077575999999723,0.012908079999995437,0.006264079999997563,0.11625655999999651,0.0016563999999874568
Trondheim/audio/04,0.009875359999981015,0.03870503999998931,0.003352800000001821,0.0418906399999841,0.037112239999991914,0.040297839999986707,0.037112239999991914,0.001433519999984867
Trondheim/audio/05,0.008412160000020208,0.02987928000000295,0.0027702400000038097,0.03233848000000705,0.0286496800000009,0.031108880000005,0.0286496800000009,0.0011066399999890564
Trondheim/audio/06,0.009443840000002979,0.03771359999999646,0.002995519999998919,0.040817599999989795,0.036161599999999794,0.03926559999999313,0.036161599999999794,0.001396800000016185
Trondheim/audio/07,0.008665119999989201,0.035439119999992386,0.0032824000000033493,0.038355919999986554,0.0339807199999953,0.03689751999998947,0.0339807199999953,0.0013125600000165605
Trondheim/audio/08,0.008546080000002121,0.03370896000001977,0.003069439999990209,0.03648336000002672,0.0323217600000163,0.03509616000002325,0.0323217600000163,0.0012484800000223117
Trondheim/audio/09,0.007937200000000644,0.03845231999998333,0.002807199999992349,0.04161711999997664,0.03686991999998668,0.040034719999979984,0.03686991999998668,0.0014241599999778032
Trondheim/audio/10,0.009716639999979293,0.03814128000000494,0.0029409599999894454,0.04128048000001172,0.03657168000000155,0.03971088000000833,0.03657168000000155,0.0014126399999838668
Trondheim/video,0.008484959999996988,0.015298639999993924,0.011313279999995984,0.05059903999999271,0.014013039999994703,0.012727439999995482,0.04674223999999505,0.010284799999997318
Trondheim/video/01,0.009877039999999226,0.06689183999999848,0.005163760000000295,0.05478415999999697,0.06548303999999838,0.06830063999999858,0.050557759999996676,0.001267920000000089
Trondheim/video/02,0.011072640000000078,0.015149599999999097,0.006718880000001093,0.06998303999999678,0.013655999999999224,0.007111199999998874,0.06550223999999716,0.0014851199999998954
Trondheim/video/03,0.012489600000000323,0.016575439999998665,0.008142320000002812,0.11336807999999543,0.015081839999998792,0.008537039999998441,0.10907207999999713,0.0016283200000000164
Trondheim/video/04,0.009195839999993183,0.012162239999991442,0.004104479999998745,0.031749359999997395,0.010679039999992312,0.010679039999992312,0.028127759999998503,0.0010864799999996677
Trondheim/video/05,,,0.0026980800000018235,0.032338479999985736,,,0.02864967999999024,0.0011066399999890564
Trondheim/video/06,0.00805007999999674,0.03470039999999841,0.0027209600000048795,0.03755639999999971,0.03327239999999776,0.03612839999999906,0.03327239999999776,0.0012851999999909935
Trondheim/video/07,0.008228639999991572,0.029276639999999077,0.004096319999998599,0.03168623999999909,0.02807183999999907,0.030481439999999083,0.02807183999999907,0.0010843199999968078
Trondheim/video/08,0.0097662400000047,0.012916640000007362,0.0032648000000037314,0.03570487999999017,0.011341440000006031,0.011341440000006031,0.03163207999999429,0.001221839999992369
Trondheim/video/09,0.007593759999998895,0.03345623999999958,0.003095840000000294,0.03620983999999794,0.0320794400000004,0.03483303999999876,0.0320794400000004,0.001239120000015248
Trondheim/video/10,0.008947840000004703,0.0379274400000007,0.0034337600000000634,0.04104904000000076,0.03636664000000067,0.03948824000000073,0.03636664000000067,0.001404720000000026
