,C0,C3,C6,C11,C19,C20,C24,C27
Trondheim/audio,0.005604639999987171,0.007310399999980177,0.0060919999999811125,0.003289679999987527,0.007310399999980177,0.0060919999999811125,0.004386239999988106,0.0053609599999902
Trondheim/audio/01,0.007509519999995717,0.009368959999996207,0.00786463999999043,0.0006060799999971778,0.009368959999996207,0.007509519999995717,0.0036115199999926517,0.0052212799999935555
Trondheim/audio/02,0.009218479999997697,0.009218479999997697,0.009480799999991518,0.0007265599999968231,0.009218479999997697,0.009218479999997697,0.005329759999995076,0.006841359999995689
Trondheim/audio/03,0.010702559999998584,0.010702559999998584,0.010954559999994729,0.0008565599999954543,0.010702559999998584,0.010702559999998584,0.006813839999995963,0.008056639999995951
Trondheim/audio/04,0.0068723200000135876,0.008099520000016014,0.0068723200000135876,0.0004908800000009705,0.008099520000016014,0.0068723200000135876,0.004295200000008492,0.005399680000010676
Trondheim/audio/05,0.006562799999997537,0.008021199999994622,0.006562799999997537,0.0005564800000001924,0.008021199999994622,0.006562799999997537,0.0035001600000015287,0.0034844799999973475
Trondheim/audio/06,0.005641199999985247,0.006894799999983547,0.005641199999985247,0.0006150400000137779,0.006894799999983547,0.005641199999985247,0.003008639999990237,0.0029954399999923
Trondheim/audio/07,0.006903679999965107,0.00813647999996192,0.006903679999965107,0.000493119999987357,0.00813647999996192,0.006903679999965107,0.004314799999974639,0.005424319999974614
Trondheim/audio/08,0.007041599999993764,0.0086063999999908,0.007041599999993764,0.0005216000000132226,0.0086063999999908,0.007041599999993764,0.003755519999998569,0.003840799999991873
Trondheim/audio/09,0.006119999999981474,0.007479999999979725,0.006119999999981474,0.0005721599999901628,0.007479999999979725,0.006119999999981474,0.003263999999987277,0.003354399999992097
Trondheim/audio/10,0.006310800000015604,0.0077132000000190715,0.006310800000015604,0.0005507200000067769,0.0077132000000190715,0.006310800000015604,0.003365760000008322,0.0033140800000026616
Trondheim/video,0.005556799999997253,0.007247999999995258,0.00603999999999516,0.003261599999996534,0.007247999999995258,0.00603999999999516,0.004348799999997155,0.005315199999998299
Trondheim/video/01,0.0076380799999995475,0.009335039999998074,0.007790079999997701,0.0005145599999991646,0.009335039999998074,0.0076380799999995475,0.003797759999997652,0.005271199999997478
Trondheim/video/02,0.00911576000000025,0.009011040000000747,0.009258239999999418,0.0007398400000013794,0.009011040000000747,0.00911576000000025,0.005275439999998355,0.006793199999997057
Trondheim/video/03,0.010476239999999137,0.010371519999999634,0.010607199999997263,0.000913760000001318,0.010371519999999634,0.010476239999999137,0.006635919999997242,0.0080791999999974
Trondheim/video/04,0.006742799999999605,0.008241199999998727,0.006742799999999605,0.0006383999999997059,0.008241199999998727,0.006742799999999605,0.0035961600000007365,0.0035028799999974325
Trondheim/video/05,0.00669600000000159,0.008183999999999969,0.00669600000000159,0.000513600000004999,0.008183999999999969,0.00669600000000159,0.0035712000000032162,0.003495119999996632
Trondheim/video/06,0.00658080000000183,0.008043200000003026,0.00658080000000183,0.000518720000002304,0.008043200000003026,0.00658080000000183,0.0035097600000000284,0.0035364000000015494
Trondheim/video/07,0.006901199999987284,0.008434799999985643,0.006901199999987284,0.0005817600000028733,0.008434799999985643,0.006901199999987284,0.003680639999991797,0.0038663199999930953
Trondheim/video/08,0.005504399999988863,0.006727599999987177,0.005504399999988863,0.0005855999999937467,0.006727599999987177,0.005504399999988863,0.0029356799999931127,0.004281199999990548
Trondheim/video/09,0.006670800000009081,0.00815320000000952,0.006670800000009081,0.0005199999999945248,0.00815320000000952,0.006670800000009081,0.0035577600000067378,0.0038934400000023572
Trondheim/video/10,0.007113599999989617,0.008694399999988889,0.007113599999989617,0.0005548799999957055,0.008694399999988889,0.007113599999989617,0.0037939199999925677,0.00369175999999527
