,C0,C1,C2,C5,C6,C8,C10,C11,C12,C15,C16,C18,C19,C21,C24
Trondheim/audio,0.013831200000005595,0.010296560000004007,0.055838000000001387,0.010296560000004007,0.010296560000004007,0.010729760000003807,0.012266560000004034,0.011190800000004941,0.01285488000000612,0.011037120000004563,0.012266560000004034,0.012393840000004985,0.007376640000003931,0.015268240000004596,0.011037120000004563
Trondheim/audio/01,,0.0005879200000009632,0.06010863999999927,0.0005782399999958443,0.0005879200000009632,0.04195007999999589,,0.004948720000005125,0.00664632000000509,0.006271920000006759,,,0.0007209600000095406,0.009059680000003567,0.006271920000006759
Trondheim/audio/02,,0.0010159999999999059,0.07555231999999634,0.0008705599999956348,0.0008714400000009448,0.008033920000002581,0.009544320000003381,0.006520880000000062,0.00818760000000296,0.009212559999998149,0.009544320000003381,0.012565120000004981,0.0010263999999935436,0.010600960000001436,0.009212559999998149
Trondheim/audio/03,,0.0008682399999990764,0.08873823999999786,0.001006319999994787,0.001007200000000097,0.009354240000003955,0.010864640000004755,0.01067192000000361,0.012009520000002993,0.010498320000003503,0.010864640000004755,0.0046641600000008054,0.0011601599999941925,0.01192128000000281,0.010498320000003503
Trondheim/audio/04,,0.0004883199999881072,0.03426719999998795,0.0004883199999881072,0.0004883199999881072,0.030302399999989404,,0.003681599999993068,0.005097599999992042,0.005097599999992042,,,0.0008495999999951209,0.006371999999991829,0.005097599999992042
Trondheim/audio/05,,0.0005251199999918299,0.0353900799999991,0.0005251199999918299,0.0005251199999918299,0.03129535999999433,,0.0038022399999988465,0.005264640000000043,0.005264640000000043,,,0.0008774399999964544,0.00658080000000183,0.005264640000000043
Trondheim/audio/06,,0.0005260799999859955,0.03815856000001361,0.0005260799999859955,0.0005260799999859955,0.03374352000000869,,0.004099680000010153,0.005676480000012418,0.005676480000012418,,,0.0009460800000056224,0.0070956000000137465,0.005676480000012418
Trondheim/audio/07,,0.0005878400000085549,0.03440272000000277,0.0005878400000085549,0.0005878400000085549,0.03042224000000715,,0.003696160000018267,0.005117760000018734,0.005117760000018734,,,0.0008529600000173332,0.006397200000016312,0.005117760000018734
Trondheim/audio/08,,0.0030280000000146856,0.02931104000001028,0.0030280000000146856,0.0030280000000146856,0.025919680000015433,,0.0031491200000175468,0.004360320000017737,0.004360320000017737,,,0.000726720000017167,0.005450400000015065,0.004360320000017737
Trondheim/audio/09,,0.0002809599999977763,0.03084047999999484,0.003185999999999467,0.00029696000000001277,0.027272159999995438,,0.0033134399999994457,0.0045878399999992325,0.0045878399999992325,,,0.0007646399999998721,0.005734799999999041,0.0045878399999992325
Trondheim/audio/10,,0.0005174400000100832,0.037751999999983354,0.0005174400000100832,0.0005174400000100832,0.03338399999998387,,0.004055999999977189,0.005615999999974974,0.005615999999974974,,,0.0009359999999816182,0.007019999999975823,0.005615999999974974
Trondheim/video,0.011138399999989446,0.008291919999992459,0.04800199999999322,0.008291919999992459,0.008291919999992459,0.007673119999996203,0.00891071999999582,0.009529999999994487,0.01126039999999584,0.009480639999988938,0.00891071999999582,0.009282479999995985,0.005940479999992476,0.010768079999996516,0.009480639999988938
Trondheim/video/01,,0.0006976800000018102,0.057190320000001904,0.0005587200000007897,0.0006976800000018102,0.004382640000001103,0.006345839999999825,0.00512472000000308,0.006818880000002636,0.006695359999998374,0.006345839999999825,0.008937839999999753,0.0008913599999971211,0.009181200000005774,0.006695359999998374
Trondheim/video/02,,0.0008180800000019417,0.07326288000000325,0.0008188000000011186,0.0009577600000021391,0.008988400000006891,0.010583600000007465,0.006741840000005439,0.008425040000004103,0.009571440000001985,0.010583600000007465,0.008460800000005264,0.0011056800000019962,0.010896960000007283,0.009571440000001985
Trondheim/video/03,,0.0010848000000027724,0.11203296000000407,0.0009651200000018179,0.0012244800000029699,0.010201680000006874,0.011796880000007448,0.01076360000000598,0.01201160000000634,0.010715280000001215,0.011796880000007448,0.009674080000005247,0.0012304800000020322,0.012110240000007266,0.010715280000001215
