,C0,C4,C5,C7,C10,C11,C18,C26,C29
Trondheim/audio,0.002891519999998593,0.005180639999998959,0.005180639999998959,0.005060159999999314,0.005060159999999314,0.007448080000003188,0.005180639999998959,0.005180639999998959,0.007317200000002799
Trondheim/audio/01,0.003235200000005989,0.007692240000004347,0.007582640000002527,0.008884560000005592,0.008884560000005592,0.0098246400000086,0.009019360000007026,0.007692240000004347,0.009649600000006586
Trondheim/audio/02,0.004506640000006001,0.006040720000008548,0.005912880000007448,0.0061685600000096485,0.0061685600000096485,0.00846968000000814,0.006040720000008548,0.006040720000008548,0.008294640000006126
Trondheim/audio/03,0.006207519999996691,0.008005599999993507,0.00785575999999466,0.008155439999992353,0.008155439999992353,0.009354159999993783,0.008005599999993507,0.008005599999993507,0.011163040000003122
Trondheim/audio/04,0.0030067200000019056,0.0053870400000093355,0.0053870400000093355,0.00526176000001044,0.00526176000001044,0.006765120000011393,0.0053870400000093355,0.0053870400000093355,0.006639840000012498
Trondheim/audio/05,0.0036537599999917347,0.006546319999991113,0.006546319999991113,0.006394079999992641,0.006394079999992641,0.008220959999988509,0.006546319999991113,0.006546319999991113,0.008068719999990037
Trondheim/audio/06,0.0035654400000026953,0.00638808000000779,0.00638808000000779,0.0062395200000082696,0.0062395200000082696,0.008022240000009617,0.00638808000000779,0.00638808000000779,0.007873680000010097
Trondheim/audio/07,0.0036672000000095295,0.006570400000008192,0.006570400000008192,0.0064176000000060185,0.0064176000000060185,0.008251200000010783,0.006570400000008192,0.006570400000008192,0.00809840000000861
Trondheim/audio/08,0.0035385599999955275,0.006339919999994947,0.006339919999994947,0.006192479999995726,0.006192479999995726,0.00796175999999349,0.006339919999994947,0.006339919999994947,0.007814319999994268
Trondheim/audio/09,0.0032544000000029882,0.005830800000005354,0.005830800000005354,0.005695200000005229,0.005695200000005229,0.0073224000000067235,0.005830800000005354,0.005830800000005354,0.007186800000006599
Trondheim/audio/10,0.0032678399999923613,0.005854880000001117,0.005854880000001117,0.005718720000004396,0.005718720000004396,0.0073526400000005765,0.005854880000001117,0.005854880000001117,0.007216480000003855
Trondheim/video,0.0029644800000028226,0.005311360000002097,0.005311360000002097,0.005187840000001387,0.005187840000001387,0.007911200000004115,0.005311360000002097,0.005311360000002097,0.007911200000004115
Trondheim/video/01,0.00374400000000108,0.008430559999998977,0.008166559999997602,0.009527039999998266,0.009527039999998266,0.010431199999999308,0.009683039999998755,0.008430559999998977,0.011868800000000235
Trondheim/video/02,0.004929999999999879,0.0063939999999984565,0.006271999999999167,0.006515999999997746,0.006515999999997746,0.006490799999999908,0.0063939999999984565,0.0063939999999984565,0.008832399999999296
Trondheim/video/03,0.006320719999999724,0.007970959999997973,0.007833439999998859,0.008108479999997087,0.008108479999997087,0.00920863999999888,0.007970959999997973,0.007970959999997973,0.00795016000000004
Trondheim/video/04,0.0034080000000002997,0.006105999999999057,0.006105999999999057,0.005963999999998748,0.005963999999998748,0.007667999999998898,0.006105999999999057,0.006105999999999057,0.007525999999998589
Trondheim/video/05,0.003394560000003821,0.006081920000006846,0.006081920000006846,0.005940480000006687,0.005940480000006687,0.007637760000008598,0.006081920000006846,0.006081920000006846,0.0074963200000084385
Trondheim/video/06,0.0035942399999981944,0.006439679999999726,0.006439679999999726,0.006289920000000393,0.006289920000000393,0.00808703999999949,0.006439679999999726,0.006439679999999726,0.007937280000000158
Trondheim/video/07,0.0036288000000084253,0.006501600000010654,0.006501600000010654,0.006350400000009415,0.006350400000009415,0.008164800000013628,0.006501600000010654,0.006501600000010654,0.008013600000012389
Trondheim/video/08,0.0032793600000005085,0.00587551999999647,0.00587551999999647,0.005738879999995561,0.005738879999995561,0.007378559999995815,0.00587551999999647,0.00587551999999647,0.007241919999994906
Trondheim/video/09,0.0035731200000057584,0.006401840000005876,0.006401840000005876,0.006252960000004748,0.006252960000004748,0.008039520000007627,0.006401840000005876,0.006401840000005876,0.007890640000006499
Trondheim/video/10,0.0037420800000020904,0.006704559999999304,0.006704559999999304,0.006548639999998329,0.006548639999998329,0.008419679999999374,0.006704559999999304,0.006704559999999304,0.008263759999998399
