,C0,C8,C9,C13,C16,C17,C24,C26,C29
Trondheim/audio,0.0037843200000011734,0.008514719999997311,0.013433839999994035,0.013278159999995154,0.008199359999995437,0.010656239999995876,0.010656239999995876,0.011129279999998687,0.008514719999997311
Trondheim/audio/01,0.003736319999994464,0.010372799999988302,0.013486399999987242,0.013486399999987242,0.004311360000002651,0.011929599999987772,0.011235519999992505,0.013205599999981388,0.009153999999991669
Trondheim/audio/02,0.004923519999994852,0.012838399999989036,0.015985599999986277,0.01600479999998683,0.005697120000000666,0.01444799999998736,0.01523327999998969,0.014303359999988885,0.013890399999990422
Trondheim/audio/03,0.006403919999993235,0.003811839999986688,0.010043519999989314,0.007923119999993844,0.006885119999999745,0.004214639999997161,0.004509039999998521,0.00682047999998403,0.003811839999986688
Trondheim/audio/04,0.003377279999995153,0.007598880000003305,0.01041328000000874,0.01041328000000874,0.007317440000008446,0.009006080000006023,0.009146800000003452,0.009287520000000882,0.007598880000003305
Trondheim/audio/05,0.0029606400000119493,0.006661440000009122,0.009128640000007238,0.009128640000007238,0.006414720000002205,0.00789504000000818,0.008018400000011638,0.008141760000015097,0.006661440000009122
Trondheim/audio/06,0.0037439999999833162,0.008423999999976672,0.011543999999972243,0.011543999999972243,0.0033088799999987373,0.009983999999974458,0.010139999999971394,0.01029599999996833,0.008423999999976672
Trondheim/audio/07,0.0035385599999955275,0.00796175999999349,0.010910559999992131,0.010910559999992131,0.002965840000008768,0.00943615999999281,0.009583599999992032,0.009731039999991253,0.00796175999999349
Trondheim/audio/08,0.003772799999993026,0.008488800000002072,0.011632800000008103,0.011632800000008103,0.003754080000014426,0.010060800000005088,0.010218000000001837,0.010375199999998586,0.008488800000002072
Trondheim/audio/09,0.003671040000000403,0.008259839999993801,0.0113190399999894,0.0113190399999894,0.0035195199999975557,0.0097894399999916,0.009942399999992801,0.010095359999994002,0.008259839999993801
Trondheim/audio/10,0.003024000000010574,0.006804000000016686,0.00932400000002076,0.00932400000002076,0.006552000000013436,0.008064000000018723,0.008190000000020348,0.008316000000021972,0.006804000000016686
Trondheim/video,0.0032121600000003525,0.007227359999999905,0.011306719999996773,0.011068399999997425,0.0069596799999995795,0.009700399999998055,0.009700399999998055,0.010101919999998543,0.007227359999999905
Trondheim/video/01,0.0036479999999983193,0.00961023999999533,0.012621119999995045,0.014999839999992659,0.008873599999995818,0.013687999999994815,0.010624799999996881,0.013806319999993377,0.008279759999997083
Trondheim/video/02,0.004907519999997945,0.005420559999995689,0.015087039999993834,0.008010959999994682,0.006633039999996981,0.008010959999994682,0.013173919999996286,0.00697479999999473,0.009538879999995586
Trondheim/video/03,0.006100959999997713,0.0035551999999992034,0.009780959999995176,0.009208479999994523,0.007927759999995843,0.004352879999999004,0.0039127199999988704,0.008145679999996602,0.0035551999999992034
Trondheim/video/04,0.003448320000003946,0.007758720000005326,0.010632320000006246,0.010632320000006246,0.003502080000004071,0.009195520000005786,0.009339200000006542,0.009482880000007299,0.007758720000005326
Trondheim/video/05,0.0033139199999965285,0.007456319999995742,0.010217919999995217,0.010217919999995217,0.0033534399999979314,0.00883711999999548,0.008975199999994743,0.009113279999994006,0.007456319999995742
Trondheim/video/06,0.0032179199999973207,0.007240320000001077,0.009921920000003581,0.009921920000003581,0.00315072000000427,0.008581120000002329,0.008715200000001033,0.008849279999999737,0.007240320000001077
Trondheim/video/07,0.0038400000000038403,0.008640000000003312,0.01184000000000296,0.01184000000000296,0.004497680000000059,0.010240000000003135,0.010400000000004184,0.010560000000005232,0.008640000000003312
Trondheim/video/08,0.003384959999998216,0.007616160000001315,0.010436960000003381,0.010436960000003381,0.003769600000001816,0.009026560000002348,0.009167600000001386,0.009308640000000423,0.007616160000001315
Trondheim/video/09,0.003448320000003946,0.007758720000005326,0.010632320000006246,0.010632320000006246,0.0038461600000019303,0.009195520000005786,0.009339200000006542,0.009482880000007299,0.007758720000005326
Trondheim/video/10,0.003498239999991881,0.007871039999987062,0.010786239999983849,0.010786239999983849,0.0035565599999927144,0.009328639999985455,0.009474399999984229,0.009620159999983002,0.007871039999987062
