,C0,C2,C4,C5,C6,C8,C11,C12,C13,C14,C15,C16,C18,C20,C26
Trondheim/audio,0.012377119999996467,0.010362239999992084,0.007915599999996914,0.009354799999996999,0.011441679999993681,0.012662159999997868,0.012377119999996467,0.010218319999992787,0.008059519999996212,0.011441679999993681,0.009354799999996999,0.009354799999996999,0.009498719999996297,0.010074399999993489,0.009066959999998403
Trondheim/audio/01,,0.008331120000001135,0.0036153600000048414,0.005944320000001113,0.00789119999999599,0.010090080000001223,,0.008180480000000045,0.0037660000000059313,0.00789119999999599,0.005944320000001113,0.004893280000000999,0.005901040000001245,0.008029839999998956,0.0048204800000029024
Trondheim/audio/02,,0.009808399999993611,0.005098880000002026,0.007427839999998298,0.009374719999993175,0.011376320000000106,,0.009659839999994091,0.005247440000001546,0.009374719999993175,0.007427839999998298,0.006459759999998482,0.00738455999999843,0.00951127999999457,0.007789599999998842
Trondheim/audio/03,,0.011420560000001245,0.006767440000004399,0.009012880000000223,0.008501040000005844,0.012993999999999062,,0.011262959999999822,0.006925040000005822,0.008501040000005844,0.009012880000000223,0.007752799999998672,0.008969600000000355,0.011105359999998399,0.010950640000000789
Trondheim/audio/04,,0.00683520000001181,0.003417600000005905,0.004841600000005997,0.006550400000008949,0.00768960000000618,,0.006692800000010379,0.003560000000007335,0.006550400000008949,0.004841600000005997,0.0031099199999999882,0.004984000000007427,0.006550400000008949,0.004556800000003136
Trondheim/audio/05,,0.007514880000002222,0.003757440000001111,0.00532304000000039,0.007201760000000945,0.008454239999998947,,0.007358320000001584,0.003914000000001749,0.007201760000000945,0.00532304000000039,0.003487999999997271,0.005479600000001028,0.007201760000000945,0.005009919999999113
Trondheim/audio/06,,0.007357439999992721,0.0036787199999963605,0.005211519999996028,0.0070508799999942084,0.00843039999999462,,0.007204159999993465,0.0038319999999956167,0.0070508799999942084,0.005211519999996028,0.003507999999996514,0.0053647999999952845,0.0070508799999942084,0.004904959999997516
Trondheim/audio/07,,0.006570240000002059,0.0032851200000010294,0.004653920000002643,0.006296480000003157,0.009034080000006384,,0.006433360000002608,0.004927680000001544,0.006296480000003157,0.004653920000002643,0.0035200000000088494,0.004927680000001544,0.006296480000003157,0.004380160000003741
Trondheim/audio/08,,0.006339840000009644,0.003169920000004822,0.0044907200000068315,0.006075680000009243,0.008717280000013261,,0.0062077600000094435,0.004754880000007233,0.006075680000009243,0.0044907200000068315,0.0031574400000096148,0.004754880000007233,0.006075680000009243,0.00422656000000643
Trondheim/audio/09,,0.0075532800000246425,0.0037766400000123213,0.005350240000012718,0.007238560000018879,0.008497440000013512,,0.007395920000021761,0.003934000000015203,0.007238560000018879,0.005350240000012718,0.003529440000001216,0.0055076000000156,0.007238560000018879,0.005035520000006954
Trondheim/audio/10,,0.006735359999993307,0.0033676799999966534,0.004770879999995259,0.006454719999993586,0.007717599999992331,,0.006595039999993446,0.003507999999996514,0.006454719999993586,0.004770879999995259,0.0028987999999969816,0.0049111999999951195,0.006454719999993586,0.004490239999995538
Trondheim/video,0.01129007999999132,0.010702559999991479,0.0072203999999942425,0.008533199999993357,0.010441519999993432,0.011750639999993595,0.01129007999999132,0.010571279999991745,0.007351679999993976,0.010441519999993432,0.008533199999993357,0.008533199999993357,0.008664479999993091,0.010439999999992011,0.00827063999999389
Trondheim/video/01,,0.007764879999999863,0.003527040000001591,0.005673279999999892,0.007421120000000059,0.00902192000000035,,0.007617919999999501,0.0036740000000019535,0.007421120000000059,0.005673279999999892,0.004852720000002364,0.005618959999999618,0.007470959999999138,0.004702720000000937
Trondheim/video/02,,0.009144879999999134,0.004926240000001414,0.0070724799999997146,0.008820319999999882,0.010635519999999232,,0.009004319999998955,0.005066800000001592,0.008820319999999882,0.0070724799999997146,0.00603464000000109,0.00701815999999944,0.008863759999998777,0.00610192000000076
Trondheim/video/03,,0.010694959999996811,0.006492399999999066,0.008591599999999033,0.008152079999998563,0.011946399999999358,,0.01054407999999718,0.006643279999998697,0.008152079999998563,0.008591599999999033,0.007337200000002042,0.00853727999999876,0.010393199999997549,0.009026640000000086
Trondheim/video/04,,0.0071347200000033695,0.0035673600000016847,0.005053760000000906,0.006837440000001749,0.00817520000000016,,0.006986080000002559,0.003716000000002495,0.006837440000001749,0.005053760000000906,0.0035431199999997887,0.005202400000001717,0.006837440000001749,0.004756479999999286
Trondheim/video/05,,0.007526399999989053,0.0037631999999945265,0.00533119999999343,0.007212799999990693,0.008467199999991237,,0.007369599999989873,0.003919999999993706,0.007212799999990693,0.00533119999999343,0.0035261599999927284,0.00548799999999261,0.007212799999990693,0.0050175999999950704
Trondheim/video/06,,0.007384319999999889,0.0036921599999999444,0.0052305600000011054,0.007076640000001078,0.008307360000003428,,0.007230480000000483,0.00384599999999935,0.007076640000001078,0.0052305600000011054,0.00358104000000381,0.005384400000000511,0.007076640000001078,0.004922880000002294
Trondheim/video/07,,0.007426560000013183,0.0037132800000065913,0.005260480000007561,0.007117120000010857,0.008509600000010664,,0.00727184000001202,0.003868000000007754,0.007117120000010857,0.005260480000007561,0.00334432000000362,0.005415200000008724,0.007117120000010857,0.004951040000005236
Trondheim/video/08,,0.006289920000000393,0.0031449600000001965,0.004455360000001463,0.006027840000001561,0.008648640000004093,,0.006158880000000977,0.004717440000000295,0.006027840000001561,0.004455360000001463,0.0030219200000018986,0.004717440000000295,0.006027840000001561,0.0041932800000026305
Trondheim/video/09,,0.007411199999992846,0.003705599999996423,0.0052495999999955245,0.007102399999993736,0.008337599999993728,,0.007256799999993291,0.0038599999999959778,0.007102399999993736,0.0052495999999955245,0.003497759999998351,0.005403999999995079,0.007102399999993736,0.004940799999996415
Trondheim/video/10,,0.007488000000009265,0.0037440000000046325,0.005304000000005971,0.007176000000008287,0.008580000000009136,,0.007332000000008776,0.0039000000000051216,0.007176000000008287,0.005304000000005971,0.0036299200000016185,0.00546000000000646,0.007176000000008287,0.0049920000000049924
