,C0,C2,C5,C6,C9,C16,C22,C26,C27,C28,C29
Trondheim/audio,0.006796960000009733,0.006501440000008074,0.010304480000005611,0.005319360000008544,0.007831280000008434,0.05130992000000845,0.05130992000000845,0.04835472000000607,0.005023840000006885,0.007979040000009263,0.007979040000009263
Trondheim/audio/01,0.005769919999998763,0.0005868800000001784,0.012205999999995498,0.003642080000005876,0.008359439999995999,,,0.07258767999999804,0.0005420800000024428,0.008499519999997318,0.00505855999999838
Trondheim/audio/02,0.007278079999995413,0.0007136800000004939,0.013714159999992148,0.005286879999992777,0.004537679999987887,,,0.1165734399999927,0.0007636800000057065,0.0043878399999890405,0.0062519200000004105
Trondheim/audio/03,0.008818719999997171,0.000859200000000726,0.004343600000005665,0.006827519999994536,0.002585440000000716,,,0.055935439999995396,0.000909040000006911,0.0024299200000008625,0.007402319999997076
Trondheim/audio/04,0.00723071999996705,0.0006150400000137779,0.005810399999973015,0.005939519999969889,0.005810399999973015,,,0.02905199999997876,0.0005164799999874958,0.005939519999969889,0.005939519999969889
Trondheim/audio/05,,0.0005590400000130558,0.005624959999977364,0.005624959999977364,0.005497119999979816,,,0.028508319999993148,0.0005500800000106665,0.005624959999977364,0.005624959999977364
Trondheim/audio/06,0.007884000000011326,0.0004896000000087497,0.006687999999996919,0.006424000000009755,0.006278000000008888,,,0.03255800000000875,0.0006079999999997199,0.006424000000009755,0.006424000000009755
Trondheim/audio/07,,0.0005247999999937747,0.006339919999994947,0.006487359999994169,0.006339919999994947,,,0.03287911999999693,0.0006073600000036095,0.006487359999994169,0.006487359999994169
Trondheim/audio/08,,0.000503680000008444,0.0056483999999983325,0.005773919999995769,0.0056483999999983325,,,0.028241999999991663,0.0005020799999897463,0.005773919999995769,0.005773919999995769
Trondheim/audio/09,,0.0006361599999991085,0.005950799999993706,0.006083039999992934,0.005950799999993706,,,0.02975399999999695,0.0005289599999969141,0.006083039999992934,0.006083039999992934
Trondheim/audio/10,,0.0005088000000057491,0.005399680000010676,0.005399680000010676,0.005276960000010433,,,0.027366560000011475,0.0005462400000055823,0.005399680000010676,0.005399680000010676
Trondheim/video,0.006406880000003667,0.006128320000001963,0.010084480000001506,0.005014080000004029,0.00738184000000075,0.046601759999999715,0.046601759999999715,0.04381616000000044,0.0047355200000023245,0.007521120000001602,0.007521120000001602
Trondheim/video/01,0.0057009599999968685,0.0006156800000027829,0.011627919999995129,0.003999839999995203,0.011896719999993977,,,0.06709663999999371,0.000607359999996504,0.012050559999993382,0.004943360000000396
Trondheim/video/02,0.006885599999996828,0.0007678400000035168,0.012812559999995088,0.005184479999995162,0.004125839999993275,0.013481119999996238,0.013481119999996238,0.09461647999999379,0.0007455199999970574,0.004004159999993817,0.006136640000001137
Trondheim/video/03,0.0081939199999983,0.000887840000004303,0.003776879999998428,0.006492799999996635,0.0023221599999931897,,,0.04931999999999803,0.0008741599999968486,0.002193199999993567,0.006665839999996592
Trondheim/video/04,0.007875840000000522,0.0005811199999996575,0.006328800000000356,0.0064694400000000485,0.006328800000000356,,,0.03164399999999823,0.0005625599999987685,0.0064694400000000485,0.0064694400000000485
Trondheim/video/05,,0.0006006400000018175,0.005731200000006709,0.005858560000007174,0.005731200000006709,,,0.028656000000005122,0.0005094400000018595,0.005858560000007174,0.005858560000007174
Trondheim/video/06,0.008449279999997117,0.0005414400000063324,0.00678959999999762,0.006940479999997251,0.00678959999999762,,,0.033947999999995204,0.0006035199999985252,0.006940479999997251,0.006940479999997251
Trondheim/video/07,0.0076742399999858435,0.0005916799999994282,0.0061667999999883705,0.006303839999986849,0.0061667999999883705,,,0.03083399999999159,0.0005481599999939135,0.006303839999986849,0.006303839999986849
Trondheim/video/08,0.008171520000004762,0.0006012799999979279,0.00656640000000408,0.006712320000005434,0.00656640000000408,,,0.03283200000000619,0.0005836800000054154,0.006712320000005434,0.006712320000005434
Trondheim/video/09,,0.0005894399999988309,0.005425199999990582,0.005545759999989741,0.005425199999990582,,,0.027125999999995543,0.00048223999999663647,0.005545759999989741,0.005545759999989741
Trondheim/video/10,0.0068812799999946606,0.00048288000000695774,0.0055295999999955825,0.005652479999994853,0.0055295999999955825,,,0.02764799999999923,0.000491519999997081,0.005652479999994853,0.005652479999994853
