,C0,C2,C6,C12,C13,C15,C18,C26
Trondheim/audio,0.006374399999998559,0.006108799999999803,0.006875999999998328,0.006108799999999803,0.006241599999999181,0.007569600000000065,0.006374399999998559,0.006241599999999181
Trondheim/audio/01,0.006438079999995239,0.003298879999995563,0.006818719999994727,0.005487839999993582,0.005423039999996604,0.006564959999995068,0.0052961599999967746,0.006564959999995068
Trondheim/audio/02,0.0077925599999950634,0.004665599999995607,0.00818543999999477,0.006801519999992678,0.006744879999995845,0.007923519999994966,0.006613919999995943,0.007923519999994966
Trondheim/audio/03,0.00904759999999527,0.005915679999997536,0.009425600000000145,0.008056559999992885,0.007989999999999498,0.009178559999995173,0.007863999999997873,0.009178559999995173
Trondheim/audio/04,0.006697600000009629,0.0037856000000147105,0.007134400000019525,0.005096000000008871,0.003931200000018009,0.006843200000012928,0.0053872000000154685,0.006843200000012928
Trondheim/audio/05,0.007135520000019824,0.0040331200000167655,0.007600880000026677,0.00542920000001601,0.00418824000001905,0.007290640000022108,0.004343360000021335,0.007290640000022108
Trondheim/audio/06,0.006362719999984279,0.0035963199999855533,0.006777679999977693,0.004841199999987111,0.005256159999980525,0.006501039999982083,0.005117839999982721,0.006501039999982083
Trondheim/audio/07,0.006171360000024606,0.003488160000017615,0.006573840000029918,0.00469560000001934,0.005098080000024652,0.006305520000026377,0.004963920000022881,0.006305520000026377
Trondheim/audio/08,0.005847520000003215,0.0033051200000073777,0.006228880000008985,0.004449200000003373,0.004830560000009143,0.005974640000005138,0.00470344000000722,0.005974640000005138
Trondheim/audio/09,0.005560479999985546,0.003142879999984416,0.005923119999977189,0.004230799999987767,0.0045934399999794095,0.00568135999998276,0.004472559999982195,0.00568135999998276
Trondheim/audio/10,0.006870560000024284,0.003883360000017433,0.007318640000029575,0.005227600000019095,0.0040327200000191965,0.0070199200000260475,0.00418208000002096,0.0070199200000260475
Trondheim/video,0.007119359999990138,0.006822719999991733,0.00763903999999016,0.006822719999991733,0.006971039999990936,0.008454239999990065,0.007119359999990138,0.006971039999990936
Trondheim/video/01,0.007000480000000309,0.0034735999999995215,0.0074012799999998435,0.0058152000000006865,0.005931679999999773,0.007134080000000154,0.005798079999999928,0.007134080000000154
Trondheim/video/02,0.00873127999999923,0.005260799999996735,0.009188479999997057,0.007357999999999976,0.007512079999997923,0.008883679999998506,0.007359679999998647,0.008883679999998506
Trondheim/video/03,0.009919120000001058,0.006418079999999549,0.010284640000001843,0.008545840000001803,0.008638800000001723,0.010071520000000334,0.008516960000001461,0.010071520000000334
Trondheim/video/04,0.006907359999999585,0.0039041600000011556,0.007357840000000948,0.005255599999999916,0.005706080000001279,0.007057520000000039,0.005555920000000825,0.007057520000000039
Trondheim/video/05,0.005865919999990865,0.00331551999999391,0.0062484799999893426,0.004463199999992895,0.0048457599999913725,0.005993439999990358,0.00471823999999188,0.005993439999990358
Trondheim/video/06,0.005983680000007041,0.0033820800000086138,0.006373920000012134,0.00455280000000613,0.004943040000011223,0.006113760000008739,0.004812960000009525,0.006113760000008739
Trondheim/video/07,0.0071355199999985075,0.004033119999995449,0.007600879999994703,0.0054291999999982465,0.004188239999994181,0.007290639999997239,0.00573943999999571,0.007290639999997239
Trondheim/video/08,0.007260639999998375,0.0041038399999990816,0.007734159999998269,0.005524399999998764,0.004261679999999046,0.00741847999999834,0.005840079999998693,0.00741847999999834
Trondheim/video/09,0.005534719999999993,0.0031283200000018496,0.005895680000001846,0.004211200000000304,0.004572160000002157,0.005655040000000611,0.004451840000001539,0.005655040000000611
Trondheim/video/10,0.005519999999997083,0.0031199999999955708,0.005879999999994112,0.004199999999997317,0.004559999999994346,0.006839999999996849,0.0044399999999953366,0.005639999999996093
