,C0,C1,C2,C6,C13,C17,C20,C23,C27
Trondheim/audio,0.009250560000012342,0.007708800000010285,0.00863568000000825,0.007848960000011118,0.006167040000008228,0.007848960000011118,0.00863568000000825,0.00911040000001151,0.004905600000007837
Trondheim/audio/01,0.010450800000008087,0.005173040000002516,0.007842000000007232,0.009243600000008456,0.0004991999999930385,0.008055840000007919,0.007842000000007232,0.006895440000000974,0.00048288000000695774
Trondheim/audio/02,0.009027920000004741,0.006474560000004459,0.00437351999999791,0.007680720000003305,0.0006630399999956182,0.003965759999992713,0.00437351999999791,0.008241040000001476,0.0006836000000056686
Trondheim/audio/03,0.010267760000008508,0.007929120000000012,0.005784079999997971,0.00895216000000687,0.000785039999996684,0.005237440000005478,0.005784079999997971,0.00965151999999847,0.0008841599999982463
Trondheim/audio/04,0.031502879999976585,0.007935839999987593,0.01286567999997601,0.03270527999997341,0.0004940800000099443,0.006733439999990765,0.01286567999997601,0.030300479999979757,0.00048096000000441563
Trondheim/audio/05,0.010359360000009588,0.006906240000006392,0.013341600000018161,0.008789760000006197,0.0006275199999947745,0.008475840000009782,0.013341600000018161,0.011928960000012978,0.0006278399999928297
Trondheim/audio/06,0.034269600000016,0.008632800000015095,0.013995600000022534,0.03557760000001764,0.000500160000001415,0.007324800000013454,0.013995600000022534,0.03296160000001436,0.0005232000000034986
Trondheim/audio/07,0.03450015999999323,0.008690880000003176,0.014089759999997398,0.03581695999999113,0.0005564800000001924,0.007374080000005279,0.014089759999997398,0.03318335999999533,0.0005267200000105277
Trondheim/audio/08,0.00996335999998621,0.006642239999990807,0.012831599999984178,0.008453759999987653,0.0006281599999908849,0.008151839999989363,0.012831599999984178,0.011472959999984766,0.0006038399999965804
Trondheim/audio/09,0.030162880000005998,0.006381760000010672,0.012328400000022555,0.008122240000012937,0.0005379199999993034,0.007832160000013744,0.012328400000022555,0.028916480000006572,0.0005801599999983864
Trondheim/audio/10,0.03417040000000782,0.006994240000011587,0.013511600000022383,0.008901760000014747,0.0005184000000042488,0.00858384000001422,0.013511600000022383,0.03275840000000585,0.0006358400000010533
Trondheim/video,0.009181920000003174,0.007651600000002645,0.008759760000002004,0.007790720000002693,0.006121280000002116,0.007924080000000444,0.008759760000002004,0.009042800000003126,0.004869200000001683
Trondheim/video/01,0.012188559999996684,0.008299039999998925,0.009558319999996456,0.01080215999999723,0.000534719999997435,0.00984351999999511,0.009558319999996456,0.010813119999999898,0.0005545599999976503
Trondheim/video/02,0.007587120000000169,0.005105520000000752,0.003963199999997613,0.0063463200000004605,0.0006641599999976933,0.003829360000001003,0.003963199999997613,0.006357280000003129,0.0006815999999982836
Trondheim/video/03,0.010744400000000098,0.007979199999997633,0.0053430399999996325,0.009338800000000091,0.0008100000000013097,0.0052679199999996484,0.0053430399999996325,0.00938719999999904,0.0008602400000032873
Trondheim/video/04,0.00994752000000787,0.006631680000005247,0.012811200000008682,0.008440320000007162,0.0004863999999997759,0.008138880000005955,0.012811200000008682,0.011454720000008578,0.0006028800000024148
Trondheim/video/05,0.03548528000000317,0.008939040000008447,0.014492080000010787,0.03683968000000348,0.0005705599999998867,0.007584640000008136,0.014492080000010787,0.03413088000000286,0.0005417600000043876
Trondheim/video/06,0.03353600000000512,0.008448000000008449,0.008192000000008193,0.0348160000000064,0.0006198399999988169,0.007168000000007169,0.008192000000008193,0.03225600000000384,0.000512000000000512
Trondheim/video/07,0.03309584000000143,0.008337120000000198,0.008084480000000838,0.034359040000001784,0.0006172800000001644,0.007073919999999845,0.008084480000000838,0.03183264000000108,0.0005052799999987201
Trondheim/video/08,0.009210879999997701,0.006332479999997531,0.012233199999997169,0.008059519999996212,0.0005942399999980807,0.007771679999997616,0.012233199999997169,0.007771679999997616,0.0005756799999971918
Trondheim/video/09,0.009477119999992567,0.006515519999993558,0.012586799999990461,0.008292479999990832,0.0006015999999959831,0.007996319999993062,0.012586799999990461,0.007996319999993062,0.0005923199999955386
Trondheim/video/10,0.010443840000007754,0.006962560000005169,0.013450400000007079,0.008861440000007548,0.0005471999999997479,0.008544960000005375,0.013450400000007079,0.01202624000000796,0.0006329600000043456
