,C0,C4,C8,C12,C13,C16,C18,C24,C26
Trondheim/audio,0.03460128000000395,0.020552640000008893,0.02178496000000152,0.020032320000002102,0.0582600000000042,,0.0579998400000008,0.02159328000000471,
Trondheim/audio/01,,0.0041558399999885864,0.008678239999987625,0.005274719999992072,0.05372111999999163,,,0.008198719999992221,
Trondheim/audio/02,0.072526160000006,0.005554559999993103,0.010060319999993794,0.006690079999994936,0.06802447999999472,0.09127736000000297,0.043678160000002464,0.009614079999995084,0.09430640000000068
Trondheim/audio/03,0.08554424000000438,0.007058559999990166,0.01157031999998992,0.008188079999992937,0.09727047999999527,0.10387784000000266,0.05669624000000084,0.011112079999993085,0.10661456000000058
Trondheim/audio/04,,0.0034630400000139616,0.005936640000015814,0.003730560000008154,0.026591200000012805,,,0.0058129600000143,
Trondheim/audio/05,,0.003431680000005599,0.005882880000001478,0.0038207999999997355,0.026350400000005436,,,0.005760320000000263,
Trondheim/audio/06,,0.00416415999998776,0.007138559999987137,0.0033983999999946946,0.0319747999999862,,,0.00698983999998859,
Trondheim/audio/07,,0.0036743999999941934,0.006470399999983556,0.0029452800000058232,0.02898199999999207,,,0.006235599999996566,
Trondheim/audio/08,,0.003561600000011822,0.006105600000012146,0.0035385599999955275,0.027348000000010586,,,0.0059784000000107085,
Trondheim/audio/09,,0.004005119999973772,0.006865919999967218,0.003479040000001987,0.030753599999989945,,,0.0067228799999696776,
Trondheim/audio/10,,0.003476479999989124,0.005959679999989476,0.0032831999999984873,0.026694399999996676,,,0.005835519999990879,
Trondheim/video,0.03785711999999819,0.022486559999999045,0.023850239999996248,0.021917279999998485,0.058373999999998816,,0.058089359999998535,0.02362511999999839,
Trondheim/video/01,,0.0031512000000049056,0.007408800000005655,0.004621680000003181,0.047986319999999694,,,0.0070452000000038595,
Trondheim/video/02,0.07247776000000172,0.004944960000004883,0.009178320000005513,0.006195840000003727,0.06255456000000059,0.09068816000000446,0.044461760000000794,0.008766240000003478,0.09362984000000552
Trondheim/video/03,0.09120543999999953,0.0067276799999991255,0.010947360000001183,0.0075425600000027515,0.10893624000000024,0.1114542399999987,0.06005344000000079,0.010507920000002002,0.11472519999999875
Trondheim/video/04,,0.004437439999996684,0.007607039999996346,0.003715200000002028,0.03407319999999814,,,0.007448559999996718,
Trondheim/video/05,,0.003935679999983677,0.006746879999980138,0.003830399999998235,0.030220399999990377,,,0.006606319999981736,
Trondheim/video/06,,0.004130559999993011,0.007080959999996139,0.003680639999991797,0.0317167999999981,,,0.006933439999997404,
Trondheim/video/07,,0.0033734399999971743,0.005783039999997186,0.0029817600000043853,0.02590319999999835,,,0.005662559999997541,
Trondheim/video/08,,0.0040767999999999915,0.006988800000002016,0.003402240000006884,0.031303999999998666,,,0.00684320000000227,
Trondheim/video/09,,0.003581760000002987,0.00614016000000106,0.0035712000000032162,0.027502800000004157,,,0.006012240000000446,
Trondheim/video/10,,0.0036332800000025145,0.006228480000004311,0.0032332799999963413,0.02789839999999799,,,0.006098720000004221,
