,C0,C1,C6,C10,C12,C13,C15,C20,C22,C25
Trondheim/audio,0.0029280000000042605,0.009454960000010004,0.008174000000007453,0.0029280000000042605,0.006820880000010021,0.00915000000000532,0.03862000000000165,0.009454960000010004,0.010248000000004254,0.008188000000011186
Trondheim/audio/01,0.003770880000004695,0.012518080000006648,0.012913680000004035,0.003770880000004695,0.010070240000008113,0.014302080000007322,0.05143911999999773,0.012518080000006648,0.015584720000003216,0.012756560000003248
Trondheim/audio/02,0.005151120000004283,0.007040159999998963,0.007394239999992891,0.005151120000004283,0.004166079999997407,0.00397079999999761,0.061860399999989824,0.007040159999998963,0.009829999999993788,0.007250959999993256
Trondheim/audio/03,0.0066604800000042985,0.010139200000001125,0.010519199999997397,0.0066604800000042985,0.00571120000000036,0.005335279999997056,0.09205303999998904,0.010139200000001125,0.003878399999997839,0.010367279999996981
Trondheim/audio/04,0.0029164799999961133,0.007898799999985329,0.008141839999986189,0.0029164799999961133,0.006683599999988132,0.009113999999982525,0.03074455999998804,0.007898799999985329,0.010207679999979291,0.008020319999985759
Trondheim/audio/05,0.003110400000011282,0.00842400000002641,0.008683200000028535,0.003110400000011282,0.007128000000022894,0.009720000000029927,0.032788800000020046,0.00842400000002641,0.010886400000032381,0.008553600000027473
Trondheim/audio/06,0.0030508800000035308,0.008262799999997128,0.008517040000000975,0.0030508800000035308,0.0069915999999992096,0.009533999999995046,0.032161359999996364,0.008262799999997128,0.010678079999991041,0.008389919999999051
Trondheim/audio/07,0.003601919999994152,0.009755200000000741,0.010055359999995517,0.003601919999994152,0.00825439999999844,0.011256000000003041,0.03797024000000704,0.009755200000000741,0.012606720000007954,0.009905279999998129
Trondheim/audio/08,0.0029183999999986554,0.007903999999996358,0.008147199999996246,0.0029183999999986554,0.006687999999996919,0.009119999999995798,0.030764800000000037,0.007903999999996358,0.010214399999995294,0.008025599999996302
Trondheim/audio/09,0.002997120000003406,0.008117200000000935,0.008366960000003587,0.002997120000003406,0.006868400000001884,0.009365999999999985,0.031594639999994456,0.008117200000000935,0.01048991999999771,0.008242080000002261
Trondheim/audio/10,0.003221760000002405,0.008725599999998224,0.008994080000000793,0.003221760000002405,0.00738319999999959,0.010067999999996857,0.033962719999998114,0.008725599999998224,0.011276159999994206,0.008859839999999508
Trondheim/video,0.0030854399999995508,0.008678719999998918,0.009191039999999262,0.0030854399999995508,0.00707079999999749,0.01009095999999765,0.0386331199999983,0.008678719999998918,0.011376559999996871,0.009062479999998985
Trondheim/video/01,0.0030393599999989362,0.009548159999997807,0.010235519999996612,0.0030393599999989362,0.00788551999999676,0.01096039999999654,0.048209759999997104,0.009548159999997807,0.012407599999997743,0.0101088799999971
Trondheim/video/02,0.004546799999998186,0.010929839999997526,0.011648639999997101,0.004546799999998186,0.009277679999996735,0.0124276799999965,0.06193223999999731,0.010929839999997526,0.01397967999999672,0.011511519999997333
Trondheim/video/03,0.005846719999999195,0.008258479999998514,0.008961679999996974,0.005846719999999195,0.0037438399999949468,0.010558719999995247,0.097909679999999,0.008258479999998514,0.011308319999997707,0.008829759999997577
Trondheim/video/04,0.003121919999998113,0.008455199999994889,0.008715359999994732,0.003121919999998113,0.007154399999995675,0.009755999999994103,0.03291023999999432,0.008455199999994889,0.010926719999993395,0.00858527999999481
Trondheim/video/05,0.00301056000000699,0.008153600000010641,0.008404480000013592,0.00301056000000699,0.006899200000010097,0.009408000000011185,0.031736320000003815,0.008153600000010641,0.010536960000010254,0.008279040000012117
Trondheim/video/06,0.003479040000001987,0.009422400000005382,0.009712320000005548,0.003479040000001987,0.007972800000004554,0.01087200000000621,0.03667488000000674,0.009422400000005382,0.012176640000006955,0.009567360000005465
Trondheim/video/07,0.0029183999999986554,0.007903999999996358,0.008147199999996246,0.0029183999999986554,0.006687999999996919,0.009119999999995798,0.030764800000000037,0.007903999999996358,0.010214399999995294,0.008025599999996302
Trondheim/video/08,0.003511679999995465,0.009510799999993935,0.009803439999991781,0.003511679999995465,0.008047599999994048,0.010973999999993822,0.03701895999999394,0.009510799999993935,0.012290879999994786,0.009657119999992858
Trondheim/video/09,0.003354240000000175,0.009084400000002546,0.009363920000001968,0.003354240000000175,0.007686800000001881,0.010482000000003211,0.03535928000000155,0.009084400000002546,0.011739840000004165,0.009224160000002257
Trondheim/video/10,0.0034636800000029666,0.009380800000005962,0.009669440000006801,0.0034636800000029666,0.007937600000005318,0.010824000000006606,0.03651296000000315,0.009380800000005962,0.01212288000000683,0.009525120000006382
