,C0,C3,C12,C14,C17,C20,C26,C28
Trondheim/audio,0.027875999999984913,0.08256639999999393,0.027875999999984913,0.017884799999979606,0.027875999999984913,0.017884799999979606,0.020712399999979425,0.014543999999986568
Trondheim/audio/01,,,,0.004607519999993315,,0.004607519999993315,0.0074305599999924254,0.001257599999995307
Trondheim/audio/02,,,,0.006125279999992017,,0.006125279999992017,0.010553199999989715,0.001600159999991746
Trondheim/audio/03,,,,0.010606559999992271,,0.010606559999992271,0.013608159999989766,0.001774000000008158
Trondheim/audio/04,,,,0.003823680000010654,,0.003823680000010654,0.006554880000010144,0.0013656000000139557
Trondheim/audio/05,,,,0.0037251200000127938,,0.0037251200000127938,0.006385920000013812,0.0013304000000147198
Trondheim/audio/06,,,,0.003362240000015504,,0.003362240000015504,0.0057638400000143974,0.001200800000020763
Trondheim/audio/07,,,,0.0036668799999972634,,0.0036668799999972634,0.006286079999995309,0.0013095999999990227
Trondheim/audio/08,,,,0.0037699199999963184,,0.0037699199999963184,0.006462720000001809,0.0013463999999885345
Trondheim/audio/09,,,,0.0034294400000192127,,0.0034294400000192127,0.0058790400000248155,0.0012248000000170123
Trondheim/audio/10,,,,0.004070079999976883,,0.004070079999976883,0.006977279999972552,0.0014535999999765181
Trondheim/video,0.03221839999999787,0.08905856000000156,0.03221839999999787,0.020741759999992837,0.03221839999999787,0.020741759999992837,0.024906959999993816,0.01680959999999665
Trondheim/video/01,,,,0.005452959999995954,,0.005452959999995954,0.009708159999997079,0.0015007999999916422
Trondheim/video/02,,,,0.006811679999998432,,0.006811679999998432,0.011078719999998654,0.0016390399999917094
Trondheim/video/03,,,,0.010935999999997392,,0.010935999999997392,0.01367999999999725,0.0017762399999909917
Trondheim/video/04,,,,0.004368000000003036,,0.004368000000003036,0.00748800000000216,0.0015600000000048908
Trondheim/video/05,,,,0.0036399999999900956,,0.0036399999999900956,0.0062399999999911415,0.001299999999986312
Trondheim/video/06,,,,0.003738559999987956,,0.003738559999987956,0.0064089599999874736,0.001335199999985548
Trondheim/video/07,,,,0.004240320000000963,,0.004240320000000963,0.0072691200000036815,0.0015143999999978064
Trondheim/video/08,,,,0.003613120000004244,,0.003613120000004244,0.006193920000001185,0.0012904000000091287
Trondheim/video/09,,,,0.0034092799999925205,,0.0034092799999925205,0.005844479999993268,0.0012175999999897158
Trondheim/video/10,,,,0.0037408000000098696,,0.0037408000000098696,0.006412800000006769,0.001336000000016213
