,C0,C1,C2,C7,C11,C12,C15,C17,C18,C20,C22,C23,C26,C29
Trondheim/audio,0.007507200000006264,0.005630400000004698,0.00969888000000907,0.044896800000007175,0.007507200000006264,0.007507200000006264,0.04928200000000871,0.012215920000006264,0.007507200000006264,0.007350800000004654,0.007038000000001432,0.005786800000006309,0.009386080000005848,0.012215920000006264
Trondheim/audio/01,0.007838319999997623,0.003757440000001111,0.00825856000000158,0.053182480000000254,0.006429119999999955,0.006429119999999955,0.05930776000000293,0.009560319999998512,0.006429119999999955,0.0062725599999993165,0.0047407200000044725,0.003914000000001749,0.007994719999999234,0.009560319999998512
Trondheim/audio/02,0.009203519999996246,0.005163760000002071,0.009635920000000908,0.06845016000000115,0.007820960000000099,0.007820960000000099,0.07350128000000211,0.010966639999999472,0.007820960000000099,0.007678880000000277,0.006172480000003588,0.0053058400000018935,0.009401040000000194,0.010966639999999472
Trondheim/audio/03,0.010381519999995703,0.006345200000001938,0.010773840000002366,0.10794656000000202,0.008980640000000761,0.008980640000000761,0.09971952000000428,0.01214807999999934,0.008980640000000761,0.008860320000000144,0.007484240000003695,0.006465520000002556,0.010011519999999052,0.01214807999999934
Trondheim/audio/04,,0.002979839999994738,0.005835519999990879,,0.004469759999992107,0.004469759999992107,0.02657023999999808,0.0069529599999924585,0.004469759999992107,0.00434559999999351,0.004097279999996317,0.004469759999992107,0.005711359999992283,0.0069529599999924585
Trondheim/audio/05,,0.003310080000005655,0.006482240000011075,,0.004965120000008483,0.004965120000008483,0.029514880000007793,0.007723520000013195,0.004965120000008483,0.004827200000008247,0.004827200000008247,0.004965120000008483,0.006344320000010839,0.007723520000013195
Trondheim/audio/06,,0.003394560000003821,0.006647680000007483,,0.005091840000005732,0.005091840000005732,0.03026816000000565,0.007920640000008916,0.005091840000005732,0.0049504000000055726,0.0032630400000073223,0.005091840000005732,0.006506240000007324,0.007920640000008916
Trondheim/audio/07,,0.0032390399999826514,0.006343119999968394,,0.004858559999973977,0.004858559999973977,0.028881439999992153,0.007557759999968994,0.004858559999973977,0.004723599999977068,0.004723599999977068,0.004858559999973977,0.006208159999971485,0.007557759999968994
Trondheim/audio/08,,0.0029491199999966966,0.005775359999994123,,0.004423679999995045,0.004423679999995045,0.026296319999993045,0.0068812799999946606,0.004423679999995045,0.004300799999995775,0.004055039999997234,0.004423679999995045,0.005652479999994853,0.0068812799999946606
Trondheim/audio/09,,0.0036268799999987777,0.007102639999999383,,0.005440319999998167,0.005440319999998167,0.03233967999999976,0.008462720000004254,0.005440319999998167,0.005289199999999994,0.0031404800000061073,0.0037779999999969505,0.00695152000000121,0.008462720000004254
Trondheim/audio/10,,0.003502080000004071,0.006858240000006788,,0.005253120000006106,0.005253120000006106,0.031226880000005508,0.008171520000004762,0.005253120000006106,0.005107200000004752,0.003044479999999794,0.005253120000006106,0.006712320000005434,0.008171520000004762
Trondheim/video,0.007576319999998304,0.005682239999998728,0.009482399999997781,0.04765167999999953,0.007576319999998304,0.007576319999998304,0.04738359999999986,0.012049839999997758,0.007576319999998304,0.00741847999999834,0.00710279999999841,0.005840079999998693,0.009166719999997852,0.012049839999997758
Trondheim/video/01,0.007539519999999911,0.003227519999999373,0.008054079999999075,0.05539408000000101,0.006045759999999234,0.006045759999999234,0.05512600000000134,0.009129919999999458,0.006045759999999234,0.005911279999999408,0.004728079999999579,0.006022399999999095,0.007785119999999424,0.009129919999999458
