,Ant routing,Flooding
Trondheim/audio,0.5367890873015871,0.9734791653413507
Trondheim/audio/01,0.54737791005291,0.9801711401071695
Trondheim/audio/02,0.5448122354497354,0.9521208018248499
Trondheim/audio/03,0.5353884259259261,0.9479662703557278
Trondheim/audio/04,0.5394147486772486,1.006371293533925
Trondheim/audio/05,0.540118378894768,1.0135792441257774
Trondheim/audio/06,0.5418093915343916,1.005660579794272
Trondheim/audio/07,0.5466602513227518,1.0142537363469086
Trondheim/audio/08,0.5436308201058201,1.0208821208261862
Trondheim/audio/09,0.5434182539682539,1.0096537594146051
Trondheim/audio/10,0.5438205026455026,1.0074512873408883
Trondheim/video,0.5266497354497356,0.9738363081984934
Trondheim/video/01,0.5354181878306877,0.9761379553585863
Trondheim/video/02,0.5344219576719577,0.9550776981081865
Trondheim/video/03,0.5374510582010585,0.9463794029459514
Trondheim/video/04,0.5326171957671958,1.0076102835559242
Trondheim/video/05,0.5355346560846563,1.0027064117993743
Trondheim/video/06,0.5321964285714285,1.0083905689895096
Trondheim/video/07,0.5304276455026453,1.007644592594873
Trondheim/video/08,0.5400571428571427,1.007508800069173
Trondheim/video/09,0.5390431878306876,1.0060848062337469
Trondheim/video/10,0.5396242063492065,1.0104807856728548
