,Ant routing,Flooding
Trondheim/audio,0.0010171859076111137,0.0014093116626672862
Trondheim/audio/01,0.0011132558884497732,0.0011105604095977986
Trondheim/audio/02,0.001105532047047577,0.0013719791986827317
Trondheim/audio/03,0.001093898626540851,0.001658673574263117
Trondheim/audio/04,0.0010803120095488014,0.0008351488415787377
Trondheim/audio/05,0.0010991137626439901,0.0008186558422546009
Trondheim/audio/06,0.001079578226119042,0.0008444021046104242
Trondheim/audio/07,0.0010692112720925794,0.0008405271520113293
Trondheim/audio/08,0.0010700028220951916,0.0008283510236671953
Trondheim/audio/09,0.0010554224854734818,0.0008271322125362494
Trondheim/audio/10,0.001079708964984077,0.0008373689646496738
Trondheim/video,0.0009811019200608837,0.0014027058498961033
Trondheim/video/01,0.0010106799924232653,0.0010952884472905716
Trondheim/video/02,0.0010495466346534263,0.0013264743207871412
Trondheim/video/03,0.001023878642306912,0.001654611150611929
Trondheim/video/04,0.0010513448959364909,0.0008356461236466074
Trondheim/video/05,0.0010276376405661438,0.0008373854765106493
Trondheim/video/06,0.0010065560664047582,0.0008380605763505951
Trondheim/video/07,0.0010046653051852224,0.0008309683777691085
Trondheim/video/08,0.0010631744765967127,0.0008416890041887818
Trondheim/video/09,0.0010915042233610524,0.0008355299339926938
Trondheim/video/10,0.0010594529198453566,0.0008299678134033289
